dataset,model,n_background,n_features,n_samples,learning_rate,max_depth,n_estimators,max_depth_config,order,backend,library,computation_type,approximator,budget,seed,imputer,n_eval,runtime_s,n_model_evals,base_value,additivity_gap,relative_additivity_gap,pairwise_metrics
covertype,xgboost,100,54,1000,0.1,12,100,12,1,woodelf_gpu_interventional,woodelf,true_value,,,1,marginal,10,0.0,,0.9073450860194862,,,"{""woodelf_path_dependent"": {""mean_abs_diff"": NaN, ""relative_mae"": NaN, ""sign_agreement"": NaN, ""mean_sample_rho"": NaN}, ""woodelf_interventional"": {""mean_abs_diff"": NaN, ""relative_mae"": NaN, ""sign_agreement"": NaN, ""mean_sample_rho"": NaN}, ""woodelf_gpu_path_dependent"": {""mean_abs_diff"": NaN, ""relative_mae"": NaN, ""sign_agreement"": NaN, ""mean_sample_rho"": NaN}, ""woodelf_gpu_interventional"": {""mean_abs_diff"": 0.0, ""relative_mae"": 0.0, ""sign_agreement"": NaN, ""mean_sample_rho"": 1.0}}"
covertype,xgboost,100,54,1000,0.1,15,100,15,1,woodelf_path_dependent,woodelf,true_value,,,1,marginal,10,0.0001,,0.9786355396732688,,,"{""woodelf_path_dependent"": {""mean_abs_diff"": 0.0, ""relative_mae"": 0.0, ""sign_agreement"": NaN, ""mean_sample_rho"": 1.0}, ""woodelf_interventional"": {""mean_abs_diff"": NaN, ""relative_mae"": NaN, ""sign_agreement"": NaN, ""mean_sample_rho"": NaN}, ""woodelf_gpu_path_dependent"": {""mean_abs_diff"": NaN, ""relative_mae"": NaN, ""sign_agreement"": NaN, ""mean_sample_rho"": NaN}, ""woodelf_gpu_interventional"": {""mean_abs_diff"": NaN, ""relative_mae"": NaN, ""sign_agreement"": NaN, ""mean_sample_rho"": NaN}}"
covertype,xgboost,100,54,1000,0.1,15,100,15,1,woodelf_interventional,woodelf,true_value,,,1,marginal,10,0.0001,,0.9786355396732688,,,"{""woodelf_path_dependent"": {""mean_abs_diff"": NaN, ""relative_mae"": NaN, ""sign_agreement"": NaN, ""mean_sample_rho"": NaN}, ""woodelf_interventional"": {""mean_abs_diff"": 0.0, ""relative_mae"": 0.0, ""sign_agreement"": NaN, ""mean_sample_rho"": 1.0}, ""woodelf_gpu_path_dependent"": {""mean_abs_diff"": NaN, ""relative_mae"": NaN, ""sign_agreement"": NaN, ""mean_sample_rho"": NaN}, ""woodelf_gpu_interventional"": {""mean_abs_diff"": NaN, ""relative_mae"": NaN, ""sign_agreement"": NaN, ""mean_sample_rho"": NaN}}"
covertype,xgboost,100,54,1000,0.1,15,100,15,1,woodelf_gpu_path_dependent,woodelf,true_value,,,1,marginal,10,0.0,,0.9786355396732688,,,"{""woodelf_path_dependent"": {""mean_abs_diff"": NaN, ""relative_mae"": NaN, ""sign_agreement"": NaN, ""mean_sample_rho"": NaN}, ""woodelf_interventional"": {""mean_abs_diff"": NaN, ""relative_mae"": NaN, ""sign_agreement"": NaN, ""mean_sample_rho"": NaN}, ""woodelf_gpu_path_dependent"": {""mean_abs_diff"": 0.0, ""relative_mae"": 0.0, ""sign_agreement"": NaN, ""mean_sample_rho"": 1.0}, ""woodelf_gpu_interventional"": {""mean_abs_diff"": NaN, ""relative_mae"": NaN, ""sign_agreement"": NaN, ""mean_sample_rho"": NaN}}"
covertype,xgboost,100,54,1000,0.1,15,100,15,1,woodelf_gpu_interventional,woodelf,true_value,,,1,marginal,10,0.0,,0.9786355396732688,,,"{""woodelf_path_dependent"": {""mean_abs_diff"": NaN, ""relative_mae"": NaN, ""sign_agreement"": NaN, ""mean_sample_rho"": NaN}, ""woodelf_interventional"": {""mean_abs_diff"": NaN, ""relative_mae"": NaN, ""sign_agreement"": NaN, ""mean_sample_rho"": NaN}, ""woodelf_gpu_path_dependent"": {""mean_abs_diff"": NaN, ""relative_mae"": NaN, ""sign_agreement"": NaN, ""mean_sample_rho"": NaN}, ""woodelf_gpu_interventional"": {""mean_abs_diff"": 0.0, ""relative_mae"": 0.0, ""sign_agreement"": NaN, ""mean_sample_rho"": 1.0}}"
covertype,xgboost,100,54,1000,0.1,20,100,20,1,woodelf_path_dependent,woodelf,true_value,,,1,marginal,10,0.0001,,1.0026579349674285,,,"{""woodelf_path_dependent"": {""mean_abs_diff"": 0.0, ""relative_mae"": 0.0, ""sign_agreement"": NaN, ""mean_sample_rho"": 1.0}, ""woodelf_interventional"": {""mean_abs_diff"": NaN, ""relative_mae"": NaN, ""sign_agreement"": NaN, ""mean_sample_rho"": NaN}, ""woodelf_gpu_path_dependent"": {""mean_abs_diff"": NaN, ""relative_mae"": NaN, ""sign_agreement"": NaN, ""mean_sample_rho"": NaN}, ""woodelf_gpu_interventional"": {""mean_abs_diff"": NaN, ""relative_mae"": NaN, ""sign_agreement"": NaN, ""mean_sample_rho"": NaN}}"
covertype,xgboost,100,54,1000,0.1,20,100,20,1,woodelf_interventional,woodelf,true_value,,,1,marginal,10,0.0001,,1.0026579349674285,,,"{""woodelf_path_dependent"": {""mean_abs_diff"": NaN, ""relative_mae"": NaN, ""sign_agreement"": NaN, ""mean_sample_rho"": NaN}, ""woodelf_interventional"": {""mean_abs_diff"": 0.0, ""relative_mae"": 0.0, ""sign_agreement"": NaN, ""mean_sample_rho"": 1.0}, ""woodelf_gpu_path_dependent"": {""mean_abs_diff"": NaN, ""relative_mae"": NaN, ""sign_agreement"": NaN, ""mean_sample_rho"": NaN}, ""woodelf_gpu_interventional"": {""mean_abs_diff"": NaN, ""relative_mae"": NaN, ""sign_agreement"": NaN, ""mean_sample_rho"": NaN}}"
covertype,xgboost,100,54,1000,0.1,20,100,20,1,woodelf_gpu_path_dependent,woodelf,true_value,,,1,marginal,10,0.0,,1.0026579349674285,,,"{""woodelf_path_dependent"": {""mean_abs_diff"": NaN, ""relative_mae"": NaN, ""sign_agreement"": NaN, ""mean_sample_rho"": NaN}, ""woodelf_interventional"": {""mean_abs_diff"": NaN, ""relative_mae"": NaN, ""sign_agreement"": NaN, ""mean_sample_rho"": NaN}, ""woodelf_gpu_path_dependent"": {""mean_abs_diff"": 0.0, ""relative_mae"": 0.0, ""sign_agreement"": NaN, ""mean_sample_rho"": 1.0}, ""woodelf_gpu_interventional"": {""mean_abs_diff"": NaN, ""relative_mae"": NaN, ""sign_agreement"": NaN, ""mean_sample_rho"": NaN}}"
covertype,xgboost,100,54,1000,0.1,20,100,20,1,woodelf_gpu_interventional,woodelf,true_value,,,1,marginal,10,0.0,,1.0026579349674285,,,"{""woodelf_path_dependent"": {""mean_abs_diff"": NaN, ""relative_mae"": NaN, ""sign_agreement"": NaN, ""mean_sample_rho"": NaN}, ""woodelf_interventional"": {""mean_abs_diff"": NaN, ""relative_mae"": NaN, ""sign_agreement"": NaN, ""mean_sample_rho"": NaN}, ""woodelf_gpu_path_dependent"": {""mean_abs_diff"": NaN, ""relative_mae"": NaN, ""sign_agreement"": NaN, ""mean_sample_rho"": NaN}, ""woodelf_gpu_interventional"": {""mean_abs_diff"": 0.0, ""relative_mae"": 0.0, ""sign_agreement"": NaN, ""mean_sample_rho"": 1.0}}"
covertype,xgboost,100,54,1000,0.1,23,100,50,1,woodelf_path_dependent,woodelf,true_value,,,1,marginal,10,0.0001,,0.9948665924370288,,,"{""woodelf_path_dependent"": {""mean_abs_diff"": 0.0, ""relative_mae"": 0.0, ""sign_agreement"": NaN, ""mean_sample_rho"": 1.0}, ""woodelf_interventional"": {""mean_abs_diff"": NaN, ""relative_mae"": NaN, ""sign_agreement"": NaN, ""mean_sample_rho"": NaN}, ""woodelf_gpu_path_dependent"": {""mean_abs_diff"": NaN, ""relative_mae"": NaN, ""sign_agreement"": NaN, ""mean_sample_rho"": NaN}, ""woodelf_gpu_interventional"": {""mean_abs_diff"": NaN, ""relative_mae"": NaN, ""sign_agreement"": NaN, ""mean_sample_rho"": NaN}}"
covertype,xgboost,100,54,1000,0.1,23,100,50,1,woodelf_interventional,woodelf,true_value,,,1,marginal,10,0.0001,,0.9948665924370288,,,"{""woodelf_path_dependent"": {""mean_abs_diff"": NaN, ""relative_mae"": NaN, ""sign_agreement"": NaN, ""mean_sample_rho"": NaN}, ""woodelf_interventional"": {""mean_abs_diff"": 0.0, ""relative_mae"": 0.0, ""sign_agreement"": NaN, ""mean_sample_rho"": 1.0}, ""woodelf_gpu_path_dependent"": {""mean_abs_diff"": NaN, ""relative_mae"": NaN, ""sign_agreement"": NaN, ""mean_sample_rho"": NaN}, ""woodelf_gpu_interventional"": {""mean_abs_diff"": NaN, ""relative_mae"": NaN, ""sign_agreement"": NaN, ""mean_sample_rho"": NaN}}"
covertype,xgboost,100,54,1000,0.1,23,100,50,1,woodelf_gpu_path_dependent,woodelf,true_value,,,1,marginal,10,0.0,,0.9948665924370288,,,"{""woodelf_path_dependent"": {""mean_abs_diff"": NaN, ""relative_mae"": NaN, ""sign_agreement"": NaN, ""mean_sample_rho"": NaN}, ""woodelf_interventional"": {""mean_abs_diff"": NaN, ""relative_mae"": NaN, ""sign_agreement"": NaN, ""mean_sample_rho"": NaN}, ""woodelf_gpu_path_dependent"": {""mean_abs_diff"": 0.0, ""relative_mae"": 0.0, ""sign_agreement"": NaN, ""mean_sample_rho"": 1.0}, ""woodelf_gpu_interventional"": {""mean_abs_diff"": NaN, ""relative_mae"": NaN, ""sign_agreement"": NaN, ""mean_sample_rho"": NaN}}"
covertype,xgboost,100,54,1000,0.1,23,100,50,1,woodelf_gpu_interventional,woodelf,true_value,,,1,marginal,10,0.0,,0.9948665924370288,,,"{""woodelf_path_dependent"": {""mean_abs_diff"": NaN, ""relative_mae"": NaN, ""sign_agreement"": NaN, ""mean_sample_rho"": NaN}, ""woodelf_interventional"": {""mean_abs_diff"": NaN, ""relative_mae"": NaN, ""sign_agreement"": NaN, ""mean_sample_rho"": NaN}, ""woodelf_gpu_path_dependent"": {""mean_abs_diff"": NaN, ""relative_mae"": NaN, ""sign_agreement"": NaN, ""mean_sample_rho"": NaN}, ""woodelf_gpu_interventional"": {""mean_abs_diff"": 0.0, ""relative_mae"": 0.0, ""sign_agreement"": NaN, ""mean_sample_rho"": 1.0}}"
covertype,xgboost,100,54,1000,0.1,23,100,80,1,woodelf_path_dependent,woodelf,true_value,,,1,marginal,10,0.0001,,0.9948665924370288,,,"{""woodelf_path_dependent"": {""mean_abs_diff"": 0.0, ""relative_mae"": 0.0, ""sign_agreement"": NaN, ""mean_sample_rho"": 1.0}, ""woodelf_interventional"": {""mean_abs_diff"": NaN, ""relative_mae"": NaN, ""sign_agreement"": NaN, ""mean_sample_rho"": NaN}, ""woodelf_gpu_path_dependent"": {""mean_abs_diff"": NaN, ""relative_mae"": NaN, ""sign_agreement"": NaN, ""mean_sample_rho"": NaN}, ""woodelf_gpu_interventional"": {""mean_abs_diff"": NaN, ""relative_mae"": NaN, ""sign_agreement"": NaN, ""mean_sample_rho"": NaN}}"
covertype,xgboost,100,54,1000,0.1,23,100,80,1,woodelf_interventional,woodelf,true_value,,,1,marginal,10,0.0001,,0.9948665924370288,,,"{""woodelf_path_dependent"": {""mean_abs_diff"": NaN, ""relative_mae"": NaN, ""sign_agreement"": NaN, ""mean_sample_rho"": NaN}, ""woodelf_interventional"": {""mean_abs_diff"": 0.0, ""relative_mae"": 0.0, ""sign_agreement"": NaN, ""mean_sample_rho"": 1.0}, ""woodelf_gpu_path_dependent"": {""mean_abs_diff"": NaN, ""relative_mae"": NaN, ""sign_agreement"": NaN, ""mean_sample_rho"": NaN}, ""woodelf_gpu_interventional"": {""mean_abs_diff"": NaN, ""relative_mae"": NaN, ""sign_agreement"": NaN, ""mean_sample_rho"": NaN}}"
covertype,xgboost,100,54,1000,0.1,23,100,80,1,woodelf_gpu_path_dependent,woodelf,true_value,,,1,marginal,10,0.0,,0.9948665924370288,,,"{""woodelf_path_dependent"": {""mean_abs_diff"": NaN, ""relative_mae"": NaN, ""sign_agreement"": NaN, ""mean_sample_rho"": NaN}, ""woodelf_interventional"": {""mean_abs_diff"": NaN, ""relative_mae"": NaN, ""sign_agreement"": NaN, ""mean_sample_rho"": NaN}, ""woodelf_gpu_path_dependent"": {""mean_abs_diff"": 0.0, ""relative_mae"": 0.0, ""sign_agreement"": NaN, ""mean_sample_rho"": 1.0}, ""woodelf_gpu_interventional"": {""mean_abs_diff"": NaN, ""relative_mae"": NaN, ""sign_agreement"": NaN, ""mean_sample_rho"": NaN}}"
covertype,xgboost,100,54,1000,0.1,23,100,80,1,woodelf_gpu_interventional,woodelf,true_value,,,1,marginal,10,0.0,,0.9948665924370288,,,"{""woodelf_path_dependent"": {""mean_abs_diff"": NaN, ""relative_mae"": NaN, ""sign_agreement"": NaN, ""mean_sample_rho"": NaN}, ""woodelf_interventional"": {""mean_abs_diff"": NaN, ""relative_mae"": NaN, ""sign_agreement"": NaN, ""mean_sample_rho"": NaN}, ""woodelf_gpu_path_dependent"": {""mean_abs_diff"": NaN, ""relative_mae"": NaN, ""sign_agreement"": NaN, ""mean_sample_rho"": NaN}, ""woodelf_gpu_interventional"": {""mean_abs_diff"": 0.0, ""relative_mae"": 0.0, ""sign_agreement"": NaN, ""mean_sample_rho"": 1.0}}"
covertype,lightgbm,100,54,1000,0.1,4,100,4,1,woodelf_path_dependent,woodelf,true_value,,,1,marginal,10,0.0001,,-1.8675752647839712,,,"{""woodelf_path_dependent"": {""mean_abs_diff"": 0.0, ""relative_mae"": 0.0, ""sign_agreement"": NaN, ""mean_sample_rho"": 1.0}, ""woodelf_interventional"": {""mean_abs_diff"": NaN, ""relative_mae"": NaN, ""sign_agreement"": NaN, ""mean_sample_rho"": NaN}, ""woodelf_gpu_path_dependent"": {""mean_abs_diff"": NaN, ""relative_mae"": NaN, ""sign_agreement"": NaN, ""mean_sample_rho"": NaN}, ""woodelf_gpu_interventional"": {""mean_abs_diff"": NaN, ""relative_mae"": NaN, ""sign_agreement"": NaN, ""mean_sample_rho"": NaN}}"
covertype,lightgbm,100,54,1000,0.1,4,100,4,1,woodelf_interventional,woodelf,true_value,,,1,marginal,10,0.0001,,-1.8675752647839712,,,"{""woodelf_path_dependent"": {""mean_abs_diff"": NaN, ""relative_mae"": NaN, ""sign_agreement"": NaN, ""mean_sample_rho"": NaN}, ""woodelf_interventional"": {""mean_abs_diff"": 0.0, ""relative_mae"": 0.0, ""sign_agreement"": NaN, ""mean_sample_rho"": 1.0}, ""woodelf_gpu_path_dependent"": {""mean_abs_diff"": NaN, ""relative_mae"": NaN, ""sign_agreement"": NaN, ""mean_sample_rho"": NaN}, ""woodelf_gpu_interventional"": {""mean_abs_diff"": NaN, ""relative_mae"": NaN, ""sign_agreement"": NaN, ""mean_sample_rho"": NaN}}"
covertype,lightgbm,100,54,1000,0.1,4,100,4,1,woodelf_gpu_path_dependent,woodelf,true_value,,,1,marginal,10,0.0,,-1.8675752647839712,,,"{""woodelf_path_dependent"": {""mean_abs_diff"": NaN, ""relative_mae"": NaN, ""sign_agreement"": NaN, ""mean_sample_rho"": NaN}, ""woodelf_interventional"": {""mean_abs_diff"": NaN, ""relative_mae"": NaN, ""sign_agreement"": NaN, ""mean_sample_rho"": NaN}, ""woodelf_gpu_path_dependent"": {""mean_abs_diff"": 0.0, ""relative_mae"": 0.0, ""sign_agreement"": NaN, ""mean_sample_rho"": 1.0}, ""woodelf_gpu_interventional"": {""mean_abs_diff"": NaN, ""relative_mae"": NaN, ""sign_agreement"": NaN, ""mean_sample_rho"": NaN}}"
covertype,lightgbm,100,54,1000,0.1,4,100,4,1,woodelf_gpu_interventional,woodelf,true_value,,,1,marginal,10,0.0,,-1.8675752647839712,,,"{""woodelf_path_dependent"": {""mean_abs_diff"": NaN, ""relative_mae"": NaN, ""sign_agreement"": NaN, ""mean_sample_rho"": NaN}, ""woodelf_interventional"": {""mean_abs_diff"": NaN, ""relative_mae"": NaN, ""sign_agreement"": NaN, ""mean_sample_rho"": NaN}, ""woodelf_gpu_path_dependent"": {""mean_abs_diff"": NaN, ""relative_mae"": NaN, ""sign_agreement"": NaN, ""mean_sample_rho"": NaN}, ""woodelf_gpu_interventional"": {""mean_abs_diff"": 0.0, ""relative_mae"": 0.0, ""sign_agreement"": NaN, ""mean_sample_rho"": 1.0}}"
covertype,lightgbm,100,54,1000,0.1,8,100,8,1,woodelf_path_dependent,woodelf,true_value,,,1,marginal,10,0.0001,,-2.283520885173969,,,"{""woodelf_path_dependent"": {""mean_abs_diff"": 0.0, ""relative_mae"": 0.0, ""sign_agreement"": NaN, ""mean_sample_rho"": 1.0}, ""woodelf_interventional"": {""mean_abs_diff"": NaN, ""relative_mae"": NaN, ""sign_agreement"": NaN, ""mean_sample_rho"": NaN}, ""woodelf_gpu_path_dependent"": {""mean_abs_diff"": NaN, ""relative_mae"": NaN, ""sign_agreement"": NaN, ""mean_sample_rho"": NaN}, ""woodelf_gpu_interventional"": {""mean_abs_diff"": NaN, ""relative_mae"": NaN, ""sign_agreement"": NaN, ""mean_sample_rho"": NaN}}"
covertype,lightgbm,100,54,1000,0.1,8,100,8,1,woodelf_interventional,woodelf,true_value,,,1,marginal,10,0.0001,,-2.283520885173969,,,"{""woodelf_path_dependent"": {""mean_abs_diff"": NaN, ""relative_mae"": NaN, ""sign_agreement"": NaN, ""mean_sample_rho"": NaN}, ""woodelf_interventional"": {""mean_abs_diff"": 0.0, ""relative_mae"": 0.0, ""sign_agreement"": NaN, ""mean_sample_rho"": 1.0}, ""woodelf_gpu_path_dependent"": {""mean_abs_diff"": NaN, ""relative_mae"": NaN, ""sign_agreement"": NaN, ""mean_sample_rho"": NaN}, ""woodelf_gpu_interventional"": {""mean_abs_diff"": NaN, ""relative_mae"": NaN, ""sign_agreement"": NaN, ""mean_sample_rho"": NaN}}"
covertype,lightgbm,100,54,1000,0.1,8,100,8,1,woodelf_gpu_path_dependent,woodelf,true_value,,,1,marginal,10,0.0,,-2.283520885173969,,,"{""woodelf_path_dependent"": {""mean_abs_diff"": NaN, ""relative_mae"": NaN, ""sign_agreement"": NaN, ""mean_sample_rho"": NaN}, ""woodelf_interventional"": {""mean_abs_diff"": NaN, ""relative_mae"": NaN, ""sign_agreement"": NaN, ""mean_sample_rho"": NaN}, ""woodelf_gpu_path_dependent"": {""mean_abs_diff"": 0.0, ""relative_mae"": 0.0, ""sign_agreement"": NaN, ""mean_sample_rho"": 1.0}, ""woodelf_gpu_interventional"": {""mean_abs_diff"": NaN, ""relative_mae"": NaN, ""sign_agreement"": NaN, ""mean_sample_rho"": NaN}}"
covertype,lightgbm,100,54,1000,0.1,8,100,8,1,woodelf_gpu_interventional,woodelf,true_value,,,1,marginal,10,0.0,,-2.283520885173969,,,"{""woodelf_path_dependent"": {""mean_abs_diff"": NaN, ""relative_mae"": NaN, ""sign_agreement"": NaN, ""mean_sample_rho"": NaN}, ""woodelf_interventional"": {""mean_abs_diff"": NaN, ""relative_mae"": NaN, ""sign_agreement"": NaN, ""mean_sample_rho"": NaN}, ""woodelf_gpu_path_dependent"": {""mean_abs_diff"": NaN, ""relative_mae"": NaN, ""sign_agreement"": NaN, ""mean_sample_rho"": NaN}, ""woodelf_gpu_interventional"": {""mean_abs_diff"": 0.0, ""relative_mae"": 0.0, ""sign_agreement"": NaN, ""mean_sample_rho"": 1.0}}"
covertype,lightgbm,100,54,1000,0.1,12,100,12,1,woodelf_path_dependent,woodelf,true_value,,,1,marginal,10,0.0001,,-2.545567646171655,,,"{""woodelf_path_dependent"": {""mean_abs_diff"": 0.0, ""relative_mae"": 0.0, ""sign_agreement"": NaN, ""mean_sample_rho"": 1.0}, ""woodelf_interventional"": {""mean_abs_diff"": NaN, ""relative_mae"": NaN, ""sign_agreement"": NaN, ""mean_sample_rho"": NaN}, ""woodelf_gpu_path_dependent"": {""mean_abs_diff"": NaN, ""relative_mae"": NaN, ""sign_agreement"": NaN, ""mean_sample_rho"": NaN}, ""woodelf_gpu_interventional"": {""mean_abs_diff"": NaN, ""relative_mae"": NaN, ""sign_agreement"": NaN, ""mean_sample_rho"": NaN}}"
covertype,lightgbm,100,54,1000,0.1,12,100,12,1,woodelf_interventional,woodelf,true_value,,,1,marginal,10,0.0001,,-2.545567646171655,,,"{""woodelf_path_dependent"": {""mean_abs_diff"": NaN, ""relative_mae"": NaN, ""sign_agreement"": NaN, ""mean_sample_rho"": NaN}, ""woodelf_interventional"": {""mean_abs_diff"": 0.0, ""relative_mae"": 0.0, ""sign_agreement"": NaN, ""mean_sample_rho"": 1.0}, ""woodelf_gpu_path_dependent"": {""mean_abs_diff"": NaN, ""relative_mae"": NaN, ""sign_agreement"": NaN, ""mean_sample_rho"": NaN}, ""woodelf_gpu_interventional"": {""mean_abs_diff"": NaN, ""relative_mae"": NaN, ""sign_agreement"": NaN, ""mean_sample_rho"": NaN}}"
covertype,lightgbm,100,54,1000,0.1,12,100,12,1,woodelf_gpu_path_dependent,woodelf,true_value,,,1,marginal,10,0.0,,-2.545567646171655,,,"{""woodelf_path_dependent"": {""mean_abs_diff"": NaN, ""relative_mae"": NaN, ""sign_agreement"": NaN, ""mean_sample_rho"": NaN}, ""woodelf_interventional"": {""mean_abs_diff"": NaN, ""relative_mae"": NaN, ""sign_agreement"": NaN, ""mean_sample_rho"": NaN}, ""woodelf_gpu_path_dependent"": {""mean_abs_diff"": 0.0, ""relative_mae"": 0.0, ""sign_agreement"": NaN, ""mean_sample_rho"": 1.0}, ""woodelf_gpu_interventional"": {""mean_abs_diff"": NaN, ""relative_mae"": NaN, ""sign_agreement"": NaN, ""mean_sample_rho"": NaN}}"
covertype,lightgbm,100,54,1000,0.1,12,100,12,1,woodelf_gpu_interventional,woodelf,true_value,,,1,marginal,10,0.0,,-2.545567646171655,,,"{""woodelf_path_dependent"": {""mean_abs_diff"": NaN, ""relative_mae"": NaN, ""sign_agreement"": NaN, ""mean_sample_rho"": NaN}, ""woodelf_interventional"": {""mean_abs_diff"": NaN, ""relative_mae"": NaN, ""sign_agreement"": NaN, ""mean_sample_rho"": NaN}, ""woodelf_gpu_path_dependent"": {""mean_abs_diff"": NaN, ""relative_mae"": NaN, ""sign_agreement"": NaN, ""mean_sample_rho"": NaN}, ""woodelf_gpu_interventional"": {""mean_abs_diff"": 0.0, ""relative_mae"": 0.0, ""sign_agreement"": NaN, ""mean_sample_rho"": 1.0}}"
covertype,lightgbm,100,54,1000,0.1,15,100,15,1,woodelf_path_dependent,woodelf,true_value,,,1,marginal,10,0.0001,,-2.6473255835600407,,,"{""woodelf_path_dependent"": {""mean_abs_diff"": 0.0, ""relative_mae"": 0.0, ""sign_agreement"": NaN, ""mean_sample_rho"": 1.0}, ""woodelf_interventional"": {""mean_abs_diff"": NaN, ""relative_mae"": NaN, ""sign_agreement"": NaN, ""mean_sample_rho"": NaN}, ""woodelf_gpu_path_dependent"": {""mean_abs_diff"": NaN, ""relative_mae"": NaN, ""sign_agreement"": NaN, ""mean_sample_rho"": NaN}, ""woodelf_gpu_interventional"": {""mean_abs_diff"": NaN, ""relative_mae"": NaN, ""sign_agreement"": NaN, ""mean_sample_rho"": NaN}}"
covertype,lightgbm,100,54,1000,0.1,15,100,15,1,woodelf_interventional,woodelf,true_value,,,1,marginal,10,0.0001,,-2.6473255835600407,,,"{""woodelf_path_dependent"": {""mean_abs_diff"": NaN, ""relative_mae"": NaN, ""sign_agreement"": NaN, ""mean_sample_rho"": NaN}, ""woodelf_interventional"": {""mean_abs_diff"": 0.0, ""relative_mae"": 0.0, ""sign_agreement"": NaN, ""mean_sample_rho"": 1.0}, ""woodelf_gpu_path_dependent"": {""mean_abs_diff"": NaN, ""relative_mae"": NaN, ""sign_agreement"": NaN, ""mean_sample_rho"": NaN}, ""woodelf_gpu_interventional"": {""mean_abs_diff"": NaN, ""relative_mae"": NaN, ""sign_agreement"": NaN, ""mean_sample_rho"": NaN}}"
covertype,lightgbm,100,54,1000,0.1,15,100,15,1,woodelf_gpu_path_dependent,woodelf,true_value,,,1,marginal,10,0.0,,-2.6473255835600407,,,"{""woodelf_path_dependent"": {""mean_abs_diff"": NaN, ""relative_mae"": NaN, ""sign_agreement"": NaN, ""mean_sample_rho"": NaN}, ""woodelf_interventional"": {""mean_abs_diff"": NaN, ""relative_mae"": NaN, ""sign_agreement"": NaN, ""mean_sample_rho"": NaN}, ""woodelf_gpu_path_dependent"": {""mean_abs_diff"": 0.0, ""relative_mae"": 0.0, ""sign_agreement"": NaN, ""mean_sample_rho"": 1.0}, ""woodelf_gpu_interventional"": {""mean_abs_diff"": NaN, ""relative_mae"": NaN, ""sign_agreement"": NaN, ""mean_sample_rho"": NaN}}"
covertype,lightgbm,100,54,1000,0.1,15,100,15,1,woodelf_gpu_interventional,woodelf,true_value,,,1,marginal,10,0.0,,-2.6473255835600407,,,"{""woodelf_path_dependent"": {""mean_abs_diff"": NaN, ""relative_mae"": NaN, ""sign_agreement"": NaN, ""mean_sample_rho"": NaN}, ""woodelf_interventional"": {""mean_abs_diff"": NaN, ""relative_mae"": NaN, ""sign_agreement"": NaN, ""mean_sample_rho"": NaN}, ""woodelf_gpu_path_dependent"": {""mean_abs_diff"": NaN, ""relative_mae"": NaN, ""sign_agreement"": NaN, ""mean_sample_rho"": NaN}, ""woodelf_gpu_interventional"": {""mean_abs_diff"": 0.0, ""relative_mae"": 0.0, ""sign_agreement"": NaN, ""mean_sample_rho"": 1.0}}"
covertype,lightgbm,100,54,1000,0.1,20,100,20,1,woodelf_path_dependent,woodelf,true_value,,,1,marginal,10,0.0001,,-2.757711699432106,,,"{""woodelf_path_dependent"": {""mean_abs_diff"": 0.0, ""relative_mae"": 0.0, ""sign_agreement"": NaN, ""mean_sample_rho"": 1.0}, ""woodelf_interventional"": {""mean_abs_diff"": NaN, ""relative_mae"": NaN, ""sign_agreement"": NaN, ""mean_sample_rho"": NaN}, ""woodelf_gpu_path_dependent"": {""mean_abs_diff"": NaN, ""relative_mae"": NaN, ""sign_agreement"": NaN, ""mean_sample_rho"": NaN}, ""woodelf_gpu_interventional"": {""mean_abs_diff"": NaN, ""relative_mae"": NaN, ""sign_agreement"": NaN, ""mean_sample_rho"": NaN}}"
covertype,lightgbm,100,54,1000,0.1,20,100,20,1,woodelf_interventional,woodelf,true_value,,,1,marginal,10,0.0001,,-2.757711699432106,,,"{""woodelf_path_dependent"": {""mean_abs_diff"": NaN, ""relative_mae"": NaN, ""sign_agreement"": NaN, ""mean_sample_rho"": NaN}, ""woodelf_interventional"": {""mean_abs_diff"": 0.0, ""relative_mae"": 0.0, ""sign_agreement"": NaN, ""mean_sample_rho"": 1.0}, ""woodelf_gpu_path_dependent"": {""mean_abs_diff"": NaN, ""relative_mae"": NaN, ""sign_agreement"": NaN, ""mean_sample_rho"": NaN}, ""woodelf_gpu_interventional"": {""mean_abs_diff"": NaN, ""relative_mae"": NaN, ""sign_agreement"": NaN, ""mean_sample_rho"": NaN}}"
covertype,lightgbm,100,54,1000,0.1,20,100,20,1,woodelf_gpu_path_dependent,woodelf,true_value,,,1,marginal,10,0.0,,-2.757711699432106,,,"{""woodelf_path_dependent"": {""mean_abs_diff"": NaN, ""relative_mae"": NaN, ""sign_agreement"": NaN, ""mean_sample_rho"": NaN}, ""woodelf_interventional"": {""mean_abs_diff"": NaN, ""relative_mae"": NaN, ""sign_agreement"": NaN, ""mean_sample_rho"": NaN}, ""woodelf_gpu_path_dependent"": {""mean_abs_diff"": 0.0, ""relative_mae"": 0.0, ""sign_agreement"": NaN, ""mean_sample_rho"": 1.0}, ""woodelf_gpu_interventional"": {""mean_abs_diff"": NaN, ""relative_mae"": NaN, ""sign_agreement"": NaN, ""mean_sample_rho"": NaN}}"
