dataset,model,n_features,seed,library,approximator,budget,method,runtime_s,n_model_evals,relative_mae,mean_abs_diff,sign_agreement,mean_sample_rho,relative_additivity_gap
covertype,decision_tree,12,2,shapiq,permutation,128.0,shapiq / permutation,2.1521,123101.0,0.46212323042365483,0.023403240740740766,0.8623853211009175,0.8445606541888567,
covertype,decision_tree,12,2,shapiq,permutation,512.0,shapiq / permutation,5.2036,508101.0,0.2006980005852758,0.010274813089487217,0.9454545454545454,0.9636363636363638,
covertype,decision_tree,12,2,shapiq,permutation,2048.0,shapiq / permutation,17.516,2048101.0,0.10261330739715457,0.005159024577572832,0.963963963963964,0.9783216783216785,
covertype,decision_tree,12,2,lightshap,kernel,128.0,lightshap / kernel,1.9769,2745710.0,0.04637419173145756,0.0023748764524951977,0.9646017699115044,0.9874125874125875,
covertype,decision_tree,12,2,lightshap,kernel,512.0,lightshap / kernel,7.0176,9829710.0,0.026808529634640407,0.0013694051639957727,0.9823008849557522,0.9944055944055943,
covertype,decision_tree,12,2,lightshap,kernel,2048.0,lightshap / kernel,13.6892,19318310.0,0.021640199173969726,0.001105362217147244,0.9823008849557522,0.9965034965034965,
covertype,decision_tree,12,2,lightshap,permutation,128.0,lightshap / permutation,1.8004,2259710.0,0.048955732151156686,0.0024920056216928567,0.9732142857142857,0.990909090909091,
covertype,decision_tree,12,2,lightshap,permutation,512.0,lightshap / permutation,6.5137,8059310.0,0.029202316083778723,0.0014880365276231195,0.9911504424778761,0.9958041958041959,
covertype,decision_tree,12,2,lightshap,permutation,2048.0,lightshap / permutation,12.9087,15790310.0,0.021864257896057206,0.0011148014746548568,0.9911504424778761,0.9965034965034965,
covertype,decision_tree,12,2,dalex,permutation,128.0,dalex / permutation,0.993,144111.0,0.36768056174502667,0.018751310726310453,0.9459459459459459,0.9104895104895107,
covertype,decision_tree,12,2,dalex,permutation,512.0,dalex / permutation,3.7664,560111.0,0.1925634785076153,0.009769504429678557,0.9823008849557522,0.9664335664335665,
covertype,decision_tree,12,2,dalex,permutation,2048.0,dalex / permutation,14.5777,2224111.0,0.08642355663820678,0.004398931356167889,0.9823008849557522,0.9867132867132866,
covertype,linear_regularized,12,2,shap,kernel,128.0,shap / kernel,0.0506,128110.0,0.00038867070640908534,0.00029337300330968264,1.0,0.9982502173821434,3.636069393421704e-15
covertype,linear_regularized,12,2,shap,kernel,512.0,shap / kernel,0.1352,512110.0,0.00031650633491329716,0.00023890296164459616,1.0,0.9982502173821434,3.3088231480137506e-15
covertype,linear_regularized,12,2,shap,kernel,2048.0,shap / kernel,0.5263,2048110.0,0.00030503961826968263,0.00023024815974892043,1.0,0.9982502173821434,3.4542659237506186e-15
covertype,linear_regularized,12,2,shap,permutation,128.0,shap / permutation,0.0579,125580.0,4.1502709460222045e-15,3.1330361843657594e-15,1.0,1.0,6.472203520290633e-15
covertype,linear_regularized,12,2,shap,permutation,512.0,shap / permutation,0.169,467681.0,3.617130102669837e-15,2.7305685924156053e-15,1.0,1.0,6.690367683895934e-15
covertype,linear_regularized,12,2,shap,permutation,2048.0,shap / permutation,0.6477,1858915.0,4.482732201118523e-15,3.3840109172599462e-15,1.0,1.0,7.381220868646061e-15
covertype,linear_regularized,12,2,shapiq,kernel,128.0,shapiq / kernel,0.5369,128101.0,1.1284093987715094e-07,8.518353682603515e-08,1.0,1.0,4.945054375053517e-15
covertype,linear_regularized,12,2,shapiq,kernel,512.0,shapiq / kernel,0.6713,512101.0,1.898371586205833e-07,1.4330790746932294e-07,1.0,1.0,7.344860174711842e-15
covertype,linear_regularized,12,2,shapiq,kernel,2048.0,shapiq / kernel,1.3382,2048101.0,1.5879880354402583e-07,1.1987708644355503e-07,1.0,1.0,6.726728377830152e-15
covertype,linear_regularized,12,2,shapiq,permutation,128.0,shapiq / permutation,2.4018,123101.0,4.287513843717846e-15,3.236640736964854e-15,1.0,1.0,3.599708699487487e-15
covertype,linear_regularized,12,2,shapiq,permutation,512.0,shapiq / permutation,5.792,508101.0,4.070424232174932e-15,3.072759964586429e-15,1.0,1.0,3.599708699487487e-15
covertype,linear_regularized,12,2,shapiq,permutation,2048.0,shapiq / permutation,19.4639,2048101.0,5.169761745089273e-15,3.902648964988302e-15,1.0,1.0,8.435680992738352e-15
covertype,linear_regularized,12,2,lightshap,kernel,128.0,lightshap / kernel,0.0358,44110.0,7.445512774830936e-15,5.6206115788802926e-15,1.0,1.0,1.0908208180265111e-16
covertype,linear_regularized,12,2,lightshap,kernel,512.0,lightshap / kernel,0.035,44110.0,7.445512774830936e-15,5.6206115788802926e-15,1.0,1.0,1.0908208180265111e-16
covertype,linear_regularized,12,2,lightshap,kernel,2048.0,lightshap / kernel,0.0351,44110.0,7.445512774830936e-15,5.6206115788802926e-15,1.0,1.0,1.0908208180265111e-16
covertype,linear_regularized,12,2,lightshap,permutation,128.0,lightshap / permutation,0.0489,60110.0,3.918011248769931e-15,2.9577035265404565e-15,1.0,1.0,3.636069393421704e-17
covertype,linear_regularized,12,2,lightshap,permutation,512.0,lightshap / permutation,0.0485,60110.0,3.918011248769931e-15,2.9577035265404565e-15,1.0,1.0,3.636069393421704e-17
covertype,linear_regularized,12,2,lightshap,permutation,2048.0,lightshap / permutation,0.0484,60110.0,3.918011248769931e-15,2.9577035265404565e-15,1.0,1.0,3.636069393421704e-17
covertype,linear_regularized,12,2,dalex,permutation,128.0,dalex / permutation,1.0599,144111.0,3.8937091903613686e-15,2.9393579222801915e-15,1.0,1.0,1.7453133088424178e-15
covertype,linear_regularized,12,2,dalex,permutation,512.0,dalex / permutation,4.011,560111.0,3.870209022084976e-15,2.9216176642328974e-15,1.0,1.0,1.1635422058949453e-15
covertype,linear_regularized,12,2,dalex,permutation,2048.0,dalex / permutation,15.936,2224111.0,3.896235742703179e-15,2.941265214601955e-15,1.0,1.0,1.0908208180265113e-15
covertype,gradient_boosting,12,2,shap,kernel,128.0,shap / kernel,0.5451,128110.0,0.22200587688823495,0.06314561187087227,0.94,0.9583202086868579,3.667581103849344e-15
covertype,gradient_boosting,12,2,shap,kernel,512.0,shap / kernel,1.608,512110.0,0.10361033921748686,0.02897682060323771,0.99,0.9782852130345006,3.667581103849344e-15
covertype,gradient_boosting,12,2,shap,kernel,2048.0,shap / kernel,6.0882,2048110.0,0.0509804249922154,0.014269019768139492,1.0,0.9943973218062826,3.667581103849344e-15
covertype,gradient_boosting,12,2,shap,permutation,128.0,shap / permutation,0.8043,125580.0,0.06021882091089442,0.01697078906813433,0.9916666666666667,0.9902097902097904,1.4853703470589842e-14
covertype,gradient_boosting,12,2,shap,permutation,512.0,shap / permutation,2.8912,467681.0,0.03593581608295572,0.010136169765063735,0.9916666666666667,0.9923076923076923,1.4853703470589842e-14
covertype,gradient_boosting,12,2,shap,permutation,2048.0,shap / permutation,11.4218,1858915.0,0.01949170018131332,0.005495834583796478,0.975,0.9972027972027974,1.5037082525782312e-14
covertype,gradient_boosting,12,2,shapiq,kernel,128.0,shapiq / kernel,7.1843,128101.0,0.5313062458218147,0.17170604496694877,0.8083333333333333,0.8223776223776225,5.5477091590934356e-08
covertype,gradient_boosting,12,2,shapiq,kernel,512.0,shapiq / kernel,8.3759,512101.0,0.26900659707754576,0.08003614677333044,0.9166666666666666,0.9580419580419581,5.7400293735831665e-08
covertype,gradient_boosting,12,2,shapiq,kernel,2048.0,shapiq / kernel,13.3864,2048101.0,0.09406329077194713,0.026607663775471333,0.975,0.9846153846153847,5.8226372001742374e-08
covertype,gradient_boosting,12,2,shapiq,permutation,128.0,shapiq / permutation,34.4893,123101.0,0.2906965932953929,0.08178082390401215,0.875,0.9062937062937065,1.4670324415397376e-15
covertype,gradient_boosting,12,2,shapiq,permutation,512.0,shapiq / permutation,82.1807,508101.0,0.15229237447182745,0.04297659862978853,0.975,0.9860139860139862,1.833790551924672e-15
covertype,gradient_boosting,12,2,shapiq,permutation,2048.0,shapiq / permutation,273.1607,2048101.0,0.07331715959259334,0.020824919499451356,0.9833333333333333,0.9881118881118882,2.9340648830794752e-15
covertype,gradient_boosting,12,2,lightshap,kernel,128.0,lightshap / kernel,8.7696,1315710.0,0.026764116639279523,0.007545766266510645,0.975,0.997902097902098,3.667581103849344e-16
covertype,gradient_boosting,12,2,lightshap,kernel,512.0,lightshap / kernel,10.5836,1586310.0,0.026820940469243996,0.007552853764462536,0.975,0.9986013986013986,1.833790551924672e-16
covertype,gradient_boosting,12,2,lightshap,kernel,2048.0,lightshap / kernel,10.6039,1586310.0,0.026820940469243996,0.007552853764462536,0.975,0.9986013986013986,1.833790551924672e-16
covertype,gradient_boosting,12,2,lightshap,permutation,128.0,lightshap / permutation,8.2191,1105910.0,0.022253350494041178,0.006271547292367522,0.9833333333333333,0.997902097902098,0.0
covertype,gradient_boosting,12,2,lightshap,permutation,512.0,lightshap / permutation,9.8406,1329110.0,0.021770238482981978,0.006132448326179436,0.9833333333333333,0.9986013986013986,0.0
covertype,gradient_boosting,12,2,lightshap,permutation,2048.0,lightshap / permutation,9.8838,1329110.0,0.021770238482981978,0.006132448326179436,0.9833333333333333,0.9986013986013986,0.0
covertype,gradient_boosting,12,2,dalex,permutation,128.0,dalex / permutation,10.6785,144111.0,0.16240101192074374,0.04617792443801339,0.9583333333333334,0.96993006993007,1.833790551924672e-15
covertype,gradient_boosting,12,2,dalex,permutation,512.0,dalex / permutation,40.5085,560111.0,0.10066852936259496,0.02848968261711293,0.975,0.9860139860139862,1.6504114967322049e-15
covertype,gradient_boosting,12,2,dalex,permutation,2048.0,dalex / permutation,160.5305,2224111.0,0.06659316857969945,0.018796489867547405,0.9666666666666667,0.990909090909091,1.6504114967322049e-15
gisette,random_forest,12,3,shap,kernel,128.0,shap / kernel,0.3879,128110.0,0.32233006455917335,0.008301630796489615,0.96,0.9236441485041096,9.493773963995903e-17
gisette,random_forest,12,3,shap,kernel,512.0,shap / kernel,1.0127,512110.0,0.14970961286318943,0.0036925519354917232,0.99,0.9723307380536248,1.4768092832882516e-16
gisette,random_forest,12,3,shap,kernel,2048.0,shap / kernel,3.5249,2048110.0,0.0668905651373801,0.0016553979922668022,1.0,0.9943973218062825,2.32070030231011e-16
gisette,random_forest,12,3,shap,permutation,128.0,shap / permutation,0.6182,104196.0,0.14944836900189165,0.0038108977312810793,0.9583333333333334,0.9678321678321679,1.624490211617077e-15
gisette,random_forest,12,3,shap,permutation,512.0,shap / permutation,2.2004,384668.0,0.10186086305482035,0.0025360211519961447,0.9916666666666667,0.9867132867132868,1.6455874870926232e-15
gisette,random_forest,12,3,shap,permutation,2048.0,shap / permutation,8.6396,1525131.0,0.04979324791555035,0.0012454049737899062,1.0,0.9937062937062937,1.687782038043716e-15
gisette,random_forest,12,3,shapiq,kernel,128.0,shapiq / kernel,6.7772,128101.0,0.5473777362109216,0.01582036081379258,0.825,0.806993006993007,3.585486776193064e-08
gisette,random_forest,12,3,shapiq,kernel,512.0,shapiq / kernel,7.7169,512101.0,0.2879578879071537,0.007276803476940344,0.8916666666666667,0.9447552447552449,3.881097995262789e-08
gisette,random_forest,12,3,shapiq,kernel,2048.0,shapiq / kernel,11.3985,2048101.0,0.07802353062730055,0.001968060755521446,0.9833333333333333,0.9951048951048952,3.9133142163559464e-08
gisette,random_forest,12,3,shapiq,permutation,128.0,shapiq / permutation,31.7265,123101.0,0.3431832184907469,0.008688324618205854,0.8833333333333333,0.9174825174825175,2.426186679687841e-16
gisette,random_forest,12,3,shapiq,permutation,512.0,shapiq / permutation,76.8193,508101.0,0.15448586222591726,0.003844250390769318,0.975,0.9671328671328672,3.3755640760874326e-16
gisette,random_forest,12,3,shapiq,permutation,2048.0,shapiq / permutation,256.9552,2048101.0,0.07836301359443616,0.0019718452651838535,0.9916666666666667,0.9902097902097904,8.227937435463116e-16
gisette,random_forest,12,3,lightshap,kernel,128.0,lightshap / kernel,13.1702,2596110.0,0.045709299141598714,0.0011456257383052595,0.9833333333333333,0.9923076923076923,3.2700776987097003e-16
gisette,random_forest,12,3,lightshap,kernel,512.0,lightshap / kernel,34.714,6842110.0,0.024705618694829994,0.0006206676143321028,1.0,0.997902097902098,3.1645913213319677e-16
gisette,random_forest,12,3,lightshap,kernel,2048.0,lightshap / kernel,50.5273,9772510.0,0.023343223800584876,0.000586010838555771,1.0,0.997902097902098,3.3755640760874326e-16
gisette,random_forest,12,3,lightshap,permutation,128.0,lightshap / permutation,12.5539,2144510.0,0.025535615570914293,0.0006423683997849667,1.0,0.9972027972027974,3.3755640760874326e-16
gisette,random_forest,12,3,lightshap,permutation,512.0,lightshap / permutation,32.8765,5625710.0,0.019065644694063955,0.0004794566981740249,1.0,0.9986013986013986,3.9029959629760936e-16
gisette,random_forest,12,3,lightshap,permutation,2048.0,lightshap / permutation,47.2266,7981910.0,0.018194014218523277,0.0004572649703440159,1.0,0.9986013986013986,7.911478303329919e-16
gisette,random_forest,12,3,dalex,permutation,128.0,dalex / permutation,10.0348,144111.0,0.3891981083616619,0.01030170307138849,0.9583333333333334,0.9160839160839161,2.109727547554645e-16
gisette,random_forest,12,3,dalex,permutation,512.0,dalex / permutation,38.6833,560111.0,0.19914263463564047,0.005093629790802078,0.95,0.9524475524475526,1.5822956606659838e-16
gisette,random_forest,12,3,dalex,permutation,2048.0,dalex / permutation,154.0684,2224111.0,0.06843583385172544,0.0017231264288140424,1.0,0.9902097902097904,1.5822956606659838e-16
gisette,decision_tree,12,3,shap,kernel,128.0,shap / kernel,0.0491,128110.0,0.3906593006935346,0.016376535267263122,0.89,0.8518401854994291,
gisette,decision_tree,12,3,shap,kernel,512.0,shap / kernel,0.105,512110.0,0.16317664231303255,0.0063670573016874135,0.97,0.9509646807693052,
gisette,decision_tree,12,3,shap,kernel,2048.0,shap / kernel,0.4118,2048110.0,0.059880537581967756,0.002353004281539505,1.0,0.9877423203570682,
gisette,decision_tree,12,3,shap,permutation,128.0,shap / permutation,0.0456,104196.0,0.3400759582962317,0.013885945767195797,0.9043478260869565,0.8762237762237763,
gisette,decision_tree,12,3,shap,permutation,512.0,shap / permutation,0.1568,384668.0,0.1931930443063061,0.007795866402116432,0.9495798319327731,0.9419580419580422,
gisette,decision_tree,12,3,shap,permutation,2048.0,shap / permutation,0.6122,1525131.0,0.09420948707520733,0.0037658693415638256,0.975,0.9776141039497122,
gisette,decision_tree,12,3,shapiq,kernel,128.0,shapiq / kernel,0.4938,128101.0,0.6179872579417075,0.02807588780889211,0.7833333333333333,0.7286713286713288,
gisette,decision_tree,12,3,shapiq,kernel,512.0,shapiq / kernel,0.6298,512101.0,0.3110160535061274,0.012575384790974399,0.8916666666666667,0.9090909090909092,
gisette,decision_tree,12,3,shapiq,kernel,2048.0,shapiq / kernel,1.3132,2048101.0,0.08837197506337255,0.0035009676389082937,0.9166666666666666,0.9790209790209792,
gisette,decision_tree,12,3,shapiq,permutation,128.0,shapiq / permutation,2.1666,123101.0,0.4430737953978807,0.01892314514189512,0.8135593220338984,0.8650349650349651,
gisette,decision_tree,12,3,shapiq,permutation,512.0,shapiq / permutation,5.2121,508101.0,0.2144364697009086,0.008557532493673843,0.9333333333333333,0.9405594405594406,
gisette,decision_tree,12,3,shapiq,permutation,2048.0,shapiq / permutation,17.6554,2048101.0,0.1306926541700918,0.005199675712578911,0.9666666666666667,0.9755244755244756,
gisette,decision_tree,12,3,lightshap,kernel,128.0,lightshap / kernel,1.8731,2816110.0,0.08591475212696774,0.0033812678278624417,0.9416666666666667,0.9804195804195803,
gisette,decision_tree,12,3,lightshap,kernel,512.0,lightshap / kernel,7.0606,10749310.0,0.0381319944139083,0.0015106339932877012,0.9666666666666667,0.9972027972027974,
gisette,decision_tree,12,3,lightshap,kernel,2048.0,lightshap / kernel,16.1218,24112110.0,0.02588419897567933,0.0010227357726248435,0.975,0.9965034965034967,
gisette,decision_tree,12,3,lightshap,permutation,128.0,lightshap / permutation,1.7,2328110.0,0.04274008930859482,0.0016732018849206325,1.0,0.9930069930069931,
gisette,decision_tree,12,3,lightshap,permutation,512.0,lightshap / permutation,6.4028,8822510.0,0.033685746104626144,0.0013304383407359078,1.0,0.9965034965034967,
gisette,decision_tree,12,3,lightshap,permutation,2048.0,lightshap / permutation,14.553,19861910.0,0.026130516267457948,0.0010319848550103805,1.0,0.9986013986013986,
gisette,decision_tree,12,3,dalex,permutation,128.0,dalex / permutation,0.964,144111.0,0.5802775576736494,0.025457744107744124,0.7983193277310925,0.7997956032813109,
gisette,decision_tree,12,3,dalex,permutation,512.0,dalex / permutation,3.7124,560111.0,0.3127848007631187,0.012696885382059807,0.8833333333333333,0.8858353304450874,
gisette,decision_tree,12,3,dalex,permutation,2048.0,dalex / permutation,14.5846,2224111.0,0.09831443028033157,0.0038855663464215733,0.9416666666666667,0.9664335664335665,
gisette,linear_regularized,12,3,shap,kernel,128.0,shap / kernel,0.0488,128110.0,0.10210514131313782,0.04314030613494962,1.0,0.9824883718445306,2.0356050126096927e-16
gisette,linear_regularized,12,3,shap,kernel,512.0,shap / kernel,0.1191,512110.0,0.10187958186780158,0.042822210033356435,1.0,0.9901941629962525,2.3409457645011467e-16
gisette,linear_regularized,12,3,shap,kernel,2048.0,shap / kernel,0.4728,2048110.0,0.09977694664100785,0.04204411531391256,1.0,0.9940470585721133,1.424923508826785e-16
gisette,linear_regularized,12,3,shap,permutation,128.0,shap / permutation,0.0557,104196.0,2.868068405348784e-15,1.2577540282425006e-15,1.0,1.0,2.5445062657621164e-15
gisette,linear_regularized,12,3,shap,permutation,512.0,shap / permutation,0.1623,384668.0,2.469135420175077e-15,1.0828071656902397e-15,1.0,1.0,2.534328240699068e-15
gisette,linear_regularized,12,3,shap,permutation,2048.0,shap / permutation,0.6194,1525131.0,2.7125267353320818e-15,1.189543255564196e-15,1.0,1.0,2.0050709374205478e-15
gisette,linear_regularized,12,3,shapiq,kernel,128.0,shapiq / kernel,0.5278,128101.0,1.1655325988791408e-07,5.111291360314987e-08,1.0,1.0,2.493616140446874e-15
gisette,linear_regularized,12,3,shapiq,kernel,512.0,shapiq / kernel,0.66,512101.0,1.9940614130346595e-07,8.744696325747552e-08,1.0,1.0,1.9948929123574992e-15
gisette,linear_regularized,12,3,shapiq,kernel,2048.0,shapiq / kernel,1.3399,2048101.0,3.6553401858750463e-07,1.603001807905221e-07,1.0,1.0,1.6081279599616577e-15
gisette,linear_regularized,12,3,shapiq,permutation,128.0,shapiq / permutation,2.3979,123101.0,2.6982532282605063e-15,1.183283795021713e-15,1.0,1.0,2.84984701765357e-16
gisette,linear_regularized,12,3,shapiq,permutation,512.0,shapiq / permutation,5.6662,508101.0,2.729074773553632e-15,1.1968001821053656e-15,1.0,1.0,3.664089022697448e-16
gisette,linear_regularized,12,3,shapiq,permutation,2048.0,shapiq / permutation,19.2887,2048101.0,2.880265166587777e-15,1.263102758960096e-15,1.0,1.0,1.3231432581963003e-15
gisette,linear_regularized,12,3,lightshap,kernel,128.0,lightshap / kernel,0.0325,44110.0,4.380334942105439e-15,1.920938813108434e-15,1.0,1.0,1.0178025063048466e-16
gisette,linear_regularized,12,3,lightshap,kernel,512.0,lightshap / kernel,0.0315,44110.0,4.380334942105439e-15,1.920938813108434e-15,1.0,1.0,1.0178025063048466e-16
gisette,linear_regularized,12,3,lightshap,kernel,2048.0,lightshap / kernel,0.0313,44110.0,4.380334942105439e-15,1.920938813108434e-15,1.0,1.0,1.0178025063048466e-16
gisette,linear_regularized,12,3,lightshap,permutation,128.0,lightshap / permutation,0.0428,60110.0,2.6753430956629418e-15,1.1732368548900141e-15,1.0,1.0,9.16022255674362e-17
gisette,linear_regularized,12,3,lightshap,permutation,512.0,lightshap / permutation,0.0428,60110.0,2.6753430956629418e-15,1.1732368548900141e-15,1.0,1.0,9.16022255674362e-17
gisette,linear_regularized,12,3,lightshap,permutation,2048.0,lightshap / permutation,0.0428,60110.0,2.6753430956629418e-15,1.1732368548900141e-15,1.0,1.0,9.16022255674362e-17
gisette,linear_regularized,12,3,dalex,permutation,128.0,dalex / permutation,1.0377,144111.0,2.619814867805967e-15,1.1488856740959897e-15,1.0,1.0,3.3587482708059933e-16
gisette,linear_regularized,12,3,dalex,permutation,512.0,dalex / permutation,3.9242,560111.0,2.581658783659663e-15,1.1321528205672967e-15,1.0,1.0,4.0712100252193853e-16
gisette,linear_regularized,12,3,dalex,permutation,2048.0,dalex / permutation,15.672,2224111.0,2.5677808472228652e-15,1.1260668323724114e-15,1.0,1.0,4.58011127837181e-16
gisette,gradient_boosting,12,3,shap,kernel,128.0,shap / kernel,0.1245,128110.0,0.14366102308163914,0.07644866645264793,0.99,0.9719804748194557,4.380200386418228e-18
gisette,gradient_boosting,12,3,shap,kernel,512.0,shap / kernel,0.3153,512110.0,0.07600737607534386,0.040320842568683866,1.0,0.9880925835912375,1.795882158431473e-16
gisette,gradient_boosting,12,3,shap,kernel,2048.0,shap / kernel,1.1534,2048110.0,0.04250894841667969,0.022582188354953556,1.0,0.9982502173821434,1.0950500966045567e-16
gisette,gradient_boosting,12,3,shap,permutation,128.0,shap / permutation,0.1511,104196.0,0.07493340882023247,0.04075716032144185,0.9916666666666667,0.9881118881118882,3.5348217118395106e-15
gisette,gradient_boosting,12,3,shap,permutation,512.0,shap / permutation,0.532,384668.0,0.04460825935273405,0.024049334837122485,0.975,0.9951048951048952,3.604904918022202e-15
gisette,gradient_boosting,12,3,shap,permutation,2048.0,shap / permutation,2.1077,1525131.0,0.018674501978128564,0.010052125572568451,0.9833333333333333,0.9965034965034967,3.745071330387585e-15
gisette,gradient_boosting,12,3,shapiq,kernel,128.0,shapiq / kernel,1.6284,128101.0,0.26518837944224216,0.1507825248521388,0.9416666666666667,0.944755244755245,8.043427878455006e-09
gisette,gradient_boosting,12,3,shapiq,kernel,512.0,shapiq / kernel,1.8349,512101.0,0.13834422790262002,0.07488804517451236,0.925,0.9713286713286713,8.541705843230342e-09
gisette,gradient_boosting,12,3,shapiq,kernel,2048.0,shapiq / kernel,3.128,2048101.0,0.035786862805809457,0.01933531678097625,0.9916666666666667,0.9902097902097904,8.659762090334781e-09
gisette,gradient_boosting,12,3,shapiq,permutation,128.0,shapiq / permutation,7.291,123101.0,0.18886871820368853,0.10226491322043325,0.95,0.9748251748251751,2.7595262434434836e-16
gisette,gradient_boosting,12,3,shapiq,permutation,512.0,shapiq / permutation,17.3896,508101.0,0.08906867548067128,0.04803907221732615,0.9833333333333333,0.9874125874125875,2.8471302511718484e-16
gisette,gradient_boosting,12,3,shapiq,permutation,2048.0,shapiq / permutation,58.207,2048101.0,0.041289656602209686,0.02224185208265954,1.0,0.9958041958041959,3.4603583052704e-16
gisette,gradient_boosting,12,3,lightshap,kernel,128.0,lightshap / kernel,2.8304,1777710.0,0.018034035926025434,0.009709203293446867,0.9916666666666667,0.9937062937062937,6.57030057962734e-17
gisette,gradient_boosting,12,3,lightshap,kernel,512.0,lightshap / kernel,2.8427,1797510.0,0.018476814326439626,0.00994552746302739,0.9916666666666667,0.9937062937062937,7.446340656910986e-17
gisette,gradient_boosting,12,3,lightshap,kernel,2048.0,lightshap / kernel,2.8451,1797510.0,0.018476814326439626,0.00994552746302739,0.9916666666666667,0.9937062937062937,7.446340656910986e-17
gisette,gradient_boosting,12,3,lightshap,permutation,128.0,lightshap / permutation,2.5995,1471310.0,0.016915367094204787,0.009119806068542608,1.0,0.9965034965034965,1.0950500966045567e-16
gisette,gradient_boosting,12,3,lightshap,permutation,512.0,lightshap / permutation,2.6241,1485710.0,0.016818592882697988,0.009068455251203618,1.0,0.9965034965034965,1.795882158431473e-16
gisette,gradient_boosting,12,3,lightshap,permutation,2048.0,lightshap / permutation,2.6199,1485710.0,0.016818592882697988,0.009068455251203618,1.0,0.9965034965034965,1.795882158431473e-16
gisette,gradient_boosting,12,3,dalex,permutation,128.0,dalex / permutation,2.5017,144111.0,0.2203408628960748,0.12210488151640682,0.9416666666666667,0.9643356643356645,1.795882158431473e-16
gisette,gradient_boosting,12,3,dalex,permutation,512.0,dalex / permutation,9.6007,560111.0,0.1345129766963745,0.0730043012459074,0.95,0.9755244755244759,2.8471302511718484e-16
gisette,gradient_boosting,12,3,dalex,permutation,2048.0,dalex / permutation,38.4233,2224111.0,0.03763225197256227,0.0201952250402246,0.9833333333333333,0.995104895104895,2.8471302511718484e-16
ames_housing,random_forest,12,3,shap,kernel,128.0,shap / kernel,0.5748,128110.0,0.06368572253538593,348.25350995541174,0.94,0.9422080999150759,6.830260102213445e-16
ames_housing,random_forest,12,3,shap,kernel,512.0,shap / kernel,1.6474,512110.0,0.025093633771132638,136.94014795614683,0.99,0.9842396880153765,4.656995524236439e-16
ames_housing,random_forest,12,3,shap,kernel,2048.0,shap / kernel,5.9354,2048110.0,0.009367428628490899,51.11784906598811,0.99,0.9908946894645908,5.588394629083727e-16
ames_housing,random_forest,12,3,shap,permutation,128.0,shap / permutation,0.811,107347.0,0.05508188603713587,300.4774632189011,0.9583333333333334,0.9811188811188813,2.4837309462594346e-15
ames_housing,random_forest,12,3,shap,permutation,512.0,shap / permutation,2.8799,396355.0,0.02585122971413534,141.19467205619264,0.9833333333333333,0.9965034965034965,2.4216376726029484e-15
ames_housing,random_forest,12,3,shap,permutation,2048.0,shap / permutation,11.381,1573062.0,0.012345428301296054,67.46278955641658,0.9833333333333333,0.995804195804196,2.3595443989464625e-15
ames_housing,random_forest,12,3,shapiq,kernel,128.0,shapiq / kernel,7.0589,128101.0,0.14150783215311158,801.2485478332513,0.85,0.9461538461538463,1.8582647797849158e-09
ames_housing,random_forest,12,3,shapiq,kernel,512.0,shapiq / kernel,8.4819,512101.0,0.05661074963649427,312.0753646410798,0.8916666666666667,0.9678321678321679,2.0764538373402524e-09
ames_housing,random_forest,12,3,shapiq,kernel,2048.0,shapiq / kernel,13.7858,2048101.0,0.016329265336114014,89.25874780540339,0.9166666666666666,0.9902097902097904,2.085031774722801e-09
ames_housing,random_forest,12,3,shapiq,permutation,128.0,shapiq / permutation,32.9517,123101.0,0.10811474209738511,591.2394036655984,0.95,0.967832167832168,8.382591943625594e-16
ames_housing,random_forest,12,3,shapiq,permutation,512.0,shapiq / permutation,79.0448,508101.0,0.050197435646592396,274.9629576141033,0.975,0.9867132867132868,7.761659207060732e-16
ames_housing,random_forest,12,3,shapiq,permutation,2048.0,shapiq / permutation,264.8839,2048101.0,0.027630720167431944,150.98544580793924,0.9916666666666667,0.9937062937062938,1.0245390153320166e-15
ames_housing,random_forest,12,3,lightshap,kernel,128.0,lightshap / kernel,7.7389,1091310.0,0.021700850680085003,118.4511336743276,0.95,0.983916083916084,3.104663682824293e-17
ames_housing,random_forest,12,3,lightshap,kernel,512.0,lightshap / kernel,7.7479,1091310.0,0.021700850680085003,118.4511336743276,0.95,0.983916083916084,3.104663682824293e-17
ames_housing,random_forest,12,3,lightshap,kernel,2048.0,lightshap / kernel,7.7528,1091310.0,0.021700850680085003,118.4511336743276,0.95,0.983916083916084,3.104663682824293e-17
ames_housing,random_forest,12,3,lightshap,permutation,128.0,lightshap / permutation,7.3392,924110.0,0.022211490762386498,121.06694199983382,0.9916666666666667,0.9895104895104897,6.209327365648586e-17
ames_housing,random_forest,12,3,lightshap,permutation,512.0,lightshap / permutation,7.3316,924110.0,0.022211490762386498,121.06694199983382,0.9916666666666667,0.9895104895104897,6.209327365648586e-17
ames_housing,random_forest,12,3,lightshap,permutation,2048.0,lightshap / permutation,7.3348,924110.0,0.022211490762386498,121.06694199983382,0.9916666666666667,0.9895104895104897,6.209327365648586e-17
ames_housing,random_forest,12,3,dalex,permutation,128.0,dalex / permutation,10.49,144111.0,0.11036976239837758,603.2052942045937,0.925,0.9636363636363636,7.451192838778305e-16
