dataset,model,n_features,seed,library,approximator,budget,method,runtime_s,n_model_evals,relative_mae,mean_abs_diff,sign_agreement,mean_sample_rho,relative_additivity_gap
ames_housing,linear_regularized,12,5,lightshap,permutation,128.0,lightshap / permutation,0.0693,60110.0,6.423497000019724e-15,7.584238422471873e-11,1.0,1.0,0.0
ames_housing,linear_regularized,12,5,lightshap,permutation,512.0,lightshap / permutation,0.0694,60110.0,6.423497000019724e-15,7.584238422471873e-11,1.0,1.0,0.0
ames_housing,linear_regularized,12,5,lightshap,permutation,2048.0,lightshap / permutation,0.0693,60110.0,6.423497000019724e-15,7.584238422471873e-11,1.0,1.0,0.0
ames_housing,linear_regularized,12,5,dalex,permutation,128.0,dalex / permutation,0.8891,144111.0,6.162912476634857e-15,7.27656564632658e-11,1.0,1.0,1.4929472819727988e-15
ames_housing,linear_regularized,12,5,dalex,permutation,512.0,dalex / permutation,3.3638,560111.0,6.03668821912207e-15,7.127532360614215e-11,1.0,1.0,1.6351327373987794e-15
ames_housing,linear_regularized,12,5,dalex,permutation,2048.0,dalex / permutation,13.3964,2224111.0,5.999056653384616e-15,7.083100680057206e-11,1.0,1.0,1.4218545542598084e-15
ames_housing,gradient_boosting,12,5,shap,kernel,128.0,shap / kernel,0.1334,128110.0,0.0747600072306781,544.9797118394316,0.968421052631579,0.973031264521963,6.875474616746691e-16
ames_housing,gradient_boosting,12,5,shap,kernel,512.0,shap / kernel,0.3511,512110.0,0.035696597852495134,259.09193891162283,0.98989898989899,0.9908946894645909,6.875474616746691e-16
ames_housing,gradient_boosting,12,5,shap,kernel,2048.0,shap / kernel,1.2732,2048110.0,0.017916780061983776,130.00025859972638,0.98989898989899,0.9943973218062825,7.500517763723662e-16
ames_housing,gradient_boosting,12,5,shap,permutation,128.0,shap / permutation,0.1617,109588.0,0.06929392360543589,504.34660676408544,0.990909090909091,0.988811188811189,5.625388322792748e-15
ames_housing,gradient_boosting,12,5,shap,permutation,512.0,shap / permutation,0.5751,405066.0,0.03598712619447908,262.3733304863387,0.990909090909091,0.993006993006993,5.500379693397353e-15
ames_housing,gradient_boosting,12,5,shap,permutation,2048.0,shap / permutation,2.2575,1607065.0,0.016802571600328206,122.18755553447922,1.0,0.9986013986013986,5.250362434606564e-15
ames_housing,gradient_boosting,12,5,shapiq,kernel,128.0,shapiq / kernel,1.5597,128101.0,0.1609116059766462,1210.7931239198788,0.9272727272727272,0.9475524475524477,2.655571440152449e-09
ames_housing,gradient_boosting,12,5,shapiq,kernel,512.0,shapiq / kernel,1.8704,512101.0,0.06402371221997818,469.23165053062615,0.9181818181818182,0.9741258741258744,2.8073274784321147e-09
ames_housing,gradient_boosting,12,5,shapiq,kernel,2048.0,shapiq / kernel,3.2376,2048101.0,0.020500586978547744,149.8782536655019,0.9636363636363636,0.9937062937062937,2.8813424002115955e-09
ames_housing,gradient_boosting,12,5,shapiq,permutation,128.0,shapiq / permutation,7.3257,123101.0,0.11700870226723759,862.0111729439117,0.9727272727272728,0.9762237762237763,1.000069035163155e-15
ames_housing,gradient_boosting,12,5,shapiq,permutation,512.0,shapiq / permutation,17.5181,508101.0,0.06182647522918025,452.1758725967814,0.990909090909091,0.9937062937062938,1.0625733498608522e-15
ames_housing,gradient_boosting,12,5,shapiq,permutation,2048.0,shapiq / permutation,58.6663,2048101.0,0.027203320905619027,197.6762518879647,0.990909090909091,0.9937062937062938,9.375647204654578e-16
ames_housing,gradient_boosting,12,5,lightshap,kernel,128.0,lightshap / kernel,3.2138,1500510.0,0.021589845028495796,157.3029957054321,0.9727272727272728,0.9965034965034967,1.2500862939539438e-16
ames_housing,gradient_boosting,12,5,lightshap,kernel,512.0,lightshap / kernel,4.587,2156110.0,0.020530031166151208,149.51309701999904,0.9727272727272728,0.9965034965034967,1.2500862939539438e-16
ames_housing,gradient_boosting,12,5,lightshap,kernel,2048.0,lightshap / kernel,4.5886,2156110.0,0.020530031166151208,149.51309701999904,0.9727272727272728,0.9965034965034967,1.2500862939539438e-16
ames_housing,gradient_boosting,12,5,lightshap,permutation,128.0,lightshap / permutation,3.0104,1249910.0,0.013577287328071373,98.9704305281437,1.0,1.0,1.8751294409309158e-16
ames_housing,gradient_boosting,12,5,lightshap,permutation,512.0,lightshap / permutation,4.2006,1752110.0,0.013747027153585476,100.23167448543505,1.0,1.0,6.250431469769719e-17
ames_housing,gradient_boosting,12,5,lightshap,permutation,2048.0,lightshap / permutation,4.2086,1752110.0,0.013747027153585476,100.23167448543505,1.0,1.0,6.250431469769719e-17
ames_housing,gradient_boosting,12,5,dalex,permutation,128.0,dalex / permutation,2.3957,144111.0,0.12479413165818705,924.3724666550074,0.9727272727272728,0.96993006993007,1.0625733498608522e-15
ames_housing,gradient_boosting,12,5,dalex,permutation,512.0,dalex / permutation,9.0771,560111.0,0.07242634043525789,532.8333185340883,0.9818181818181818,0.979020979020979,1.000069035163155e-15
ames_housing,gradient_boosting,12,5,dalex,permutation,2048.0,dalex / permutation,36.2943,2224111.0,0.024080904172241607,176.211784622362,0.990909090909091,0.9958041958041959,1.000069035163155e-15
bike,random_forest,12,5,shap,kernel,128.0,shap / kernel,0.5835,128110.0,0.06591448670645005,1.4947458454036215,0.99,0.964975210136072,1.377851551719577e-16
bike,random_forest,12,5,shap,kernel,512.0,shap / kernel,1.6862,512110.0,0.028297988182943764,0.6373014946245628,0.99,0.9880925835912375,9.695992400989616e-17
bike,random_forest,12,5,shap,kernel,2048.0,shap / kernel,5.9412,2048110.0,0.013247707657924785,0.29807538469434286,1.0,0.9971994276796359,1.377851551719577e-16
bike,random_forest,12,5,shap,permutation,128.0,shap / permutation,0.8094,104285.0,0.05604734027311667,1.2743369920635008,0.9833333333333333,0.9895104895104897,2.658743179429258e-15
bike,random_forest,12,5,shap,permutation,512.0,shap / permutation,2.8678,384132.0,0.030328535010447733,0.6846457162698151,0.9833333333333333,0.993006993006993,2.5975053326861656e-15
bike,random_forest,12,5,shap,permutation,2048.0,shap / permutation,11.2817,1522237.0,0.014691141273494317,0.3315107230305691,1.0,0.997902097902098,2.8628693352395657e-15
bike,random_forest,12,5,shapiq,kernel,128.0,shapiq / kernel,7.011,128101.0,0.1634621135706069,3.7767413488376302,0.8416666666666667,0.9314685314685317,2.395638756460754e-09
bike,random_forest,12,5,shapiq,kernel,512.0,shapiq / kernel,8.3865,512101.0,0.06204747236331747,1.4051365132465081,0.9083333333333333,0.9608391608391609,2.616906651156619e-09
bike,random_forest,12,5,shapiq,kernel,2048.0,shapiq / kernel,13.6225,2048101.0,0.01763191318476142,0.39863402168749235,0.9583333333333334,0.9895104895104897,2.635766070818089e-09
bike,random_forest,12,5,shapiq,permutation,128.0,shapiq / permutation,32.5049,123101.0,0.10724857775314532,2.400048367604618,0.9416666666666667,0.9727272727272729,3.010860798202039e-16
bike,random_forest,12,5,shapiq,permutation,512.0,shapiq / permutation,77.886,508101.0,0.06629890310886839,1.498516502731782,0.9916666666666667,0.9944055944055945,2.704671564486577e-16
bike,random_forest,12,5,shapiq,permutation,2048.0,shapiq / permutation,262.1268,2048101.0,0.03406146385963837,0.7648427535415859,0.9916666666666667,0.997902097902098,3.929428499348423e-16
bike,random_forest,12,5,lightshap,kernel,128.0,lightshap / kernel,6.378,904310.0,0.03990120903502465,0.9032394540606106,0.9583333333333334,0.9846153846153847,2.296419252865962e-16
bike,random_forest,12,5,lightshap,kernel,512.0,lightshap / kernel,10.0782,1443310.0,0.038967586350628865,0.8814697501171076,0.9583333333333334,0.9846153846153847,2.296419252865962e-16
bike,random_forest,12,5,lightshap,kernel,2048.0,lightshap / kernel,10.0749,1443310.0,0.038967586350628865,0.8814697501171076,0.9583333333333334,0.9846153846153847,2.296419252865962e-16
bike,random_forest,12,5,lightshap,permutation,128.0,lightshap / permutation,6.0158,762110.0,0.03381089333492198,0.7653811688778376,0.975,0.9951048951048952,1.2757884738144232e-16
bike,random_forest,12,5,lightshap,permutation,512.0,lightshap / permutation,9.5192,1212110.0,0.03196301352404036,0.7229590245946028,0.975,0.9951048951048952,1.2757884738144232e-16
bike,random_forest,12,5,lightshap,permutation,2048.0,lightshap / permutation,9.5386,1212110.0,0.03196301352404036,0.7229590245946028,0.975,0.9951048951048952,1.2757884738144232e-16
bike,random_forest,12,5,dalex,permutation,128.0,dalex / permutation,10.4048,144111.0,0.12233073258685515,2.802512624939864,0.9666666666666667,0.9874125874125875,2.500545408676269e-16
bike,random_forest,12,5,dalex,permutation,512.0,dalex / permutation,40.0857,560111.0,0.049048297889631574,1.115873748246613,1.0,0.9958041958041959,2.806734642391731e-16
bike,random_forest,12,5,dalex,permutation,2048.0,dalex / permutation,158.8142,2224111.0,0.026332160050458412,0.596087488582571,1.0,0.9972027972027974,4.133554655158731e-16
bike,decision_tree,12,5,shap,kernel,128.0,shap / kernel,0.0528,128110.0,0.11258837786292744,2.9362884613919573,0.93,0.9415075734467374,1.2066695708532075e-16
bike,decision_tree,12,5,shap,kernel,512.0,shap / kernel,0.1179,512110.0,0.045552053290225165,1.1882214744484096,0.96,0.9786354762686698,1.2066695708532075e-16
bike,decision_tree,12,5,shap,kernel,2048.0,shap / kernel,0.4535,2048110.0,0.012129837143912463,0.31528296516835586,0.99,0.9947475850404517,1.11384883463373e-16
