dataset,model,library,approximator,budget,method,seed_count,runtime_median,runtime_q25,runtime_q75,relative_mae_median,relative_mae_q25,relative_mae_q75,rho_median,rho_q25,rho_q75,sign_agreement_median,sign_agreement_q25,sign_agreement_q75,rel_additivity_gap_median,rel_additivity_gap_q25,rel_additivity_gap_q75
bike,decision_tree,lightshap,kernel,128.0,lightshap / kernel,10,2.5376,2.29995,2.755025,0.04053304271180738,0.037769848535767966,0.04250534679497897,0.9821678321678322,0.9793706293706294,0.9886363636363638,0.9333333333333333,0.925,0.9479166666666666,1.4061244762530765e-16,8.409057752226136e-17,1.9913949224869641e-16
bike,decision_tree,lightshap,kernel,512.0,lightshap / kernel,10,5.879,4.48095,8.60435,0.03063080727717047,0.02749862738764687,0.03309609243773972,0.9867132867132867,0.9816433566433567,0.9921328671328672,0.9416666666666667,0.9416666666666667,0.95625,9.522317429640558e-17,7.150867398872676e-17,1.2735168697332617e-16
bike,decision_tree,lightshap,kernel,2048.0,lightshap / kernel,10,8.093250000000001,7.0808,10.784975,0.029660407836001254,0.026346900609178596,0.03229092446335043,0.9877622377622377,0.9830419580419583,0.9923076923076923,0.95,0.9416666666666667,0.9602272727272727,9.544337395118102e-17,7.829160344142784e-17,1.2532460621504468e-16
bike,decision_tree,lightshap,permutation,128.0,lightshap / permutation,10,2.4259,2.195,2.644375,0.035135358373550266,0.03244825270469641,0.0386242439115771,0.9905594405594407,0.9875874125874127,0.9919580419580422,0.9781069642170066,0.965970515970516,0.9831896551724137,1.8879845405120133e-16,1.6366831905231895e-16,2.325958624985278e-16
bike,decision_tree,lightshap,permutation,512.0,lightshap / permutation,10,5.6282,4.297325,8.27535,0.0281690689828987,0.02464052208701952,0.029111267234513433,0.9944055944055945,0.9881118881118882,0.9961538461538463,0.986874805840323,0.9684782608695652,0.991594827586207,2.5223160203501064e-16,1.9302097955330325e-16,3.400133193729727e-16
bike,decision_tree,lightshap,permutation,2048.0,lightshap / permutation,10,7.8119499999999995,6.875275,10.25275,0.026826957140397248,0.02361888093016321,0.02908832117768682,0.9947552447552448,0.9881118881118882,0.9951048951048952,0.986874805840323,0.9684782608695652,0.991594827586207,2.7592148619249745e-16,2.12737305213695e-16,3.6827051454236737e-16
bike,decision_tree,shap,kernel,128.0,shap / kernel,10,0.051449999999999996,0.050775,0.0524,0.12246268072550173,0.11744711952922694,0.15111747117540678,0.9360784933171153,0.923731714312652,0.9417702708723642,0.93,0.9125000000000001,0.9521969696969697,1.1250765632022795e-16,8.265856054446673e-17,1.6734767305511755e-16
bike,decision_tree,shap,kernel,512.0,shap / kernel,10,0.11560000000000001,0.114175,0.11672500000000001,0.05554293085852269,0.04967130441027953,0.061824871790259445,0.976008502012401,0.9643622494762759,0.9815251479505654,0.965,0.9524999999999999,0.9875,8.744692614310006e-17,4.2983264199068575e-17,1.1950196213072934e-16
bike,decision_tree,shap,kernel,2048.0,shap / kernel,10,0.4495,0.442525,0.453175,0.020340486367209743,0.018331372993397925,0.02489980822909879,0.9935216637208597,0.9908071236560486,0.9947475850404517,1.0,0.99,1.0,6.490511531053378e-17,4.5995212674151147e-17,1.5112158042078905e-16
bike,decision_tree,shap,permutation,128.0,shap / permutation,10,0.04765,0.047525,0.0479,0.14397012571209344,0.1293524663802904,0.17667772397843692,0.9538461538461539,0.9456293706293708,0.9618881118881121,0.9406609195402299,0.9169457067687157,0.9474767080745341,6.765621439969725e-17,4.5598240614742405e-17,8.524646047290695e-17
bike,decision_tree,shap,permutation,512.0,shap / permutation,10,0.16325,0.162075,0.16465000000000002,0.07036737128542603,0.0640575473710482,0.07600524226586815,0.9793706293706295,0.9762237762237764,0.9837412587412588,0.9734326018808778,0.9583333333333334,0.9747844827586207,1.428015337871511e-16,1.254453979083279e-16,1.5521086613536372e-16
bike,decision_tree,shap,permutation,2048.0,shap / permutation,10,0.6368499999999999,0.6329,0.6419999999999999,0.03602806984081207,0.030594701617554662,0.040642996157881923,0.9923076923076923,0.9903846153846155,0.9935314685314687,0.9871212121212121,0.976825221238938,0.991226008617313,3.736097424693103e-16,3.1989827217965586e-16,4.3871896795608244e-16
bike,decision_tree,shapiq,kernel,128.0,shapiq / kernel,10,0.49685,0.492325,0.502,0.22619458890312233,0.21256676702480337,0.24343112362832064,0.8755244755244757,0.8575174825174827,0.8825174825174826,0.8375,0.8109848484848485,0.8583333333333333,4.009403005047085e-09,3.6424428809022585e-09,5.148120054099468e-09
bike,decision_tree,shapiq,kernel,512.0,shapiq / kernel,10,0.6366499999999999,0.6318,0.638525,0.085430947130992,0.08145979918061588,0.09577482230955378,0.9608391608391609,0.9480769230769233,0.967832167832168,0.9,0.8875,0.9083333333333333,4.389612176052935e-09,3.909596322376308e-09,5.430017306334314e-09
bike,decision_tree,shapiq,kernel,2048.0,shapiq / kernel,10,1.3364,1.3214000000000001,1.34235,0.03008808072858404,0.026115744877301672,0.03125906916594618,0.9916083916083916,0.9886363636363639,0.9942307692307693,0.9541666666666666,0.95,0.9721590909090909,4.466609327207717e-09,3.9534172607881745e-09,5.5227520438640474e-09
bike,decision_tree,shapiq,permutation,128.0,shapiq / permutation,10,2.17645,2.157775,2.2077,0.2126917627687575,0.1804047503948375,0.24386603367699528,0.933916083916084,0.9255244755244756,0.9428321678321679,0.9208333333333334,0.9092956592956593,0.9321428571428572,9.071186299859426e-17,6.594332146346535e-17,1.0408040677391315e-16
bike,decision_tree,shapiq,permutation,512.0,shapiq / permutation,10,5.261950000000001,5.237325,5.297700000000001,0.10668294804497286,0.09300704364353296,0.1135043047850991,0.9769230769230771,0.9692307692307693,0.9802447552447555,0.9660919540229885,0.9520833333333333,0.9798418972332016,1.6502483862554912e-16,1.0296437851042058e-16,2.0555553917414501e-16
bike,decision_tree,shapiq,permutation,2048.0,shapiq / permutation,10,17.880200000000002,17.497049999999998,17.960475,0.05259794647695576,0.04867683195680495,0.05532812450786863,0.9874125874125876,0.9849650349650351,0.9893356643356643,0.9826836581709145,0.9819388576025744,0.9890765765765765,3.606153895233586e-16,3.0945613853869533e-16,4.649705660407712e-16
bike,gradient_boosting,dalex,permutation,128.0,dalex / permutation,10,2.3888,2.37065,2.4012000000000002,0.12491208780044374,0.09592340432456985,0.15420992582903126,0.9758741258741259,0.9727272727272728,0.9802447552447554,0.9708333333333333,0.9583333333333334,0.9829545454545454,3.5577376813414e-16,2.55064478326305e-16,3.915526793665912e-16
bike,gradient_boosting,dalex,permutation,512.0,dalex / permutation,10,9.20995,9.150025,9.2532,0.053103312733521896,0.04949247344321678,0.058700339487949504,0.9888111888111889,0.9868881118881119,0.9940559440559442,0.9833333333333333,0.9767045454545454,0.9916666666666667,3.7491736855585607e-16,2.0951236350749173e-16,3.890811989055164e-16
bike,gradient_boosting,dalex,permutation,2048.0,dalex / permutation,10,36.33385,35.987750000000005,36.5167,0.028576295864607415,0.025352043710588978,0.029843639032311665,0.9958041958041959,0.9944055944055945,0.9972027972027973,0.9958333333333333,0.9833333333333333,1.0,2.904673816392226e-16,2.364411476077892e-16,3.227487026921266e-16
bike,gradient_boosting,lightshap,kernel,128.0,lightshap / kernel,10,1.63225,1.358275,1.800375,0.03413519748727674,0.029031068101890167,0.03646759056242679,0.9902097902097904,0.9881118881118882,0.9944055944055945,0.9708333333333333,0.9575757575757576,0.975,1.2735360765386217e-16,9.358426409289622e-17,1.5278118053153776e-16
bike,gradient_boosting,lightshap,kernel,512.0,lightshap / kernel,10,1.7391999999999999,1.4060000000000001,2.0028,0.03362746445237083,0.028770683700664674,0.0363433164272041,0.9902097902097904,0.9881118881118882,0.993881118881119,0.9708333333333333,0.9643939393939394,0.975,1.2739845636089877e-16,9.384476077821152e-17,1.5502157839543544e-16
bike,gradient_boosting,lightshap,kernel,2048.0,lightshap / kernel,10,1.74305,1.4078,2.006675,0.03362746445237083,0.028770683700664674,0.0363433164272041,0.9902097902097904,0.9881118881118882,0.993881118881119,0.9708333333333333,0.9643939393939394,0.975,1.2739845636089877e-16,9.384476077821152e-17,1.5502157839543544e-16
bike,gradient_boosting,lightshap,permutation,128.0,lightshap / permutation,10,1.5856,1.3144500000000001,1.7602,0.02662755270960928,0.023222452802275133,0.028169682009111553,0.9940559440559442,0.9893356643356644,0.9951048951048952,0.9875,0.9833333333333333,0.9916666666666667,1.2762066709713063e-16,1.1591102847168041e-16,1.812141956434898e-16
bike,gradient_boosting,lightshap,permutation,512.0,lightshap / permutation,10,1.65875,1.370025,1.9315,0.026202743441061802,0.023193574531378675,0.02745921158028309,0.9944055944055945,0.9893356643356644,0.9951048951048952,0.9875,0.9833333333333333,0.9916666666666667,1.4501695673445607e-16,1.1641522035464716e-16,1.812141956434898e-16
bike,gradient_boosting,lightshap,permutation,2048.0,lightshap / permutation,10,1.66215,1.3716249999999999,1.9263000000000001,0.026202743441061802,0.023193574531378675,0.02745921158028309,0.9944055944055945,0.9893356643356644,0.9951048951048952,0.9875,0.9833333333333333,0.9916666666666667,1.4501695673445607e-16,1.1641522035464716e-16,1.812141956434898e-16
bike,gradient_boosting,shap,kernel,128.0,shap / kernel,10,0.12695,0.12614999999999998,0.12777500000000003,0.06943288811780646,0.06500695550748445,0.07535819007733796,0.9786354762686698,0.9720680406279977,0.9823132402274461,0.98,0.98,0.99,1.7045222972811434e-16,9.124359705300842e-17,1.933848578452423e-16
bike,gradient_boosting,shap,kernel,512.0,shap / kernel,10,0.3256,0.323025,0.32915,0.035842561192147904,0.03356365616117495,0.03639666483990313,0.9898438997620833,0.9871293596972721,0.992733571443979,1.0,0.99,1.0,2.162996921868549e-16,1.2324782133086448e-16,2.486547643685201e-16
bike,gradient_boosting,shap,kernel,2048.0,shap / kernel,10,1.1741000000000001,1.1653,1.19455,0.020916546188686096,0.018137227422022322,0.021277833685355494,0.9964989012112977,0.9955356773173323,0.9971118618710936,1.0,1.0,1.0,2.2456396916846223e-16,9.613072862169418e-17,3.0116450236789047e-16
bike,gradient_boosting,shap,permutation,128.0,shap / permutation,10,0.15275,0.15142499999999998,0.1534,0.04593429282695421,0.03986100495198153,0.049097312468356,0.9895104895104897,0.988811188811189,0.9926573426573426,0.9833333333333333,0.975,0.9895833333333334,1.6927486204281757e-15,1.426793751682671e-15,1.82708416218475e-15
bike,gradient_boosting,shap,permutation,512.0,shap / permutation,10,0.5431999999999999,0.5418999999999999,0.547475,0.023893927900006016,0.02040321048965198,0.025514693747139532,0.9951048951048952,0.9945804195804197,0.9977272727272729,0.9916666666666667,0.9854166666666666,0.9979166666666667,1.7467138376538561e-15,1.5030309546701269e-15,1.8532852062280098e-15
bike,gradient_boosting,shap,permutation,2048.0,shap / permutation,10,2.1421,2.1293249999999997,2.167875,0.011706768613061703,0.00958464652842304,0.012274372723015625,0.9982517482517483,0.9966783216783218,0.9986013986013986,0.9916666666666667,0.9916666666666667,1.0,1.7005876925692256e-15,1.4540195127857094e-15,2.0965779872129574e-15
bike,gradient_boosting,shapiq,kernel,128.0,shapiq / kernel,10,1.5572,1.541775,1.5633000000000001,0.1569451511903975,0.14261260005260237,0.1621663768136149,0.9307692307692309,0.9201048951048952,0.9527972027972029,0.8821969696969697,0.8666666666666667,0.90625,2.7618155254963866e-09,2.2229334920605093e-09,3.209750541946205e-09
bike,gradient_boosting,shapiq,kernel,512.0,shapiq / kernel,10,1.83835,1.819025,1.849175,0.060251377161172126,0.05739680082171088,0.06629212752799388,0.983916083916084,0.971853146853147,0.986888111888112,0.9375,0.9270833333333334,0.95625,2.9470997579367924e-09,2.44109491519089e-09,3.424182529089368e-09
bike,gradient_boosting,shapiq,kernel,2048.0,shapiq / kernel,10,3.1616999999999997,3.131175,3.177275,0.020219420216964393,0.01908000495757539,0.02229239843864988,0.9951048951048952,0.9931818181818183,0.9961538461538462,0.975,0.9666666666666667,0.9833333333333333,2.9406907330438293e-09,2.426706335953725e-09,3.4972538401930286e-09
bike,gradient_boosting,shapiq,permutation,128.0,shapiq / permutation,10,7.3139,7.256,7.324624999999999,0.11830329485693952,0.10948665171547262,0.12506800974058263,0.9727272727272729,0.9671328671328674,0.9756993006993009,0.95,0.95,0.969128787878788,3.5786126079627583e-16,2.461377180882808e-16,4.503444266233515e-16
bike,gradient_boosting,shapiq,permutation,512.0,shapiq / permutation,10,17.4473,17.3726,17.605649999999997,0.05914474711165399,0.05662885782763898,0.06567352341832162,0.9895104895104897,0.9895104895104895,0.9902097902097904,0.9833333333333333,0.9821969696969697,0.9916666666666667,3.6592543712379637e-16,2.9154623618944167e-16,3.9470703745360507e-16
bike,gradient_boosting,shapiq,permutation,2048.0,shapiq / permutation,10,58.090149999999994,57.788075,58.5312,0.028845816364136648,0.02688055129391841,0.029357448367223548,0.9958041958041959,0.9951048951048952,0.9972027972027974,0.9958333333333333,0.9854166666666666,1.0,4.980623308977113e-16,4.706219506156983e-16,5.181359874809451e-16
bike,linear_regularized,dalex,permutation,128.0,dalex / permutation,10,0.9035500000000001,0.89695,0.909975,3.920801122561437e-15,3.3727898520010677e-15,4.398499790871239e-15,1.0,1.0,1.0,1.0,1.0,1.0,5.573931690488759e-16,4.456050366732145e-16,6.618906135435622e-16
bike,linear_regularized,dalex,permutation,512.0,dalex / permutation,10,3.39955,3.387525,3.49565,3.815922672762798e-15,3.2826885201938357e-15,4.360885607394044e-15,1.0,1.0,1.0,1.0,1.0,1.0,6.103313751662802e-16,4.754495258481134e-16,6.403929270582588e-16
bike,linear_regularized,dalex,permutation,2048.0,dalex / permutation,10,13.644649999999999,13.56055,13.7172,3.8423284225635445e-15,3.3363958663049332e-15,4.3570625175882315e-15,1.0,1.0,1.0,1.0,1.0,1.0,5.263761816288907e-16,4.872394792688037e-16,6.645600201923332e-16
bike,linear_regularized,lightshap,kernel,128.0,lightshap / kernel,10,0.05135,0.050625,0.05165,6.1212742227559544e-15,5.905607831261056e-15,6.4971619232510296e-15,1.0,1.0,1.0,1.0,1.0,1.0,7.073446555536085e-17,5.207884507625672e-17,1.0798319954902097e-16
bike,linear_regularized,lightshap,kernel,512.0,lightshap / kernel,10,0.05035,0.0502,0.050775,6.1212742227559544e-15,5.905607831261056e-15,6.4971619232510296e-15,1.0,1.0,1.0,1.0,1.0,1.0,7.073446555536085e-17,5.207884507625672e-17,1.0798319954902097e-16
bike,linear_regularized,lightshap,kernel,2048.0,lightshap / kernel,10,0.0503,0.049874999999999996,0.0508,6.1212742227559544e-15,5.905607831261056e-15,6.4971619232510296e-15,1.0,1.0,1.0,1.0,1.0,1.0,7.073446555536085e-17,5.207884507625672e-17,1.0798319954902097e-16
bike,linear_regularized,lightshap,permutation,128.0,lightshap / permutation,10,0.07089999999999999,0.070425,0.0716,3.901477229043705e-15,3.4161013143849916e-15,4.4842371579731254e-15,1.0,1.0,1.0,1.0,1.0,1.0,8.583287617852247e-17,5.757071654480855e-17,1.1986067033419838e-16
bike,linear_regularized,lightshap,permutation,512.0,lightshap / permutation,10,0.07089999999999999,0.0705,0.071275,3.901477229043705e-15,3.4161013143849916e-15,4.4842371579731254e-15,1.0,1.0,1.0,1.0,1.0,1.0,8.583287617852247e-17,5.757071654480855e-17,1.1986067033419838e-16
bike,linear_regularized,lightshap,permutation,2048.0,lightshap / permutation,10,0.07045,0.070225,0.07105,3.901477229043705e-15,3.4161013143849916e-15,4.4842371579731254e-15,1.0,1.0,1.0,1.0,1.0,1.0,8.583287617852247e-17,5.757071654480855e-17,1.1986067033419838e-16
bike,linear_regularized,shap,kernel,128.0,shap / kernel,10,0.0474,0.0469,0.04775,0.01626455984890177,0.010641318733165317,0.01891132178959476,0.9947475850404517,0.9941346243806557,0.995710808934417,1.0,1.0,1.0,4.477286951914856e-16,3.370900474771851e-16,6.591715402102304e-16
bike,linear_regularized,shap,kernel,512.0,shap / kernel,10,0.11660000000000001,0.11612499999999999,0.11737500000000001,0.014244999770865966,0.010605577856513337,0.015921487155898167,0.9970242960625513,0.9962362037856707,0.9980750857650588,1.0,1.0,1.0,4.824944726451407e-16,2.95564466641444e-16,7.838929883028518e-16
bike,linear_regularized,shap,kernel,2048.0,shap / kernel,10,0.46635000000000004,0.458725,0.47175,0.01372340906285165,0.009189025751124463,0.015832014128012224,0.9977248225308897,0.9969367302540091,0.9982502173821434,1.0,1.0,1.0,4.154542962962399e-16,3.4240850480004215e-16,6.712837758648174e-16
bike,linear_regularized,shap,permutation,128.0,shap / permutation,10,0.054650000000000004,0.053875,0.055225,3.8501521998657864e-15,3.418643012907415e-15,4.380148484918569e-15,1.0,1.0,1.0,1.0,1.0,1.0,3.0464329022907112e-15,2.1197842510814123e-15,3.674980684616989e-15
bike,linear_regularized,shap,permutation,512.0,shap / permutation,10,0.15910000000000002,0.15735,0.160675,3.687651107486572e-15,3.1172811460236147e-15,4.1495228168804865e-15,1.0,1.0,1.0,1.0,1.0,1.0,3.1506695286362946e-15,2.218395400876934e-15,3.703102801106404e-15
bike,linear_regularized,shap,permutation,2048.0,shap / permutation,10,0.6059,0.5962999999999999,0.610775,3.9041296638846026e-15,3.300407064014659e-15,4.372059232536317e-15,1.0,1.0,1.0,1.0,1.0,1.0,3.5398156420095995e-15,2.464086699695779e-15,4.2658313988644386e-15
bike,linear_regularized,shapiq,kernel,128.0,shapiq / kernel,10,0.5188999999999999,0.515125,0.5218,1.3998778839664424e-07,1.263136626329681e-07,1.5292596234192777e-07,1.0,1.0,1.0,1.0,1.0,1.0,3.347112535637538e-15,2.267042037701209e-15,4.039845041470197e-15
bike,linear_regularized,shapiq,kernel,512.0,shapiq / kernel,10,0.64855,0.646425,0.6543249999999999,2.6311877682115873e-07,2.3273990905943338e-07,2.8065442720897127e-07,1.0,1.0,1.0,1.0,1.0,1.0,3.958885701731979e-15,3.3914600236656888e-15,4.763263031746651e-15
bike,linear_regularized,shapiq,kernel,2048.0,shapiq / kernel,10,1.3098,1.2922,1.3148,3.6413120476142327e-07,2.961747989632611e-07,4.1605587615384083e-07,1.0,1.0,1.0,1.0,1.0,1.0,3.809721064491348e-15,3.622403342724221e-15,4.340612577619409e-15
bike,linear_regularized,shapiq,permutation,128.0,shapiq / permutation,10,2.30455,2.285575,2.3168,3.9193598685345235e-15,3.494717147508176e-15,4.504623568869219e-15,1.0,1.0,1.0,1.0,1.0,1.0,4.3388972770231027e-16,3.5297686865068324e-16,8.684949702908694e-16
bike,linear_regularized,shapiq,permutation,512.0,shapiq / permutation,10,5.56935,5.5306,5.62535,3.7590834012951594e-15,3.3791684986896937e-15,4.307705940828681e-15,1.0,1.0,1.0,1.0,1.0,1.0,5.775907727448153e-16,3.7842993779607244e-16,1.0597998773842984e-15
bike,linear_regularized,shapiq,permutation,2048.0,shapiq / permutation,10,18.6462,18.475775,18.79055,4.29507283132413e-15,3.677393064091152e-15,4.810442462097087e-15,1.0,1.0,1.0,1.0,1.0,1.0,1.6735188766008532e-15,1.5457290249790744e-15,3.047646478620127e-15
bike,random_forest,dalex,permutation,128.0,dalex / permutation,10,10.5765,10.530899999999999,10.748875,0.12406874856301132,0.10259728312558877,0.1341602298089488,0.9741258741258743,0.9666083916083918,0.9804195804195807,0.9651515151515151,0.9375,0.9729166666666667,3.0481563173998245e-16,2.525674710306675e-16,3.9585790711436384e-16
bike,random_forest,dalex,permutation,512.0,dalex / permutation,10,40.947649999999996,40.57045,41.255625,0.0550326887797155,0.0489332591608026,0.06509398019024615,0.9895104895104897,0.9882867132867134,0.9900349650349652,0.9916666666666667,0.9708333333333333,0.9916666666666667,2.5874919328748485e-16,2.2944036180619454e-16,3.9693290549276605e-16
bike,random_forest,dalex,permutation,2048.0,dalex / permutation,10,162.68984999999998,161.597275,163.085375,0.03142249711882128,0.026443046015577454,0.036463360753177666,0.9958041958041959,0.9909090909090911,0.9965034965034967,1.0,0.99375,1.0,3.5506902354658003e-16,2.965396907303185e-16,4.2620786941454507e-16
bike,random_forest,lightshap,kernel,128.0,lightshap / kernel,10,6.30425,6.01755,7.87385,0.03298534549530799,0.031201406273810003,0.03533662758217539,0.9884615384615385,0.9851398601398602,0.9907342657342658,0.9458333333333333,0.9333333333333333,0.95625,1.108089703149871e-16,7.946613488140032e-17,2.0465023280837965e-16
bike,random_forest,lightshap,kernel,512.0,lightshap / kernel,10,8.65855,6.5862,10.044025000000001,0.03146921077369354,0.029857919183559796,0.03339494852454814,0.9881118881118882,0.9851398601398602,0.9914335664335665,0.9458333333333333,0.9354166666666667,0.95625,1.2393577788464396e-16,8.445661325829181e-17,2.0325349898790606e-16
bike,random_forest,lightshap,kernel,2048.0,lightshap / kernel,10,8.6599,6.601825,10.041875,0.03146921077369354,0.029857919183559796,0.03339494852454814,0.9881118881118882,0.9851398601398602,0.9914335664335665,0.9458333333333333,0.9354166666666667,0.95625,1.2393577788464396e-16,8.445661325829181e-17,2.0325349898790606e-16
bike,random_forest,lightshap,permutation,128.0,lightshap / permutation,10,6.002599999999999,5.711975,7.399825,0.025174135132338016,0.023327388838562314,0.027982436095638344,0.9944055944055945,0.9931818181818183,0.9975524475524478,0.9875,0.9770833333333333,0.9916666666666667,1.5739489442873995e-16,1.3298872320900683e-16,1.8178384592374857e-16
bike,random_forest,lightshap,permutation,512.0,lightshap / permutation,10,8.1314,6.27895,9.493925,0.023519752725639005,0.023167321014318426,0.027982436095638344,0.9944055944055945,0.9930069930069931,0.9977272727272729,0.9875,0.9770833333333333,0.9916666666666667,1.4859391672057348e-16,1.2860094897056456e-16,1.6770815498156413e-16
bike,random_forest,lightshap,permutation,2048.0,lightshap / permutation,10,8.14585,6.265775,9.503725000000001,0.023519752725639005,0.02317672138865387,0.027982436095638344,0.9944055944055945,0.9930069930069931,0.9977272727272729,0.9875,0.9770833333333333,0.9916666666666667,1.4859391672057348e-16,1.2860094897056456e-16,1.6770815498156413e-16
bike,random_forest,shap,kernel,128.0,shap / kernel,10,0.5951500000000001,0.581925,0.60165,0.08022645562990519,0.06479959460080482,0.08767345576044214,0.9542921814939123,0.9436967186602947,0.9683902766692214,0.945,0.9325,0.9775,4.504334982310664e-16,1.4237849256885812e-16,6.137510243659536e-16
bike,random_forest,shap,kernel,512.0,shap / kernel,10,1.7109999999999999,1.676525,1.7428249999999998,0.03515445303577019,0.029717221876779255,0.03611883078216777,0.9856407409520532,0.9824883718445306,0.9883552810168643,0.99,0.98,0.99,4.48601338537612e-16,1.0773876614837041e-16,6.337032222411783e-16
bike,random_forest,shap,kernel,2048.0,shap / kernel,10,6.085,5.936775,6.2048499999999995,0.0153976695494703,0.01365436251983199,0.016710749648826552,0.9959735063600439,0.9942221901891981,0.9979875199565165,1.0,1.0,1.0,3.657397324763486e-16,1.0690272801510997e-16,6.037844052378151e-16
bike,random_forest,shap,permutation,128.0,shap / permutation,10,0.8385,0.82345,0.851425,0.05708274265421817,0.052855745915045035,0.0645848928692144,0.9891608391608393,0.9861888111888113,0.9916083916083916,0.9791666666666666,0.975,0.9833333333333333,2.1253151873505385e-15,1.691715519309905e-15,2.5835566858216857e-15
bike,random_forest,shap,permutation,512.0,shap / permutation,10,3.00095,2.948025,3.0275,0.028499278881428246,0.025884119724385254,0.030316321847237992,0.9933566433566434,0.9924825174825175,0.9949300699300699,0.9833333333333333,0.9833333333333333,0.9890151515151515,2.03105003752865e-15,1.7208750140809674e-15,2.573800836986786e-15
bike,random_forest,shap,permutation,2048.0,shap / permutation,10,11.716149999999999,11.5191,11.831199999999999,0.011830630838528788,0.011172591044852936,0.014414702583428163,0.9989510489510489,0.996853146853147,0.9993006993006993,1.0,1.0,1.0,2.1658501801768423e-15,1.6391053843775213e-15,2.781866972957441e-15
bike,random_forest,shapiq,kernel,128.0,shapiq / kernel,10,7.16065,7.0741,7.254575,0.16548402819203029,0.1574622760891042,0.18139326021220786,0.9010489510489512,0.8853146853146854,0.931993006993007,0.8666666666666667,0.8376893939393939,0.88125,3.0110912007615974e-09,2.511529497852268e-09,3.6900425187948556e-09
bike,random_forest,shapiq,kernel,512.0,shapiq / kernel,10,8.58345,8.471275,8.65985,0.06344727941490486,0.06073285870399617,0.07443996325038159,0.9622377622377623,0.9526223776223777,0.9713286713286715,0.925,0.9083333333333333,0.9333333333333333,3.3607572847885793e-09,2.6568266712553616e-09,3.97771795419005e-09
bike,random_forest,shapiq,kernel,2048.0,shapiq / kernel,10,13.97105,13.794725,14.04465,0.021635540770283068,0.020129896176293197,0.025631109030424138,0.9898601398601401,0.988986013986014,0.99493006993007,0.9458333333333333,0.9354166666666667,0.962310606060606,3.426133343134834e-09,2.663430465677719e-09,3.986065317859171e-09
bike,random_forest,shapiq,permutation,128.0,shapiq / permutation,10,33.288250000000005,32.988375,33.832300000000004,0.1147394941877828,0.10793596196586876,0.1367987332828507,0.9706293706293707,0.9641608391608392,0.9819930069930071,0.9458333333333333,0.9416666666666667,0.962310606060606,3.0958049796980365e-16,2.95963430030102e-16,4.788277887415028e-16
bike,random_forest,shapiq,permutation,512.0,shapiq / permutation,10,80.0424,79.40565000000001,81.7082,0.05918873620947063,0.0489068738837787,0.06297071602218329,0.9923076923076923,0.9888111888111888,0.9940559440559442,0.975,0.9732954545454546,0.9833333333333333,3.3489341017792105e-16,3.0619741447925457e-16,4.553502173868043e-16
bike,random_forest,shapiq,permutation,2048.0,shapiq / permutation,10,268.3299,266.211775,271.523075,0.026606400279100835,0.025209866581418324,0.03258157298218922,0.9954545454545456,0.993881118881119,0.9977272727272729,0.9916666666666667,0.9854166666666666,1.0,4.2569622310876035e-16,3.6688398375837985e-16,6.240399645784747e-16
covertype,decision_tree,dalex,permutation,128.0,dalex / permutation,10,0.97435,0.9682499999999999,0.9856499999999999,0.4364620502129275,0.37033979833474806,0.49153213133951534,0.8816268090296869,0.8199300699300701,0.9056324044345728,0.9112179487179488,0.8893939393939394,0.9304025423728813,,,
covertype,decision_tree,dalex,permutation,512.0,dalex / permutation,10,3.68405,3.678325,3.7015,0.20951203161082588,0.19363169971339467,0.2961511663477624,0.9545454545454546,0.9430069930069931,0.9614928783194587,0.9497899159663865,0.9354166666666667,0.9645833333333333,,,
covertype,decision_tree,dalex,permutation,2048.0,dalex / permutation,10,14.577300000000001,14.49605,14.644275,0.10781322479753011,0.10073253737394877,0.12218066840611456,0.9849650349650351,0.9783216783216784,0.9865384615384615,0.9828171091445428,0.96875,0.9833333333333333,,,
covertype,decision_tree,lightshap,kernel,128.0,lightshap / kernel,10,1.99275,1.9618250000000002,2.014275,0.05874301132903972,0.0555250304937347,0.07349250830752964,0.9867132867132868,0.9811188811188812,0.9872377622377624,0.9708333333333333,0.965117994100295,0.98125,,,
covertype,decision_tree,lightshap,kernel,512.0,lightshap / kernel,10,7.30705,7.05105,7.521075,0.03195074983794417,0.027632220133380556,0.0349733376796483,0.9944055944055944,0.9917832167832168,0.9956293706293707,0.9833333333333333,0.976825221238938,0.9916666666666667,,,
covertype,decision_tree,lightshap,kernel,2048.0,lightshap / kernel,10,15.905650000000001,14.0483,16.4752,0.023724583573154226,0.021862660196969887,0.025048906807374163,0.9951048951048952,0.9928321678321679,0.9965034965034965,0.9875,0.9825589970501475,0.9916666666666667,,,
covertype,decision_tree,lightshap,permutation,128.0,lightshap / permutation,10,1.851,1.8043,1.8673250000000001,0.05268647726693943,0.04848003423489822,0.05877013435976888,0.9905594405594407,0.9842657342657344,0.9921328671328672,0.9791666666666666,0.975,0.9895833333333334,,,
covertype,decision_tree,lightshap,permutation,512.0,lightshap / permutation,10,6.7702,6.52655,7.0086,0.02951148946578416,0.025175273392338368,0.03181496732051923,0.9951048951048952,0.9944055944055945,0.9958041958041959,0.9914085545722714,0.9833333333333333,0.9916666666666667,,,
covertype,decision_tree,lightshap,permutation,2048.0,lightshap / permutation,10,14.6964,13.215824999999999,15.28525,0.022902689571225765,0.020129981411412368,0.024087717797338995,0.9965034965034966,0.9958041958041959,0.9970279720279722,0.9916666666666667,0.985287610619469,0.9979166666666667,,,
