dataset,model,library,approximator,device,max_depth,seed,n_features,runtime_s
bike,xgboost,woodelf,interventional,cpu,12,2,12,11.05
bike,xgboost,woodelf,path_dependent,gpu,12,2,12,112.5549
bike,xgboost,woodelf,interventional,gpu,12,2,12,118.8038
bike,xgboost,woodelf,path_dependent,cpu,15,2,12,12.1262
bike,xgboost,woodelf,interventional,cpu,15,2,12,15.6214
bike,xgboost,woodelf,path_dependent,gpu,15,2,12,158.8242
bike,xgboost,woodelf,interventional,gpu,15,2,12,163.149
bike,xgboost,woodelf,path_dependent,cpu,20,2,12,13.3014
bike,xgboost,woodelf,interventional,cpu,20,2,12,17.2477
bike,xgboost,woodelf,path_dependent,gpu,20,2,12,176.705
bike,xgboost,woodelf,interventional,gpu,20,2,12,184.6591
bike,xgboost,woodelf,path_dependent,cpu,50,2,12,13.5437
bike,xgboost,woodelf,interventional,cpu,50,2,12,17.635
bike,xgboost,woodelf,path_dependent,gpu,50,2,12,183.3394
bike,xgboost,woodelf,interventional,gpu,50,2,12,189.8062
bike,xgboost,woodelf,path_dependent,cpu,80,2,12,13.4583
bike,xgboost,woodelf,interventional,cpu,80,2,12,17.1942
bike,xgboost,woodelf,path_dependent,gpu,80,2,12,179.294
bike,xgboost,woodelf,interventional,gpu,80,2,12,186.1599
bike,lightgbm,woodelf,path_dependent,cpu,4,2,12,0.2827
bike,lightgbm,woodelf,interventional,cpu,4,2,12,0.359
bike,lightgbm,woodelf,path_dependent,gpu,4,2,12,2.66
bike,lightgbm,woodelf,interventional,gpu,4,2,12,2.4377
bike,lightgbm,woodelf,path_dependent,cpu,8,2,12,0.7349
bike,lightgbm,woodelf,interventional,cpu,8,2,12,0.8917
bike,lightgbm,woodelf,path_dependent,gpu,8,2,12,6.6914
bike,lightgbm,woodelf,interventional,gpu,8,2,12,6.6494
bike,lightgbm,woodelf,path_dependent,cpu,12,2,12,0.784
bike,lightgbm,woodelf,interventional,cpu,12,2,12,1.002
bike,lightgbm,woodelf,path_dependent,gpu,12,2,12,7.7472
bike,lightgbm,woodelf,interventional,gpu,12,2,12,8.244
bike,lightgbm,woodelf,path_dependent,cpu,15,2,12,0.7874
bike,lightgbm,woodelf,interventional,cpu,15,2,12,1.0141
bike,lightgbm,woodelf,path_dependent,gpu,15,2,12,7.8607
bike,lightgbm,woodelf,interventional,gpu,15,2,12,8.1567
bike,lightgbm,woodelf,path_dependent,cpu,20,2,12,0.7814
bike,lightgbm,woodelf,interventional,cpu,20,2,12,1.0068
bike,lightgbm,woodelf,path_dependent,gpu,20,2,12,7.9813
bike,lightgbm,woodelf,interventional,gpu,20,2,12,8.3771
bike,lightgbm,woodelf,path_dependent,cpu,50,2,12,0.8036
bike,lightgbm,woodelf,interventional,cpu,50,2,12,1.0221
bike,lightgbm,woodelf,path_dependent,gpu,50,2,12,7.6478
bike,lightgbm,woodelf,interventional,gpu,50,2,12,7.9378
bike,lightgbm,woodelf,path_dependent,cpu,80,2,12,0.7599
bike,lightgbm,woodelf,interventional,cpu,80,2,12,0.9693
bike,lightgbm,woodelf,path_dependent,gpu,80,2,12,7.85
bike,lightgbm,woodelf,interventional,gpu,80,2,12,8.1185
bike,random_forest,woodelf,path_dependent,cpu,4,2,12,0.3168
bike,random_forest,woodelf,interventional,cpu,4,2,12,0.41
bike,random_forest,woodelf,path_dependent,gpu,4,2,12,3.0591
bike,random_forest,woodelf,interventional,gpu,4,2,12,2.9945
bike,random_forest,woodelf,path_dependent,cpu,8,2,12,4.1608
bike,random_forest,woodelf,interventional,cpu,8,2,12,5.3111
bike,random_forest,woodelf,path_dependent,gpu,8,2,12,45.8008
bike,random_forest,woodelf,interventional,gpu,8,2,12,48.2075
bike,random_forest,woodelf,path_dependent,cpu,12,2,12,12.0403
bike,random_forest,woodelf,interventional,cpu,12,2,12,15.8038
bike,random_forest,woodelf,path_dependent,gpu,12,2,12,149.8868
bike,random_forest,woodelf,interventional,gpu,12,2,12,158.2734
bike,random_forest,woodelf,path_dependent,cpu,15,2,12,14.7899
bike,random_forest,woodelf,interventional,cpu,15,2,12,19.5905
bike,random_forest,woodelf,path_dependent,gpu,15,2,12,191.5594
bike,random_forest,woodelf,interventional,gpu,15,2,12,203.099
bike,random_forest,woodelf,path_dependent,cpu,20,2,12,17.1716
bike,random_forest,woodelf,interventional,cpu,20,2,12,22.6795
bike,random_forest,woodelf,path_dependent,gpu,20,2,12,215.802
bike,random_forest,woodelf,interventional,gpu,20,2,12,226.0574
bike,random_forest,woodelf,path_dependent,cpu,50,2,12,15.1704
bike,random_forest,woodelf,interventional,cpu,50,2,12,20.2645
bike,random_forest,woodelf,path_dependent,gpu,50,2,12,204.3196
bike,random_forest,woodelf,interventional,gpu,50,2,12,213.6998
bike,random_forest,woodelf,path_dependent,cpu,80,2,12,15.6639
bike,random_forest,woodelf,interventional,cpu,80,2,12,20.7286
bike,random_forest,woodelf,path_dependent,gpu,80,2,12,204.9676
bike,random_forest,woodelf,interventional,gpu,80,2,12,216.1876
diabetes_130,xgboost,woodelf,path_dependent,cpu,4,2,47,0.2127
diabetes_130,xgboost,woodelf,interventional,cpu,4,2,47,0.2556
diabetes_130,xgboost,woodelf,path_dependent,gpu,4,2,47,2.2407
diabetes_130,xgboost,woodelf,interventional,gpu,4,2,47,2.0541
diabetes_130,xgboost,woodelf,path_dependent,cpu,8,2,47,0.6222
diabetes_130,xgboost,woodelf,interventional,cpu,8,2,47,0.7175
diabetes_130,xgboost,woodelf,path_dependent,gpu,8,2,47,7.2728
diabetes_130,xgboost,woodelf,interventional,gpu,8,2,47,7.438
diabetes_130,xgboost,woodelf,path_dependent,cpu,12,2,47,0.7087
diabetes_130,xgboost,woodelf,interventional,cpu,12,2,47,0.9863
diabetes_130,xgboost,woodelf,path_dependent,gpu,12,2,47,10.1489
diabetes_130,xgboost,woodelf,interventional,gpu,12,2,47,10.3744
diabetes_130,xgboost,woodelf,path_dependent,cpu,15,2,47,0.7231
diabetes_130,xgboost,woodelf,interventional,cpu,15,2,47,0.9186
diabetes_130,xgboost,woodelf,path_dependent,gpu,15,2,47,10.7314
diabetes_130,xgboost,woodelf,interventional,gpu,15,2,47,10.668
diabetes_130,xgboost,woodelf,path_dependent,cpu,20,2,47,0.7381
diabetes_130,xgboost,woodelf,interventional,cpu,20,2,47,0.947
diabetes_130,xgboost,woodelf,path_dependent,gpu,20,2,47,16.994
diabetes_130,xgboost,woodelf,interventional,gpu,20,2,47,16.6301
diabetes_130,xgboost,woodelf,path_dependent,cpu,50,2,47,0.7497
diabetes_130,xgboost,woodelf,interventional,cpu,50,2,47,0.9443
diabetes_130,xgboost,woodelf,path_dependent,gpu,50,2,47,16.968
diabetes_130,xgboost,woodelf,interventional,gpu,50,2,47,16.9255
diabetes_130,xgboost,woodelf,path_dependent,cpu,80,2,47,0.747
diabetes_130,xgboost,woodelf,interventional,cpu,80,2,47,0.9453
diabetes_130,xgboost,woodelf,path_dependent,gpu,80,2,47,17.4943
diabetes_130,xgboost,woodelf,interventional,gpu,80,2,47,16.9693
diabetes_130,lightgbm,woodelf,path_dependent,cpu,4,2,47,0.2231
diabetes_130,lightgbm,woodelf,interventional,cpu,4,2,47,0.2758
diabetes_130,lightgbm,woodelf,path_dependent,gpu,4,2,47,2.1763
diabetes_130,lightgbm,woodelf,interventional,gpu,4,2,47,1.9296
diabetes_130,lightgbm,woodelf,path_dependent,cpu,8,2,47,0.6592
diabetes_130,lightgbm,woodelf,interventional,cpu,8,2,47,0.7719
diabetes_130,lightgbm,woodelf,path_dependent,gpu,8,2,47,6.9839
diabetes_130,lightgbm,woodelf,interventional,gpu,8,2,47,7.0979
diabetes_130,lightgbm,woodelf,path_dependent,cpu,12,2,47,0.851
diabetes_130,lightgbm,woodelf,interventional,cpu,12,2,47,1.1305
diabetes_130,lightgbm,woodelf,path_dependent,gpu,12,2,47,10.4499
diabetes_130,lightgbm,woodelf,interventional,gpu,12,2,47,10.5675
diabetes_130,lightgbm,woodelf,path_dependent,cpu,15,2,47,0.9602
diabetes_130,lightgbm,woodelf,interventional,cpu,15,2,47,1.1348
diabetes_130,lightgbm,woodelf,path_dependent,gpu,15,2,47,12.5031
diabetes_130,lightgbm,woodelf,interventional,gpu,15,2,47,12.4887
diabetes_130,lightgbm,woodelf,path_dependent,cpu,20,2,47,0.8797
diabetes_130,lightgbm,woodelf,interventional,cpu,20,2,47,1.0578
diabetes_130,lightgbm,woodelf,path_dependent,gpu,20,2,47,40.6466
diabetes_130,lightgbm,woodelf,interventional,gpu,20,2,47,41.9169
diabetes_130,lightgbm,woodelf,path_dependent,cpu,50,2,47,0.9741
diabetes_130,lightgbm,woodelf,interventional,cpu,50,2,47,1.1472
diabetes_130,lightgbm,woodelf,path_dependent,gpu,50,2,47,42.7972
diabetes_130,lightgbm,woodelf,interventional,gpu,50,2,47,43.5101
diabetes_130,lightgbm,woodelf,path_dependent,cpu,80,2,47,0.8818
diabetes_130,lightgbm,woodelf,interventional,cpu,80,2,47,1.0629
diabetes_130,lightgbm,woodelf,path_dependent,gpu,80,2,47,40.7801
diabetes_130,lightgbm,woodelf,interventional,gpu,80,2,47,42.0187
diabetes_130,random_forest,woodelf,path_dependent,cpu,4,2,47,0.229
diabetes_130,random_forest,woodelf,interventional,cpu,4,2,47,0.2878
diabetes_130,random_forest,woodelf,path_dependent,gpu,4,2,47,2.6247
diabetes_130,random_forest,woodelf,interventional,gpu,4,2,47,2.3059
diabetes_130,random_forest,woodelf,path_dependent,cpu,8,2,47,1.1104
diabetes_130,random_forest,woodelf,interventional,cpu,8,2,47,1.3015
diabetes_130,random_forest,woodelf,path_dependent,gpu,8,2,47,12.9929
diabetes_130,random_forest,woodelf,interventional,gpu,8,2,47,13.2471
diabetes_130,random_forest,woodelf,path_dependent,cpu,12,2,47,2.4595
diabetes_130,random_forest,woodelf,interventional,cpu,12,2,47,4.2256
diabetes_130,random_forest,woodelf,path_dependent,gpu,12,2,47,39.1501
diabetes_130,random_forest,woodelf,interventional,gpu,12,2,47,39.4004
diabetes_130,random_forest,woodelf,path_dependent,cpu,15,2,47,3.0087
diabetes_130,random_forest,woodelf,interventional,cpu,15,2,47,3.3048
diabetes_130,random_forest,woodelf,path_dependent,gpu,15,2,47,50.0353
diabetes_130,random_forest,woodelf,interventional,gpu,15,2,47,50.1755
diabetes_130,random_forest,woodelf,path_dependent,cpu,20,2,47,3.9528
diabetes_130,random_forest,woodelf,interventional,cpu,20,2,47,4.0402
diabetes_130,random_forest,woodelf,path_dependent,gpu,20,2,47,101.2398
diabetes_130,random_forest,woodelf,interventional,gpu,20,2,47,93.8773
diabetes_130,random_forest,woodelf,path_dependent,cpu,50,2,47,4.0394
diabetes_130,random_forest,woodelf,interventional,cpu,50,2,47,4.1585
diabetes_130,random_forest,woodelf,path_dependent,gpu,50,2,47,609.0568
diabetes_130,random_forest,woodelf,interventional,gpu,50,2,47,607.4189
diabetes_130,random_forest,woodelf,path_dependent,cpu,80,2,47,4.2991
diabetes_130,random_forest,woodelf,interventional,cpu,80,2,47,4.4017
diabetes_130,random_forest,woodelf,path_dependent,gpu,80,2,47,606.8822
diabetes_130,random_forest,woodelf,interventional,gpu,80,2,47,608.7365
covertype,xgboost,woodelf,path_dependent,cpu,4,2,54,0.0001
covertype,xgboost,woodelf,interventional,cpu,4,2,54,0.0001
covertype,xgboost,woodelf,path_dependent,gpu,4,2,54,0.0
covertype,xgboost,woodelf,interventional,gpu,4,2,54,0.0
covertype,xgboost,woodelf,path_dependent,cpu,8,2,54,0.0001
covertype,xgboost,woodelf,interventional,cpu,8,2,54,0.0001
covertype,xgboost,woodelf,path_dependent,gpu,8,2,54,0.0001
covertype,xgboost,woodelf,interventional,gpu,8,2,54,0.0
covertype,xgboost,woodelf,path_dependent,cpu,12,2,54,0.0001
covertype,xgboost,woodelf,interventional,cpu,12,2,54,0.0001
covertype,xgboost,woodelf,path_dependent,gpu,12,2,54,0.0
covertype,xgboost,woodelf,interventional,gpu,12,2,54,0.0
covertype,xgboost,woodelf,path_dependent,cpu,15,2,54,0.0001
covertype,xgboost,woodelf,interventional,cpu,15,2,54,0.0001
covertype,xgboost,woodelf,path_dependent,gpu,15,2,54,0.0
covertype,xgboost,woodelf,interventional,gpu,15,2,54,0.0
covertype,xgboost,woodelf,path_dependent,cpu,20,2,54,0.0001
covertype,xgboost,woodelf,interventional,cpu,20,2,54,0.0001
covertype,xgboost,woodelf,path_dependent,gpu,20,2,54,0.0
covertype,xgboost,woodelf,interventional,gpu,20,2,54,0.0
covertype,xgboost,woodelf,path_dependent,cpu,50,2,54,0.0001
covertype,xgboost,woodelf,interventional,cpu,50,2,54,0.0001
covertype,xgboost,woodelf,path_dependent,gpu,50,2,54,0.0
covertype,xgboost,woodelf,interventional,gpu,50,2,54,0.0
covertype,xgboost,woodelf,path_dependent,cpu,80,2,54,0.0001
covertype,xgboost,woodelf,interventional,cpu,80,2,54,0.0001
covertype,xgboost,woodelf,path_dependent,gpu,80,2,54,0.0
covertype,xgboost,woodelf,interventional,gpu,80,2,54,0.0
covertype,lightgbm,woodelf,path_dependent,cpu,4,2,54,0.0001
covertype,lightgbm,woodelf,interventional,cpu,4,2,54,0.0001
covertype,lightgbm,woodelf,path_dependent,gpu,4,2,54,0.0
covertype,lightgbm,woodelf,interventional,gpu,4,2,54,0.0
covertype,lightgbm,woodelf,path_dependent,cpu,8,2,54,0.0001
covertype,lightgbm,woodelf,interventional,cpu,8,2,54,0.0001
covertype,lightgbm,woodelf,path_dependent,gpu,8,2,54,0.0
covertype,lightgbm,woodelf,interventional,gpu,8,2,54,0.0
covertype,lightgbm,woodelf,path_dependent,cpu,12,2,54,0.0001
covertype,lightgbm,woodelf,interventional,cpu,12,2,54,0.0001
covertype,lightgbm,woodelf,path_dependent,gpu,12,2,54,0.0
covertype,lightgbm,woodelf,interventional,gpu,12,2,54,0.0
covertype,lightgbm,woodelf,path_dependent,cpu,15,2,54,0.0001
covertype,lightgbm,woodelf,interventional,cpu,15,2,54,0.0001
covertype,lightgbm,woodelf,path_dependent,gpu,15,2,54,0.0
covertype,lightgbm,woodelf,interventional,gpu,15,2,54,0.0
covertype,lightgbm,woodelf,path_dependent,cpu,20,2,54,0.0001
covertype,lightgbm,woodelf,interventional,cpu,20,2,54,0.0001
covertype,lightgbm,woodelf,path_dependent,gpu,20,2,54,0.0
covertype,lightgbm,woodelf,interventional,gpu,20,2,54,0.0
covertype,lightgbm,woodelf,path_dependent,cpu,50,2,54,0.0001
covertype,lightgbm,woodelf,interventional,cpu,50,2,54,0.0001
covertype,lightgbm,woodelf,path_dependent,gpu,50,2,54,0.0001
covertype,lightgbm,woodelf,interventional,gpu,50,2,54,0.0
covertype,lightgbm,woodelf,path_dependent,cpu,80,2,54,0.0001
covertype,lightgbm,woodelf,interventional,cpu,80,2,54,0.0001
covertype,lightgbm,woodelf,path_dependent,gpu,80,2,54,0.0
covertype,lightgbm,woodelf,interventional,gpu,80,2,54,0.0
covertype,random_forest,woodelf,path_dependent,cpu,4,2,54,0.2953
covertype,random_forest,woodelf,interventional,cpu,4,2,54,0.3711
covertype,random_forest,woodelf,path_dependent,gpu,4,2,54,3.2384
covertype,random_forest,woodelf,interventional,gpu,4,2,54,3.001
covertype,random_forest,woodelf,path_dependent,cpu,8,2,54,1.6943
covertype,random_forest,woodelf,interventional,cpu,8,2,54,1.9894
covertype,random_forest,woodelf,path_dependent,gpu,8,2,54,20.9632
covertype,random_forest,woodelf,interventional,gpu,8,2,54,21.5345
covertype,random_forest,woodelf,path_dependent,cpu,12,2,54,3.6055
covertype,random_forest,woodelf,interventional,cpu,12,2,54,6.4569
covertype,random_forest,woodelf,path_dependent,gpu,12,2,54,57.181
covertype,random_forest,woodelf,interventional,gpu,12,2,54,58.4612
covertype,random_forest,woodelf,path_dependent,cpu,15,2,54,5.4312
covertype,random_forest,woodelf,interventional,cpu,15,2,54,5.9955
covertype,random_forest,woodelf,path_dependent,gpu,15,2,54,90.7087
covertype,random_forest,woodelf,interventional,gpu,15,2,54,89.3888
covertype,random_forest,woodelf,path_dependent,cpu,20,2,54,7.6699
covertype,random_forest,woodelf,interventional,cpu,20,2,54,7.7522
covertype,random_forest,woodelf,path_dependent,gpu,20,2,54,190.4974
covertype,random_forest,woodelf,interventional,gpu,20,2,54,173.4138
covertype,random_forest,woodelf,path_dependent,cpu,50,2,54,8.751
covertype,random_forest,woodelf,interventional,cpu,50,2,54,8.6123
covertype,random_forest,woodelf,path_dependent,gpu,50,2,54,605.9253
covertype,random_forest,woodelf,interventional,gpu,50,2,54,605.266
covertype,random_forest,woodelf,path_dependent,cpu,80,2,54,8.7098
covertype,random_forest,woodelf,interventional,cpu,80,2,54,8.4013
covertype,random_forest,woodelf,path_dependent,gpu,80,2,54,606.0817
covertype,random_forest,woodelf,interventional,gpu,80,2,54,605.3746
gisette,xgboost,woodelf,path_dependent,cpu,4,3,1000,0.2767
gisette,xgboost,woodelf,interventional,cpu,4,3,1000,0.3486
gisette,xgboost,woodelf,path_dependent,gpu,4,3,1000,3.4168
gisette,xgboost,woodelf,interventional,gpu,4,3,1000,3.3676
gisette,xgboost,woodelf,path_dependent,cpu,8,3,1000,0.405
gisette,xgboost,woodelf,interventional,cpu,8,3,1000,0.4927
gisette,xgboost,woodelf,path_dependent,gpu,8,3,1000,4.1313
gisette,xgboost,woodelf,interventional,gpu,8,3,1000,4.1618
gisette,xgboost,woodelf,path_dependent,cpu,12,3,1000,0.3973
gisette,xgboost,woodelf,interventional,cpu,12,3,1000,0.5657
gisette,xgboost,woodelf,path_dependent,gpu,12,3,1000,4.7708
gisette,xgboost,woodelf,interventional,gpu,12,3,1000,4.7945
gisette,xgboost,woodelf,path_dependent,cpu,15,3,1000,0.3622
gisette,xgboost,woodelf,interventional,cpu,15,3,1000,0.5474
gisette,xgboost,woodelf,path_dependent,gpu,15,3,1000,4.65
gisette,xgboost,woodelf,interventional,gpu,15,3,1000,4.7684
gisette,xgboost,woodelf,path_dependent,cpu,20,3,1000,0.3724
gisette,xgboost,woodelf,interventional,cpu,20,3,1000,0.5627
gisette,xgboost,woodelf,path_dependent,gpu,20,3,1000,4.8346
gisette,xgboost,woodelf,interventional,gpu,20,3,1000,4.7646
gisette,xgboost,woodelf,path_dependent,cpu,50,3,1000,0.3724
gisette,xgboost,woodelf,interventional,cpu,50,3,1000,0.5591
gisette,xgboost,woodelf,path_dependent,gpu,50,3,1000,4.7203
gisette,xgboost,woodelf,interventional,gpu,50,3,1000,4.8262
gisette,xgboost,woodelf,path_dependent,cpu,80,3,1000,0.371
gisette,xgboost,woodelf,interventional,cpu,80,3,1000,0.5604
gisette,xgboost,woodelf,path_dependent,gpu,80,3,1000,4.6667
gisette,xgboost,woodelf,interventional,gpu,80,3,1000,4.7594
gisette,lightgbm,woodelf,path_dependent,cpu,4,3,1000,0.3456
gisette,lightgbm,woodelf,interventional,cpu,4,3,1000,0.432
gisette,lightgbm,woodelf,path_dependent,gpu,4,3,1000,4.2303
gisette,lightgbm,woodelf,interventional,gpu,4,3,1000,4.0291
gisette,lightgbm,woodelf,path_dependent,cpu,8,3,1000,0.9047
gisette,lightgbm,woodelf,interventional,cpu,8,3,1000,1.0319
gisette,lightgbm,woodelf,path_dependent,gpu,8,3,1000,9.4366
gisette,lightgbm,woodelf,interventional,gpu,8,3,1000,9.3754
gisette,lightgbm,woodelf,path_dependent,cpu,12,3,1000,0.8882
gisette,lightgbm,woodelf,interventional,cpu,12,3,1000,1.2987
gisette,lightgbm,woodelf,path_dependent,gpu,12,3,1000,10.8817
gisette,lightgbm,woodelf,interventional,gpu,12,3,1000,10.5153
gisette,lightgbm,woodelf,path_dependent,cpu,15,3,1000,0.8501
gisette,lightgbm,woodelf,interventional,cpu,15,3,1000,1.0439
gisette,lightgbm,woodelf,path_dependent,gpu,15,3,1000,11.4679
gisette,lightgbm,woodelf,interventional,gpu,15,3,1000,11.4482
gisette,lightgbm,woodelf,path_dependent,cpu,20,3,1000,0.8722
gisette,lightgbm,woodelf,interventional,cpu,20,3,1000,1.0602
gisette,lightgbm,woodelf,path_dependent,gpu,20,3,1000,11.489
gisette,lightgbm,woodelf,interventional,gpu,20,3,1000,11.3968
gisette,lightgbm,woodelf,path_dependent,cpu,50,3,1000,0.8512
gisette,lightgbm,woodelf,interventional,cpu,50,3,1000,1.0496
gisette,lightgbm,woodelf,path_dependent,gpu,50,3,1000,11.4509
gisette,lightgbm,woodelf,interventional,gpu,50,3,1000,11.3192
gisette,lightgbm,woodelf,path_dependent,cpu,80,3,1000,0.8612
gisette,lightgbm,woodelf,interventional,cpu,80,3,1000,1.058
gisette,lightgbm,woodelf,path_dependent,gpu,80,3,1000,10.9897
gisette,lightgbm,woodelf,interventional,gpu,80,3,1000,11.0251
gisette,random_forest,woodelf,path_dependent,cpu,4,3,1000,0.3506
gisette,random_forest,woodelf,interventional,cpu,4,3,1000,0.4607
gisette,random_forest,woodelf,path_dependent,gpu,4,3,1000,4.757
gisette,random_forest,woodelf,interventional,gpu,4,3,1000,4.5792
gisette,random_forest,woodelf,path_dependent,cpu,8,3,1000,1.4339
gisette,random_forest,woodelf,interventional,cpu,8,3,1000,1.6915
gisette,random_forest,woodelf,path_dependent,gpu,8,3,1000,17.2728
gisette,random_forest,woodelf,interventional,gpu,8,3,1000,17.4348
gisette,random_forest,woodelf,path_dependent,cpu,12,3,1000,1.5815
gisette,random_forest,woodelf,interventional,cpu,12,3,1000,2.8304
gisette,random_forest,woodelf,path_dependent,gpu,12,3,1000,24.7214
gisette,random_forest,woodelf,interventional,gpu,12,3,1000,24.943
gisette,random_forest,woodelf,path_dependent,cpu,15,3,1000,1.6036
gisette,random_forest,woodelf,interventional,cpu,15,3,1000,1.9823
gisette,random_forest,woodelf,path_dependent,gpu,15,3,1000,26.5772
gisette,random_forest,woodelf,interventional,gpu,15,3,1000,26.7088
gisette,random_forest,woodelf,path_dependent,cpu,20,3,1000,1.6557
gisette,random_forest,woodelf,interventional,cpu,20,3,1000,2.0317
gisette,random_forest,woodelf,path_dependent,gpu,20,3,1000,33.675
gisette,random_forest,woodelf,interventional,gpu,20,3,1000,33.2546
gisette,random_forest,woodelf,path_dependent,cpu,50,3,1000,1.6487
gisette,random_forest,woodelf,interventional,cpu,50,3,1000,2.0079
gisette,random_forest,woodelf,path_dependent,gpu,50,3,1000,34.1422
gisette,random_forest,woodelf,interventional,gpu,50,3,1000,34.0785
gisette,random_forest,woodelf,path_dependent,cpu,80,3,1000,1.6299
gisette,random_forest,woodelf,interventional,cpu,80,3,1000,2.0297
gisette,random_forest,woodelf,path_dependent,gpu,80,3,1000,33.745
gisette,random_forest,woodelf,interventional,gpu,80,3,1000,33.0747
ames_housing,xgboost,woodelf,path_dependent,cpu,4,3,79,0.2922
ames_housing,xgboost,woodelf,interventional,cpu,4,3,79,0.3557
ames_housing,xgboost,woodelf,path_dependent,gpu,4,3,79,3.0687
ames_housing,xgboost,woodelf,interventional,gpu,4,3,79,3.0417
ames_housing,xgboost,woodelf,path_dependent,cpu,8,3,79,2.7126
ames_housing,xgboost,woodelf,interventional,cpu,8,3,79,3.2361
ames_housing,xgboost,woodelf,path_dependent,gpu,8,3,79,32.223
ames_housing,xgboost,woodelf,interventional,gpu,8,3,79,33.2691
ames_housing,xgboost,woodelf,path_dependent,cpu,12,3,79,6.5809
ames_housing,xgboost,woodelf,interventional,cpu,12,3,79,11.6757
ames_housing,xgboost,woodelf,path_dependent,gpu,12,3,79,107.3666
ames_housing,xgboost,woodelf,interventional,gpu,12,3,79,108.5991
ames_housing,xgboost,woodelf,path_dependent,cpu,15,3,79,8.7334
ames_housing,xgboost,woodelf,interventional,cpu,15,3,79,9.2839
ames_housing,xgboost,woodelf,path_dependent,gpu,15,3,79,160.6533
ames_housing,xgboost,woodelf,interventional,gpu,15,3,79,161.4543
ames_housing,xgboost,woodelf,path_dependent,cpu,20,3,79,10.4182
ames_housing,xgboost,woodelf,interventional,cpu,20,3,79,10.3381
ames_housing,xgboost,woodelf,path_dependent,gpu,20,3,79,253.4167
ames_housing,xgboost,woodelf,interventional,gpu,20,3,79,231.7636
ames_housing,xgboost,woodelf,path_dependent,cpu,50,3,79,11.6576
ames_housing,xgboost,woodelf,interventional,cpu,50,3,79,11.5053
ames_housing,xgboost,woodelf,path_dependent,gpu,50,3,79,606.2886
ames_housing,xgboost,woodelf,interventional,gpu,50,3,79,612.8752
ames_housing,xgboost,woodelf,path_dependent,cpu,80,3,79,11.6777
ames_housing,xgboost,woodelf,interventional,cpu,80,3,79,11.3003
ames_housing,xgboost,woodelf,path_dependent,gpu,80,3,79,609.8257
ames_housing,xgboost,woodelf,interventional,gpu,80,3,79,605.3278
ames_housing,lightgbm,woodelf,path_dependent,cpu,4,3,79,0.2115
ames_housing,lightgbm,woodelf,interventional,cpu,4,3,79,0.2536
ames_housing,lightgbm,woodelf,path_dependent,gpu,4,3,79,2.2289
ames_housing,lightgbm,woodelf,interventional,gpu,4,3,79,1.956
ames_housing,lightgbm,woodelf,path_dependent,cpu,8,3,79,0.5184
ames_housing,lightgbm,woodelf,interventional,cpu,8,3,79,0.6185
ames_housing,lightgbm,woodelf,path_dependent,gpu,8,3,79,6.0375
ames_housing,lightgbm,woodelf,interventional,gpu,8,3,79,5.7194
ames_housing,lightgbm,woodelf,path_dependent,cpu,12,3,79,0.6643
ames_housing,lightgbm,woodelf,interventional,cpu,12,3,79,0.9824
ames_housing,lightgbm,woodelf,path_dependent,gpu,12,3,79,9.0015
ames_housing,lightgbm,woodelf,interventional,gpu,12,3,79,8.9141
ames_housing,lightgbm,woodelf,path_dependent,cpu,15,3,79,0.8111
ames_housing,lightgbm,woodelf,interventional,cpu,15,3,79,0.943
ames_housing,lightgbm,woodelf,path_dependent,gpu,15,3,79,12.6671
ames_housing,lightgbm,woodelf,interventional,gpu,15,3,79,12.1325
ames_housing,lightgbm,woodelf,path_dependent,cpu,20,3,79,0.9982
ames_housing,lightgbm,woodelf,interventional,cpu,20,3,79,1.0612
ames_housing,lightgbm,woodelf,path_dependent,gpu,20,3,79,44.5155
ames_housing,lightgbm,woodelf,interventional,gpu,20,3,79,42.9662
ames_housing,lightgbm,woodelf,path_dependent,cpu,50,3,79,0.965
ames_housing,lightgbm,woodelf,interventional,cpu,50,3,79,1.0632
ames_housing,lightgbm,woodelf,path_dependent,gpu,50,3,79,285.4034
ames_housing,lightgbm,woodelf,interventional,gpu,50,3,79,286.6609
ames_housing,lightgbm,woodelf,path_dependent,cpu,80,3,79,1.0063
ames_housing,lightgbm,woodelf,interventional,cpu,80,3,79,1.1038
ames_housing,lightgbm,woodelf,path_dependent,gpu,80,3,79,289.8264
ames_housing,lightgbm,woodelf,interventional,gpu,80,3,79,291.0237
ames_housing,random_forest,woodelf,path_dependent,cpu,4,3,79,0.3429
ames_housing,random_forest,woodelf,interventional,cpu,4,3,79,0.4348
ames_housing,random_forest,woodelf,path_dependent,gpu,4,3,79,3.6117
ames_housing,random_forest,woodelf,interventional,gpu,4,3,79,3.438
ames_housing,random_forest,woodelf,path_dependent,cpu,8,3,79,4.4007
ames_housing,random_forest,woodelf,interventional,cpu,8,3,79,5.2867
ames_housing,random_forest,woodelf,path_dependent,gpu,8,3,79,53.6041
ames_housing,random_forest,woodelf,interventional,gpu,8,3,79,55.6333
ames_housing,random_forest,woodelf,path_dependent,cpu,12,3,79,13.5067
ames_housing,random_forest,woodelf,interventional,cpu,12,3,79,24.1849
ames_housing,random_forest,woodelf,path_dependent,gpu,12,3,79,223.6469
ames_housing,random_forest,woodelf,interventional,gpu,12,3,79,228.0398
ames_housing,random_forest,woodelf,path_dependent,cpu,15,3,79,16.6475
