dataset,model,library,approximator,device,max_depth,seed,n_features,runtime_s
bike,random_forest,woodelf,path_dependent,cpu,50,7,12,16.2762
bike,random_forest,woodelf,interventional,cpu,50,7,12,21.414
bike,random_forest,woodelf,path_dependent,gpu,50,7,12,216.2434
bike,random_forest,woodelf,interventional,gpu,50,7,12,214.9273
bike,random_forest,woodelf,path_dependent,cpu,80,7,12,15.58
bike,random_forest,woodelf,interventional,cpu,80,7,12,20.5341
bike,random_forest,woodelf,path_dependent,gpu,80,7,12,206.0308
bike,random_forest,woodelf,interventional,gpu,80,7,12,214.9759
diabetes_130,xgboost,woodelf,path_dependent,cpu,4,7,47,0.195
diabetes_130,xgboost,woodelf,interventional,cpu,4,7,47,0.2309
diabetes_130,xgboost,woodelf,path_dependent,gpu,4,7,47,1.7292
diabetes_130,xgboost,woodelf,interventional,gpu,4,7,47,1.7551
diabetes_130,xgboost,woodelf,path_dependent,cpu,8,7,47,0.504
diabetes_130,xgboost,woodelf,interventional,cpu,8,7,47,0.5912
diabetes_130,xgboost,woodelf,path_dependent,gpu,8,7,47,5.3988
diabetes_130,xgboost,woodelf,interventional,gpu,8,7,47,5.6107
diabetes_130,xgboost,woodelf,path_dependent,cpu,12,7,47,0.6208
diabetes_130,xgboost,woodelf,interventional,cpu,12,7,47,0.8587
diabetes_130,xgboost,woodelf,path_dependent,gpu,12,7,47,8.1462
diabetes_130,xgboost,woodelf,interventional,gpu,12,7,47,8.4606
diabetes_130,xgboost,woodelf,path_dependent,cpu,15,7,47,0.6567
diabetes_130,xgboost,woodelf,interventional,cpu,15,7,47,0.8325
diabetes_130,xgboost,woodelf,path_dependent,gpu,15,7,47,9.7045
diabetes_130,xgboost,woodelf,interventional,gpu,15,7,47,9.7828
diabetes_130,xgboost,woodelf,path_dependent,cpu,20,7,47,0.6548
diabetes_130,xgboost,woodelf,interventional,cpu,20,7,47,0.815
diabetes_130,xgboost,woodelf,path_dependent,gpu,20,7,47,23.7522
diabetes_130,xgboost,woodelf,interventional,gpu,20,7,47,22.9638
diabetes_130,xgboost,woodelf,path_dependent,cpu,50,7,47,0.667
diabetes_130,xgboost,woodelf,interventional,cpu,50,7,47,0.8414
diabetes_130,xgboost,woodelf,path_dependent,gpu,50,7,47,24.0044
diabetes_130,xgboost,woodelf,interventional,gpu,50,7,47,22.9447
diabetes_130,xgboost,woodelf,path_dependent,cpu,80,7,47,0.657
diabetes_130,xgboost,woodelf,interventional,cpu,80,7,47,0.7964
diabetes_130,xgboost,woodelf,path_dependent,gpu,80,7,47,23.5509
diabetes_130,xgboost,woodelf,interventional,gpu,80,7,47,22.0981
diabetes_130,lightgbm,woodelf,path_dependent,cpu,4,7,47,0.2167
diabetes_130,lightgbm,woodelf,interventional,cpu,4,7,47,0.2665
diabetes_130,lightgbm,woodelf,path_dependent,gpu,4,7,47,2.0404
diabetes_130,lightgbm,woodelf,interventional,gpu,4,7,47,1.8465
diabetes_130,lightgbm,woodelf,path_dependent,cpu,8,7,47,0.6804
diabetes_130,lightgbm,woodelf,interventional,cpu,8,7,47,0.8199
diabetes_130,lightgbm,woodelf,path_dependent,gpu,8,7,47,6.6663
diabetes_130,lightgbm,woodelf,interventional,gpu,8,7,47,6.9476
diabetes_130,lightgbm,woodelf,path_dependent,cpu,12,7,47,0.8384
diabetes_130,lightgbm,woodelf,interventional,cpu,12,7,47,1.1263
diabetes_130,lightgbm,woodelf,path_dependent,gpu,12,7,47,9.7545
diabetes_130,lightgbm,woodelf,interventional,gpu,12,7,47,9.916
diabetes_130,lightgbm,woodelf,path_dependent,cpu,15,7,47,0.8807
diabetes_130,lightgbm,woodelf,interventional,cpu,15,7,47,1.0556
diabetes_130,lightgbm,woodelf,path_dependent,gpu,15,7,47,11.4322
diabetes_130,lightgbm,woodelf,interventional,gpu,15,7,47,11.2874
diabetes_130,lightgbm,woodelf,path_dependent,cpu,20,7,47,0.9417
diabetes_130,lightgbm,woodelf,interventional,cpu,20,7,47,1.0587
diabetes_130,lightgbm,woodelf,path_dependent,gpu,20,7,47,41.9503
diabetes_130,lightgbm,woodelf,interventional,gpu,20,7,47,40.5673
diabetes_130,lightgbm,woodelf,path_dependent,cpu,50,7,47,0.9049
diabetes_130,lightgbm,woodelf,interventional,cpu,50,7,47,1.0751
diabetes_130,lightgbm,woodelf,path_dependent,gpu,50,7,47,77.6065
diabetes_130,lightgbm,woodelf,interventional,gpu,50,7,47,73.838
diabetes_130,lightgbm,woodelf,path_dependent,cpu,80,7,47,0.8959
diabetes_130,lightgbm,woodelf,interventional,cpu,80,7,47,1.0473
diabetes_130,lightgbm,woodelf,path_dependent,gpu,80,7,47,76.1113
diabetes_130,lightgbm,woodelf,interventional,gpu,80,7,47,71.3736
diabetes_130,random_forest,woodelf,path_dependent,cpu,4,7,47,0.264
diabetes_130,random_forest,woodelf,interventional,cpu,4,7,47,0.332
diabetes_130,random_forest,woodelf,path_dependent,gpu,4,7,47,3.1691
diabetes_130,random_forest,woodelf,interventional,gpu,4,7,47,2.7846
diabetes_130,random_forest,woodelf,path_dependent,cpu,8,7,47,1.0657
diabetes_130,random_forest,woodelf,interventional,cpu,8,7,47,1.244
diabetes_130,random_forest,woodelf,path_dependent,gpu,8,7,47,13.5309
diabetes_130,random_forest,woodelf,interventional,gpu,8,7,47,13.3655
diabetes_130,random_forest,woodelf,path_dependent,cpu,12,7,47,2.2715
diabetes_130,random_forest,woodelf,interventional,cpu,12,7,47,3.8928
diabetes_130,random_forest,woodelf,path_dependent,gpu,12,7,47,35.3621
diabetes_130,random_forest,woodelf,interventional,gpu,12,7,47,35.528
diabetes_130,random_forest,woodelf,path_dependent,cpu,15,7,47,2.8061
diabetes_130,random_forest,woodelf,interventional,cpu,15,7,47,3.1066
diabetes_130,random_forest,woodelf,path_dependent,gpu,15,7,47,46.6325
diabetes_130,random_forest,woodelf,interventional,gpu,15,7,47,46.4892
diabetes_130,random_forest,woodelf,path_dependent,cpu,20,7,47,3.435
diabetes_130,random_forest,woodelf,interventional,cpu,20,7,47,3.5883
diabetes_130,random_forest,woodelf,path_dependent,gpu,20,7,47,87.9157
diabetes_130,random_forest,woodelf,interventional,gpu,20,7,47,84.15
diabetes_130,random_forest,woodelf,path_dependent,cpu,50,7,47,3.4252
diabetes_130,random_forest,woodelf,interventional,cpu,50,7,47,3.5715
diabetes_130,random_forest,woodelf,path_dependent,gpu,50,7,47,610.1108
diabetes_130,random_forest,woodelf,interventional,gpu,50,7,47,612.2283
diabetes_130,random_forest,woodelf,path_dependent,cpu,80,7,47,3.3985
diabetes_130,random_forest,woodelf,interventional,cpu,80,7,47,3.5929
diabetes_130,random_forest,woodelf,path_dependent,gpu,80,7,47,605.77
diabetes_130,random_forest,woodelf,interventional,gpu,80,7,47,617.2076
covertype,xgboost,woodelf,path_dependent,cpu,4,7,54,0.0001
covertype,xgboost,woodelf,interventional,cpu,4,7,54,0.0001
covertype,xgboost,woodelf,path_dependent,gpu,4,7,54,0.0
covertype,xgboost,woodelf,interventional,gpu,4,7,54,0.0
covertype,xgboost,woodelf,path_dependent,cpu,8,7,54,0.0001
covertype,xgboost,woodelf,interventional,cpu,8,7,54,0.0001
covertype,xgboost,woodelf,path_dependent,gpu,8,7,54,0.0
covertype,xgboost,woodelf,interventional,gpu,8,7,54,0.0
covertype,xgboost,woodelf,path_dependent,cpu,12,7,54,0.0001
covertype,xgboost,woodelf,interventional,cpu,12,7,54,0.0001
covertype,xgboost,woodelf,path_dependent,gpu,12,7,54,0.0
covertype,xgboost,woodelf,interventional,gpu,12,7,54,0.0
covertype,xgboost,woodelf,path_dependent,cpu,15,7,54,0.0001
covertype,xgboost,woodelf,interventional,cpu,15,7,54,0.0001
covertype,xgboost,woodelf,path_dependent,gpu,15,7,54,0.0
covertype,xgboost,woodelf,interventional,gpu,15,7,54,0.0
covertype,xgboost,woodelf,path_dependent,cpu,20,7,54,0.0001
covertype,xgboost,woodelf,interventional,cpu,20,7,54,0.0001
covertype,xgboost,woodelf,path_dependent,gpu,20,7,54,0.0
covertype,xgboost,woodelf,interventional,gpu,20,7,54,0.0
covertype,xgboost,woodelf,path_dependent,cpu,50,7,54,0.0001
covertype,xgboost,woodelf,interventional,cpu,50,7,54,0.0001
covertype,xgboost,woodelf,path_dependent,gpu,50,7,54,0.0
covertype,xgboost,woodelf,interventional,gpu,50,7,54,0.0
covertype,xgboost,woodelf,path_dependent,cpu,80,7,54,0.0001
covertype,xgboost,woodelf,interventional,cpu,80,7,54,0.0001
covertype,xgboost,woodelf,path_dependent,gpu,80,7,54,0.0
covertype,xgboost,woodelf,interventional,gpu,80,7,54,0.0
covertype,lightgbm,woodelf,path_dependent,cpu,4,7,54,0.0001
covertype,lightgbm,woodelf,interventional,cpu,4,7,54,0.0001
covertype,lightgbm,woodelf,path_dependent,gpu,4,7,54,0.0
covertype,lightgbm,woodelf,interventional,gpu,4,7,54,0.0
covertype,lightgbm,woodelf,path_dependent,cpu,8,7,54,0.0001
covertype,lightgbm,woodelf,interventional,cpu,8,7,54,0.0001
covertype,lightgbm,woodelf,path_dependent,gpu,8,7,54,0.0
covertype,lightgbm,woodelf,interventional,gpu,8,7,54,0.0
covertype,lightgbm,woodelf,path_dependent,cpu,12,7,54,0.0001
covertype,lightgbm,woodelf,interventional,cpu,12,7,54,0.0001
covertype,lightgbm,woodelf,path_dependent,gpu,12,7,54,0.0
covertype,lightgbm,woodelf,interventional,gpu,12,7,54,0.0
covertype,lightgbm,woodelf,path_dependent,cpu,15,7,54,0.0001
covertype,lightgbm,woodelf,interventional,cpu,15,7,54,0.0001
covertype,lightgbm,woodelf,path_dependent,gpu,15,7,54,0.0
covertype,lightgbm,woodelf,interventional,gpu,15,7,54,0.0
covertype,lightgbm,woodelf,path_dependent,cpu,20,7,54,0.0001
covertype,lightgbm,woodelf,interventional,cpu,20,7,54,0.0001
covertype,lightgbm,woodelf,path_dependent,gpu,20,7,54,0.0
covertype,lightgbm,woodelf,interventional,gpu,20,7,54,0.0
covertype,lightgbm,woodelf,path_dependent,cpu,50,7,54,0.0001
covertype,lightgbm,woodelf,interventional,cpu,50,7,54,0.0001
covertype,lightgbm,woodelf,path_dependent,gpu,50,7,54,0.0
covertype,lightgbm,woodelf,interventional,gpu,50,7,54,0.0
covertype,lightgbm,woodelf,path_dependent,cpu,80,7,54,0.0001
covertype,lightgbm,woodelf,interventional,cpu,80,7,54,0.0001
covertype,lightgbm,woodelf,path_dependent,gpu,80,7,54,0.0
covertype,lightgbm,woodelf,interventional,gpu,80,7,54,0.0
covertype,random_forest,woodelf,path_dependent,cpu,4,7,54,0.3042
covertype,random_forest,woodelf,interventional,cpu,4,7,54,0.3812
covertype,random_forest,woodelf,path_dependent,gpu,4,7,54,3.1808
covertype,random_forest,woodelf,interventional,gpu,4,7,54,2.9567
covertype,random_forest,woodelf,path_dependent,cpu,8,7,54,1.7135
covertype,random_forest,woodelf,interventional,cpu,8,7,54,2.0111
covertype,random_forest,woodelf,path_dependent,gpu,8,7,54,20.5848
covertype,random_forest,woodelf,interventional,gpu,8,7,54,20.9529
covertype,random_forest,woodelf,path_dependent,cpu,12,7,54,3.7428
covertype,random_forest,woodelf,interventional,cpu,12,7,54,6.6078
covertype,random_forest,woodelf,path_dependent,gpu,12,7,54,60.0968
covertype,random_forest,woodelf,interventional,gpu,12,7,54,59.272
covertype,random_forest,woodelf,path_dependent,cpu,15,7,54,6.2027
covertype,random_forest,woodelf,interventional,cpu,15,7,54,6.7617
covertype,random_forest,woodelf,path_dependent,gpu,15,7,54,101.9486
covertype,random_forest,woodelf,interventional,gpu,15,7,54,100.4035
covertype,random_forest,woodelf,path_dependent,cpu,20,7,54,7.7404
covertype,random_forest,woodelf,interventional,cpu,20,7,54,7.7964
covertype,random_forest,woodelf,path_dependent,gpu,20,7,54,179.9569
covertype,random_forest,woodelf,interventional,gpu,20,7,54,164.284
covertype,random_forest,woodelf,path_dependent,cpu,50,7,54,13.0622
covertype,random_forest,woodelf,interventional,cpu,50,7,54,12.722
covertype,random_forest,woodelf,path_dependent,gpu,50,7,54,609.6629
covertype,random_forest,woodelf,interventional,gpu,50,7,54,631.532
covertype,random_forest,woodelf,path_dependent,cpu,80,7,54,8.1077
covertype,random_forest,woodelf,interventional,cpu,80,7,54,7.9931
covertype,random_forest,woodelf,path_dependent,gpu,80,7,54,606.8906
covertype,random_forest,woodelf,interventional,gpu,80,7,54,609.0656
gisette,xgboost,woodelf,path_dependent,cpu,4,8,1000,0.287
gisette,xgboost,woodelf,interventional,cpu,4,8,1000,0.3627
gisette,xgboost,woodelf,path_dependent,gpu,4,8,1000,3.5505
gisette,xgboost,woodelf,interventional,gpu,4,8,1000,3.5101
gisette,xgboost,woodelf,path_dependent,cpu,8,8,1000,0.4112
gisette,xgboost,woodelf,interventional,cpu,8,8,1000,0.498
gisette,xgboost,woodelf,path_dependent,gpu,8,8,1000,4.339
gisette,xgboost,woodelf,interventional,gpu,8,8,1000,4.321
gisette,xgboost,woodelf,path_dependent,cpu,12,8,1000,0.3748
gisette,xgboost,woodelf,interventional,cpu,12,8,1000,0.5184
gisette,xgboost,woodelf,path_dependent,gpu,12,8,1000,4.6765
gisette,xgboost,woodelf,interventional,gpu,12,8,1000,4.6202
gisette,xgboost,woodelf,path_dependent,cpu,15,8,1000,0.3644
gisette,xgboost,woodelf,interventional,cpu,15,8,1000,0.5265
gisette,xgboost,woodelf,path_dependent,gpu,15,8,1000,4.741
gisette,xgboost,woodelf,interventional,gpu,15,8,1000,4.685
gisette,xgboost,woodelf,path_dependent,cpu,20,8,1000,0.3774
gisette,xgboost,woodelf,interventional,cpu,20,8,1000,0.5175
gisette,xgboost,woodelf,path_dependent,gpu,20,8,1000,4.6258
gisette,xgboost,woodelf,interventional,gpu,20,8,1000,4.571
gisette,xgboost,woodelf,path_dependent,cpu,50,8,1000,0.3698
gisette,xgboost,woodelf,interventional,cpu,50,8,1000,0.5279
gisette,xgboost,woodelf,path_dependent,gpu,50,8,1000,4.6691
gisette,xgboost,woodelf,interventional,gpu,50,8,1000,4.5463
gisette,xgboost,woodelf,path_dependent,cpu,80,8,1000,0.4025
gisette,xgboost,woodelf,interventional,cpu,80,8,1000,0.5685
gisette,xgboost,woodelf,path_dependent,gpu,80,8,1000,5.102
gisette,xgboost,woodelf,interventional,gpu,80,8,1000,5.0383
gisette,lightgbm,woodelf,path_dependent,cpu,4,8,1000,0.3332
gisette,lightgbm,woodelf,interventional,cpu,4,8,1000,0.4196
gisette,lightgbm,woodelf,path_dependent,gpu,4,8,1000,4.0895
gisette,lightgbm,woodelf,interventional,gpu,4,8,1000,3.8914
gisette,lightgbm,woodelf,path_dependent,cpu,8,8,1000,0.909
gisette,lightgbm,woodelf,interventional,cpu,8,8,1000,1.0525
gisette,lightgbm,woodelf,path_dependent,gpu,8,8,1000,9.6626
gisette,lightgbm,woodelf,interventional,gpu,8,8,1000,9.6912
gisette,lightgbm,woodelf,path_dependent,cpu,12,8,1000,0.8733
gisette,lightgbm,woodelf,interventional,cpu,12,8,1000,1.2897
gisette,lightgbm,woodelf,path_dependent,gpu,12,8,1000,11.0257
gisette,lightgbm,woodelf,interventional,gpu,12,8,1000,11.0497
gisette,lightgbm,woodelf,path_dependent,cpu,15,8,1000,0.9374
gisette,lightgbm,woodelf,interventional,cpu,15,8,1000,1.1562
gisette,lightgbm,woodelf,path_dependent,gpu,15,8,1000,12.3927
gisette,lightgbm,woodelf,interventional,gpu,15,8,1000,12.3785
gisette,lightgbm,woodelf,path_dependent,cpu,20,8,1000,0.8483
gisette,lightgbm,woodelf,interventional,cpu,20,8,1000,1.0444
gisette,lightgbm,woodelf,path_dependent,gpu,20,8,1000,14.3657
gisette,lightgbm,woodelf,interventional,gpu,20,8,1000,13.9492
gisette,lightgbm,woodelf,path_dependent,cpu,50,8,1000,0.8783
gisette,lightgbm,woodelf,interventional,cpu,50,8,1000,1.0588
gisette,lightgbm,woodelf,path_dependent,gpu,50,8,1000,14.4659
gisette,lightgbm,woodelf,interventional,gpu,50,8,1000,14.2157
gisette,lightgbm,woodelf,path_dependent,cpu,80,8,1000,0.8785
gisette,lightgbm,woodelf,interventional,cpu,80,8,1000,1.0693
gisette,lightgbm,woodelf,path_dependent,gpu,80,8,1000,14.7568
gisette,lightgbm,woodelf,interventional,gpu,80,8,1000,14.431
gisette,random_forest,woodelf,path_dependent,cpu,4,8,1000,0.3483
gisette,random_forest,woodelf,interventional,cpu,4,8,1000,0.4497
gisette,random_forest,woodelf,path_dependent,gpu,4,8,1000,4.8729
gisette,random_forest,woodelf,interventional,gpu,4,8,1000,4.7028
gisette,random_forest,woodelf,path_dependent,cpu,8,8,1000,1.4205
gisette,random_forest,woodelf,interventional,cpu,8,8,1000,1.6832
gisette,random_forest,woodelf,path_dependent,gpu,8,8,1000,17.4244
gisette,random_forest,woodelf,interventional,gpu,8,8,1000,17.4425
gisette,random_forest,woodelf,path_dependent,cpu,12,8,1000,1.558
gisette,random_forest,woodelf,interventional,cpu,12,8,1000,2.8263
gisette,random_forest,woodelf,path_dependent,gpu,12,8,1000,24.712
gisette,random_forest,woodelf,interventional,gpu,12,8,1000,24.9585
gisette,random_forest,woodelf,path_dependent,cpu,15,8,1000,1.6809
gisette,random_forest,woodelf,interventional,cpu,15,8,1000,2.0491
gisette,random_forest,woodelf,path_dependent,gpu,15,8,1000,27.8613
gisette,random_forest,woodelf,interventional,gpu,15,8,1000,27.3918
gisette,random_forest,woodelf,path_dependent,cpu,20,8,1000,1.6625
gisette,random_forest,woodelf,interventional,cpu,20,8,1000,2.0355
gisette,random_forest,woodelf,path_dependent,gpu,20,8,1000,43.1848
gisette,random_forest,woodelf,interventional,gpu,20,8,1000,41.3671
gisette,random_forest,woodelf,path_dependent,cpu,50,8,1000,1.6692
gisette,random_forest,woodelf,interventional,cpu,50,8,1000,2.0344
gisette,random_forest,woodelf,path_dependent,gpu,50,8,1000,43.752
gisette,random_forest,woodelf,interventional,gpu,50,8,1000,41.2934
gisette,random_forest,woodelf,path_dependent,cpu,80,8,1000,1.7016
gisette,random_forest,woodelf,interventional,cpu,80,8,1000,2.0384
gisette,random_forest,woodelf,path_dependent,gpu,80,8,1000,43.9742
gisette,random_forest,woodelf,interventional,gpu,80,8,1000,42.0748
ames_housing,xgboost,woodelf,path_dependent,cpu,4,8,79,0.4909
ames_housing,xgboost,woodelf,interventional,cpu,4,8,79,0.6055
ames_housing,xgboost,woodelf,path_dependent,gpu,4,8,79,5.0393
ames_housing,xgboost,woodelf,interventional,gpu,4,8,79,5.0186
ames_housing,xgboost,woodelf,path_dependent,cpu,8,8,79,2.4929
ames_housing,xgboost,woodelf,interventional,cpu,8,8,79,2.7995
ames_housing,xgboost,woodelf,path_dependent,gpu,8,8,79,29.9511
ames_housing,xgboost,woodelf,interventional,gpu,8,8,79,30.6749
ames_housing,xgboost,woodelf,path_dependent,cpu,12,8,79,6.9418
ames_housing,xgboost,woodelf,interventional,cpu,12,8,79,12.822
ames_housing,xgboost,woodelf,path_dependent,gpu,12,8,79,113.5769
ames_housing,xgboost,woodelf,interventional,gpu,12,8,79,115.3239
ames_housing,xgboost,woodelf,path_dependent,cpu,15,8,79,9.3676
ames_housing,xgboost,woodelf,interventional,cpu,15,8,79,10.1384
ames_housing,xgboost,woodelf,path_dependent,gpu,15,8,79,161.9179
ames_housing,xgboost,woodelf,interventional,gpu,15,8,79,159.7008
ames_housing,xgboost,woodelf,path_dependent,cpu,20,8,79,12.1123
ames_housing,xgboost,woodelf,interventional,cpu,20,8,79,12.5597
ames_housing,xgboost,woodelf,path_dependent,gpu,20,8,79,279.2191
ames_housing,xgboost,woodelf,interventional,gpu,20,8,79,260.7302
ames_housing,xgboost,woodelf,path_dependent,cpu,50,8,79,11.7582
ames_housing,xgboost,woodelf,interventional,cpu,50,8,79,11.4011
ames_housing,xgboost,woodelf,path_dependent,gpu,50,8,79,610.4881
ames_housing,xgboost,woodelf,interventional,gpu,50,8,79,611.1207
ames_housing,xgboost,woodelf,path_dependent,cpu,80,8,79,11.7253
ames_housing,xgboost,woodelf,interventional,cpu,80,8,79,11.355
ames_housing,xgboost,woodelf,path_dependent,gpu,80,8,79,606.2047
ames_housing,xgboost,woodelf,interventional,gpu,80,8,79,609.335
ames_housing,lightgbm,woodelf,path_dependent,cpu,4,8,79,0.1926
ames_housing,lightgbm,woodelf,interventional,cpu,4,8,79,0.2352
ames_housing,lightgbm,woodelf,path_dependent,gpu,4,8,79,1.9186
ames_housing,lightgbm,woodelf,interventional,gpu,4,8,79,1.7539
ames_housing,lightgbm,woodelf,path_dependent,cpu,8,8,79,0.4799
ames_housing,lightgbm,woodelf,interventional,cpu,8,8,79,0.5573
ames_housing,lightgbm,woodelf,path_dependent,gpu,8,8,79,5.5508
ames_housing,lightgbm,woodelf,interventional,gpu,8,8,79,5.4872
ames_housing,lightgbm,woodelf,path_dependent,cpu,12,8,79,0.6715
ames_housing,lightgbm,woodelf,interventional,cpu,12,8,79,1.0492
ames_housing,lightgbm,woodelf,path_dependent,gpu,12,8,79,8.8561
ames_housing,lightgbm,woodelf,interventional,gpu,12,8,79,8.8775
ames_housing,lightgbm,woodelf,path_dependent,cpu,15,8,79,0.7718
ames_housing,lightgbm,woodelf,interventional,cpu,15,8,79,0.8796
ames_housing,lightgbm,woodelf,path_dependent,gpu,15,8,79,12.0666
ames_housing,lightgbm,woodelf,interventional,gpu,15,8,79,11.8201
ames_housing,lightgbm,woodelf,path_dependent,cpu,20,8,79,0.9705
ames_housing,lightgbm,woodelf,interventional,cpu,20,8,79,1.0416
ames_housing,lightgbm,woodelf,path_dependent,gpu,20,8,79,45.4075
ames_housing,lightgbm,woodelf,interventional,gpu,20,8,79,45.6609
ames_housing,lightgbm,woodelf,path_dependent,cpu,50,8,79,0.9791
ames_housing,lightgbm,woodelf,interventional,cpu,50,8,79,1.0393
ames_housing,lightgbm,woodelf,path_dependent,gpu,50,8,79,607.7031
ames_housing,lightgbm,woodelf,interventional,gpu,50,8,79,612.3335
ames_housing,lightgbm,woodelf,path_dependent,cpu,80,8,79,0.9888
ames_housing,lightgbm,woodelf,interventional,cpu,80,8,79,1.0665
ames_housing,lightgbm,woodelf,path_dependent,gpu,80,8,79,605.6224
ames_housing,lightgbm,woodelf,interventional,gpu,80,8,79,608.8842
ames_housing,random_forest,woodelf,path_dependent,cpu,4,8,79,0.3347
ames_housing,random_forest,woodelf,interventional,cpu,4,8,79,0.4318
ames_housing,random_forest,woodelf,path_dependent,gpu,4,8,79,3.5208
ames_housing,random_forest,woodelf,interventional,gpu,4,8,79,3.277
ames_housing,random_forest,woodelf,path_dependent,cpu,8,8,79,4.2234
ames_housing,random_forest,woodelf,interventional,cpu,8,8,79,5.0571
ames_housing,random_forest,woodelf,path_dependent,gpu,8,8,79,51.0609
ames_housing,random_forest,woodelf,interventional,gpu,8,8,79,53.5438
ames_housing,random_forest,woodelf,path_dependent,cpu,12,8,79,13.1088
ames_housing,random_forest,woodelf,interventional,cpu,12,8,79,22.6111
ames_housing,random_forest,woodelf,path_dependent,gpu,12,8,79,213.9227
ames_housing,random_forest,woodelf,interventional,gpu,12,8,79,218.7047
ames_housing,random_forest,woodelf,path_dependent,cpu,15,8,79,16.8932
ames_housing,random_forest,woodelf,interventional,cpu,15,8,79,18.9012
ames_housing,random_forest,woodelf,path_dependent,gpu,15,8,79,273.4366
ames_housing,random_forest,woodelf,interventional,gpu,15,8,79,275.8007
ames_housing,random_forest,woodelf,path_dependent,cpu,20,8,79,18.7424
ames_housing,random_forest,woodelf,interventional,cpu,20,8,79,20.5176
ames_housing,random_forest,woodelf,path_dependent,gpu,20,8,79,364.334
ames_housing,random_forest,woodelf,interventional,gpu,20,8,79,356.0488
ames_housing,random_forest,woodelf,path_dependent,cpu,50,8,79,18.8275
ames_housing,random_forest,woodelf,interventional,cpu,50,8,79,20.437
ames_housing,random_forest,woodelf,path_dependent,gpu,50,8,79,610.4865
ames_housing,random_forest,woodelf,interventional,gpu,50,8,79,608.4266
ames_housing,random_forest,woodelf,path_dependent,cpu,80,8,79,18.8777
ames_housing,random_forest,woodelf,interventional,cpu,80,8,79,20.5343
ames_housing,random_forest,woodelf,path_dependent,gpu,80,8,79,606.71
ames_housing,random_forest,woodelf,interventional,gpu,80,8,79,608.5959
bike,xgboost,woodelf,path_dependent,cpu,4,8,12,0.3062
bike,xgboost,woodelf,interventional,cpu,4,8,12,0.3699
bike,xgboost,woodelf,path_dependent,gpu,4,8,12,2.8079
bike,xgboost,woodelf,interventional,gpu,4,8,12,2.8585
bike,xgboost,woodelf,path_dependent,cpu,8,8,12,2.7274
bike,xgboost,woodelf,interventional,cpu,8,8,12,3.3981
bike,xgboost,woodelf,path_dependent,gpu,8,8,12,31.6042
bike,xgboost,woodelf,interventional,gpu,8,8,12,33.5869
bike,xgboost,woodelf,path_dependent,cpu,12,8,12,9.9171
bike,xgboost,woodelf,interventional,cpu,12,8,12,12.6188
bike,xgboost,woodelf,path_dependent,gpu,12,8,12,128.6403
bike,xgboost,woodelf,interventional,gpu,12,8,12,135.2942
bike,xgboost,woodelf,path_dependent,cpu,15,8,12,12.0595
bike,xgboost,woodelf,interventional,cpu,15,8,12,15.6325
bike,xgboost,woodelf,path_dependent,gpu,15,8,12,166.659
bike,xgboost,woodelf,interventional,gpu,15,8,12,172.7484
bike,xgboost,woodelf,path_dependent,cpu,20,8,12,13.172
bike,xgboost,woodelf,interventional,cpu,20,8,12,17.5096
bike,xgboost,woodelf,path_dependent,gpu,20,8,12,179.7593
bike,xgboost,woodelf,interventional,gpu,20,8,12,187.9316
bike,xgboost,woodelf,path_dependent,cpu,50,8,12,14.189
bike,xgboost,woodelf,interventional,cpu,50,8,12,18.5927
bike,xgboost,woodelf,path_dependent,gpu,50,8,12,200.2102
bike,xgboost,woodelf,interventional,gpu,50,8,12,210.3006
bike,xgboost,woodelf,path_dependent,cpu,80,8,12,13.6177
bike,xgboost,woodelf,interventional,cpu,80,8,12,17.8063
bike,xgboost,woodelf,path_dependent,gpu,80,8,12,178.4034
bike,xgboost,woodelf,interventional,gpu,80,8,12,186.1673
bike,lightgbm,woodelf,path_dependent,cpu,4,8,12,0.382
bike,lightgbm,woodelf,interventional,cpu,4,8,12,0.4795
bike,lightgbm,woodelf,path_dependent,gpu,4,8,12,3.4236
bike,lightgbm,woodelf,interventional,gpu,4,8,12,3.2997
bike,lightgbm,woodelf,path_dependent,cpu,8,8,12,0.7475
bike,lightgbm,woodelf,interventional,cpu,8,8,12,0.8849
bike,lightgbm,woodelf,path_dependent,gpu,8,8,12,7.232
bike,lightgbm,woodelf,interventional,gpu,8,8,12,7.2479
bike,lightgbm,woodelf,path_dependent,cpu,12,8,12,1.2118
bike,lightgbm,woodelf,interventional,cpu,12,8,12,1.5498
bike,lightgbm,woodelf,path_dependent,gpu,12,8,12,11.814
bike,lightgbm,woodelf,interventional,gpu,12,8,12,12.272
bike,lightgbm,woodelf,path_dependent,cpu,15,8,12,0.8833
bike,lightgbm,woodelf,interventional,cpu,15,8,12,1.1191
bike,lightgbm,woodelf,path_dependent,gpu,15,8,12,8.7009
bike,lightgbm,woodelf,interventional,gpu,15,8,12,9.0414
bike,lightgbm,woodelf,path_dependent,cpu,20,8,12,0.7911
bike,lightgbm,woodelf,interventional,cpu,20,8,12,1.0109
bike,lightgbm,woodelf,path_dependent,gpu,20,8,12,8.524
bike,lightgbm,woodelf,interventional,gpu,20,8,12,8.4197
bike,lightgbm,woodelf,path_dependent,cpu,50,8,12,1.2204
bike,lightgbm,woodelf,interventional,cpu,50,8,12,1.5606
bike,lightgbm,woodelf,path_dependent,gpu,50,8,12,12.3897
bike,lightgbm,woodelf,interventional,gpu,50,8,12,12.9257
