dataset,model,library,approximator,device,seed,n_features,runtime_s,relative_additivity_gap,mean_sample_rho,relative_mae,sign_agreement,method
diabetes_130,transformer,shapiq_proxy,proxy,cpu,2,47,226.4284,6.795552897108072e-08,0.704179794754445,0.9294164452761764,0.7824773413897281,shapiq / proxyShap
diabetes_130,transformer,shapiq,kernel,cpu,2,47,225.5603,5.2163644843500346e-08,0.7405727828459263,0.7368031498660682,0.8096676737160121,shapiq / kernel
diabetes_130,transformer,shapiq,permutation,cpu,2,47,219.3886,1.354975842727902e-06,0.7447543410960786,0.7219355756975318,0.8066465256797583,shapiq / permutation
diabetes_130,cnn_1d,shapiq_proxy,proxy,cpu,2,47,1.9454,2.861339850228678e-07,0.8883779329956931,0.5686586789346186,0.9848942598187311,shapiq / proxyShap
diabetes_130,cnn_1d,shapiq,kernel,cpu,2,47,1.7522,2.1767015229199592e-08,0.9501301576395861,0.23410872117228113,0.9818731117824774,shapiq / kernel
diabetes_130,cnn_1d,shapiq,permutation,cpu,2,47,1.7475,3.0852780574293964e-07,0.9664426648211638,0.2175418783764288,0.9848942598187311,shapiq / permutation
covertype,mlp,shapiq_proxy,proxy,cpu,2,54,0.9587,3.774620385293887e-07,0.870394495516339,0.3906869407158212,0.8865435356200527,shapiq / proxyShap
covertype,mlp,shapiq,kernel,cpu,2,54,0.688,1.848360449396335e-07,0.8012294432137462,0.31373962721524273,0.8311345646437994,shapiq / kernel
covertype,mlp,shapiq,permutation,cpu,2,54,1.0662,3.135103656204304e-07,0.943464067093634,0.16330625327824275,0.9393139841688655,shapiq / permutation
covertype,transformer,shapiq_proxy,proxy,cpu,2,54,255.6151,1.339407297431427e-07,0.4190861354998508,1.2190414259099271,0.65,shapiq / proxyShap
covertype,transformer,shapiq,kernel,cpu,2,54,255.5586,1.258019738944724e-07,0.3969100589925185,1.163702253607962,0.631578947368421,shapiq / kernel
covertype,transformer,shapiq,permutation,cpu,2,54,245.5665,4.661153802433098e-07,0.4645597067160394,1.1270087431021019,0.6552631578947369,shapiq / permutation
covertype,cnn_1d,shapiq_proxy,proxy,cpu,2,54,2.4268,3.51534195775979e-07,0.810119505835561,0.4997476024073752,0.9709762532981531,shapiq / proxyShap
covertype,cnn_1d,shapiq,kernel,cpu,2,54,2.1464,6.865693667188724e-07,0.9344282405137798,0.2047394892769644,0.9868073878627969,shapiq / kernel
covertype,cnn_1d,shapiq,permutation,cpu,2,54,1.4604,2.2393514137615656e-06,0.9502827418025411,0.17298023839005544,0.9841688654353562,shapiq / permutation
gisette,mlp,shapiq_proxy,proxy,cpu,3,100,1.3783,2.634619663411036e-07,0.7479435943594359,0.9730818291556285,0.778,shapiq / proxyShap
gisette,mlp,shapiq,kernel,cpu,3,100,1.4141,2.6922314527133745e-08,0.7678163816381636,0.6067197434137146,0.778,shapiq / kernel
gisette,mlp,shapiq,permutation,cpu,3,100,0.9628,3.6245321108235807e-08,0.9795691569156914,0.25361480112049795,0.945,shapiq / permutation
gisette,transformer,shapiq_proxy,proxy,cpu,3,100,503.4845,2.298864141432127e-07,0.7931305130513051,1.0361156634913424,0.799,shapiq / proxyShap
gisette,transformer,shapiq,kernel,cpu,3,100,503.3186,5.6583558706241126e-08,0.8343222322232222,0.5949212854233361,0.833,shapiq / kernel
gisette,transformer,shapiq,permutation,cpu,3,100,488.9032,6.813807644430652e-08,0.9593015301530151,0.36782417157652214,0.969,shapiq / permutation
gisette,cnn_1d,shapiq_proxy,proxy,cpu,3,100,4.951,2.781680776162576e-07,0.8013069306930692,1.0129898111522029,0.925,shapiq / proxyShap
gisette,cnn_1d,shapiq,kernel,cpu,3,100,5.1142,1.0538491446015122e-07,0.9753879387938792,0.08151452151683512,0.985,shapiq / kernel
gisette,cnn_1d,shapiq,permutation,cpu,3,100,4.6957,2.856137357231735e-07,0.9843060306030601,0.06436232170577096,0.994,shapiq / permutation
ames_housing,mlp,shapiq_proxy,proxy,cpu,3,79,1.3102,2.525995827121374e-07,0.8496792663779431,0.6086935022888053,0.8293333333333334,shapiq / proxyShap
ames_housing,mlp,shapiq,kernel,cpu,3,79,1.25,1.980713936098061e-07,0.8733248144711535,0.29017078979819,0.8293333333333334,shapiq / kernel
ames_housing,mlp,shapiq,permutation,cpu,3,79,1.0505,1.9709873279711437e-07,0.9809996080785167,0.14246615081212183,0.952,shapiq / permutation
ames_housing,transformer,shapiq_proxy,proxy,cpu,3,79,392.7563,3.339231271851403e-07,0.6718678120896555,0.9005935992962955,0.7106666666666667,shapiq / proxyShap
ames_housing,transformer,shapiq,kernel,cpu,3,79,394.4697,3.507523248700234e-07,0.7379197871374299,0.7272569766799932,0.7693333333333333,shapiq / kernel
ames_housing,transformer,shapiq,permutation,cpu,3,79,352.0725,4.878471404907184e-07,0.7544587427394613,0.722985391825957,0.7813333333333333,shapiq / permutation
ames_housing,cnn_1d,shapiq_proxy,proxy,cpu,3,79,4.0645,5.543838899679582e-07,0.9249796134226397,0.7352901198296119,0.9093333333333333,shapiq / proxyShap
ames_housing,cnn_1d,shapiq,kernel,cpu,3,79,3.9236,5.606939909883796e-07,0.9925080658634473,0.09387557329493927,0.9813333333333333,shapiq / kernel
ames_housing,cnn_1d,shapiq,permutation,cpu,3,79,2.1422,5.772434054744139e-07,0.9958132061413163,0.07259853171640858,0.992,shapiq / permutation
bike,mlp,shapiq_proxy,proxy,cpu,3,12,0.8652,1.8916918846222385e-07,0.9678321678321679,0.13061680410308343,0.9666666666666667,shapiq / proxyShap
bike,mlp,shapiq,kernel,cpu,3,12,0.4606,8.073063064831039e-08,0.9678321678321679,0.13102070228807292,0.95,shapiq / kernel
bike,mlp,shapiq,permutation,cpu,3,12,2.5879,1.8063361277033064e-07,0.9594405594405595,0.1284930703062067,0.9666666666666667,shapiq / permutation
bike,transformer,shapiq_proxy,proxy,cpu,3,12,54.4999,4.692201114885715e-07,0.9034965034965037,0.26729775759133645,0.8416666666666667,shapiq / proxyShap
bike,transformer,shapiq,kernel,cpu,3,12,55.5529,2.710633321139993e-07,0.8986013986013986,0.26033797751344534,0.85,shapiq / kernel
bike,transformer,shapiq,permutation,cpu,3,12,33.3814,4.27838852141751e-07,0.9020979020979023,0.26400292936327135,0.85,shapiq / permutation
bike,cnn_1d,shapiq_proxy,proxy,cpu,3,12,1.0162,3.478958412016131e-07,0.9937062937062938,0.06640159642539294,0.9916666666666667,shapiq / proxyShap
bike,cnn_1d,shapiq,kernel,cpu,3,12,0.6068,2.146741223483609e-07,0.9958041958041959,0.047042277240382534,0.9916666666666667,shapiq / kernel
bike,cnn_1d,shapiq,permutation,cpu,3,12,3.6459,2.825124084014829e-07,0.9944055944055945,0.05008006196105696,0.9916666666666667,shapiq / permutation
diabetes_130,mlp,shapiq_proxy,proxy,cpu,3,47,0.8895,3.084106435524227e-07,0.8790598372020927,0.6547512592498353,0.9181818181818182,shapiq / proxyShap
diabetes_130,mlp,shapiq,kernel,cpu,3,47,0.648,1.1333926103123437e-07,0.8342364513593823,0.43965717484535255,0.8878787878787879,shapiq / kernel
diabetes_130,mlp,shapiq,permutation,cpu,3,47,1.1576,2.146885093115733e-07,0.9283816691689072,0.4048447948443518,0.9424242424242424,shapiq / permutation
diabetes_130,transformer,shapiq_proxy,proxy,cpu,3,47,229.846,8.426140120976445e-07,0.6898934304136082,1.3620194276798476,0.7787878787878788,shapiq / proxyShap
diabetes_130,transformer,shapiq,kernel,cpu,3,47,228.341,7.19189193305835e-07,0.7456267697777731,1.2726399825583885,0.7909090909090909,shapiq / kernel
diabetes_130,transformer,shapiq,permutation,cpu,3,47,227.5721,5.255131571519517e-06,0.7382959178779465,1.276773137946804,0.7727272727272727,shapiq / permutation
diabetes_130,cnn_1d,shapiq_proxy,proxy,cpu,3,47,1.4741,1.917315064082199e-07,0.9026277477240419,0.5440680794689357,0.9787234042553191,shapiq / proxyShap
diabetes_130,cnn_1d,shapiq,kernel,cpu,3,47,1.1784,4.2757365156866653e-10,0.9604209222861417,0.22474466557887063,0.9787234042553191,shapiq / kernel
diabetes_130,cnn_1d,shapiq,permutation,cpu,3,47,1.8069,4.714595531361766e-07,0.9747034683885183,0.22299431503555434,0.9817629179331308,shapiq / permutation
covertype,mlp,shapiq_proxy,proxy,cpu,3,54,1.0014,2.4545144031654685e-07,0.8073607149864028,0.3040933953298747,0.871875,shapiq / proxyShap
covertype,mlp,shapiq,kernel,cpu,3,54,0.6682,1.3207662238009926e-07,0.73445087585454,0.3460117764923681,0.834375,shapiq / kernel
covertype,mlp,shapiq,permutation,cpu,3,54,1.0046,2.415364089191066e-07,0.8751601998343995,0.18941315767450467,0.896875,shapiq / permutation
covertype,transformer,shapiq_proxy,proxy,cpu,3,54,253.8,1.574972094935765e-07,0.3282501928626815,1.53555491479767,0.65625,shapiq / proxyShap
covertype,transformer,shapiq,kernel,cpu,3,54,253.9539,1.3810563597265077e-07,0.3044403206498399,1.4914779811182246,0.63125,shapiq / kernel
covertype,transformer,shapiq,permutation,cpu,3,54,245.8123,2.983954977336079e-07,0.3924237875607369,1.4661114467255496,0.6875,shapiq / permutation
covertype,cnn_1d,shapiq_proxy,proxy,cpu,3,54,1.6497,3.253417045972786e-07,0.8338152513873419,0.5127282518549166,0.946875,shapiq / proxyShap
covertype,cnn_1d,shapiq,kernel,cpu,3,54,1.3418,3.341245752999181e-07,0.8828836402265055,0.2945468599440003,0.95625,shapiq / kernel
covertype,cnn_1d,shapiq,permutation,cpu,3,54,1.5611,2.954057428729654e-06,0.9180470139924612,0.22824992395868776,0.95625,shapiq / permutation
gisette,mlp,shapiq_proxy,proxy,cpu,4,100,1.339,1.9159242768448897e-07,0.800220822082208,0.9324289213304394,0.788,shapiq / proxyShap
gisette,mlp,shapiq,kernel,cpu,4,100,1.4581,2.1866143668198532e-08,0.7275727572757276,0.641471697675779,0.762,shapiq / kernel
gisette,mlp,shapiq,permutation,cpu,4,100,1.0019,8.596995531144069e-08,0.9767716771677166,0.27453265634843327,0.948,shapiq / permutation
gisette,transformer,shapiq_proxy,proxy,cpu,4,100,500.8736,2.0016296819992376e-07,0.810133813381338,0.9594649945399443,0.829,shapiq / proxyShap
gisette,transformer,shapiq,kernel,cpu,4,100,501.6995,5.892614226371425e-09,0.7517023702370237,0.6979480985678668,0.788,shapiq / kernel
gisette,transformer,shapiq,permutation,cpu,4,100,487.6701,6.416066083071733e-08,0.9205232523252326,0.4628021838373294,0.927,shapiq / permutation
gisette,cnn_1d,shapiq_proxy,proxy,cpu,4,100,3.7141,6.799831932859521e-07,0.7643228322832283,0.9617819310443091,0.935,shapiq / proxyShap
gisette,cnn_1d,shapiq,kernel,cpu,4,100,3.766,7.567422535914716e-07,0.9582646264626462,0.09320575025882909,0.997,shapiq / kernel
gisette,cnn_1d,shapiq,permutation,cpu,4,100,3.574,7.340104622481768e-07,0.9813477347734774,0.06638382598243352,0.997,shapiq / permutation
ames_housing,mlp,shapiq_proxy,proxy,cpu,4,79,1.3487,2.8050789926645784e-07,0.8298518007968925,0.6219993906579734,0.7808219178082192,shapiq / proxyShap
ames_housing,mlp,shapiq,kernel,cpu,4,79,1.2357,2.8238505784128624e-07,0.8171287886689751,0.384037911818053,0.7890410958904109,shapiq / kernel
ames_housing,mlp,shapiq,permutation,cpu,4,79,1.0279,2.550670384711204e-07,0.9631738513332525,0.15102209226281677,0.9301369863013699,shapiq / permutation
ames_housing,transformer,shapiq_proxy,proxy,cpu,4,79,379.923,4.299097741273508e-07,0.5944864243017325,1.040384675780894,0.7041095890410959,shapiq / proxyShap
ames_housing,transformer,shapiq,kernel,cpu,4,79,379.8725,3.463196444809756e-07,0.6565176519321895,0.9606089915379598,0.7479452054794521,shapiq / kernel
ames_housing,transformer,shapiq,permutation,cpu,4,79,341.0502,7.918690496311384e-07,0.6713667576101535,0.9532509117990686,0.7506849315068493,shapiq / permutation
ames_housing,cnn_1d,shapiq_proxy,proxy,cpu,4,79,4.0497,2.078702060826947e-06,0.920236195823694,0.6439666467723589,0.9,shapiq / proxyShap
ames_housing,cnn_1d,shapiq,kernel,cpu,4,79,3.9548,2.076976747900994e-06,0.994871130712818,0.06789787458255309,0.989041095890411,shapiq / kernel
ames_housing,cnn_1d,shapiq,permutation,cpu,4,79,3.2154,2.180403474745352e-06,0.9965803384800177,0.06090843182519568,0.9917808219178083,shapiq / permutation
bike,mlp,shapiq_proxy,proxy,cpu,4,12,0.7848,1.2416239991296198e-07,0.9804195804195805,0.11090604272681742,0.975,shapiq / proxyShap
bike,mlp,shapiq,kernel,cpu,4,12,0.438,7.049665222249727e-08,0.9762237762237763,0.11415817318977006,0.975,shapiq / kernel
bike,mlp,shapiq,permutation,cpu,4,12,2.5798,1.4417400944538894e-07,0.9762237762237763,0.111240003114723,0.9666666666666667,shapiq / permutation
bike,transformer,shapiq_proxy,proxy,cpu,4,12,55.7261,2.3998746750316355e-07,0.948951048951049,0.19193915097681655,0.9333333333333333,shapiq / proxyShap
bike,transformer,shapiq,kernel,cpu,4,12,55.1702,7.82790787338529e-08,0.9482517482517483,0.19174569299610977,0.925,shapiq / kernel
bike,transformer,shapiq,permutation,cpu,4,12,33.4554,2.427479232531813e-07,0.9510489510489512,0.19137373235499988,0.9333333333333333,shapiq / permutation
bike,cnn_1d,shapiq_proxy,proxy,cpu,4,12,0.9427,6.009495701379005e-07,0.9944055944055945,0.07084620970995364,1.0,shapiq / proxyShap
bike,cnn_1d,shapiq,kernel,cpu,4,12,0.5763,5.302210069634292e-07,0.9944055944055945,0.04808378231253419,1.0,shapiq / kernel
bike,cnn_1d,shapiq,permutation,cpu,4,12,3.3909,4.328384379168275e-07,0.9951048951048952,0.048266353192467394,1.0,shapiq / permutation
diabetes_130,mlp,shapiq_proxy,proxy,cpu,4,47,0.8757,3.252041278138663e-07,0.8902861910942017,0.7374448843313209,0.9212121212121213,shapiq / proxyShap
diabetes_130,mlp,shapiq,kernel,cpu,4,47,0.5958,1.6791338066747618e-07,0.8835773313831032,0.45902576877171725,0.9181818181818182,shapiq / kernel
diabetes_130,mlp,shapiq,permutation,cpu,4,47,1.1423,3.10924727350633e-07,0.9308536470329782,0.4201988734979332,0.9393939393939394,shapiq / permutation
diabetes_130,transformer,shapiq_proxy,proxy,cpu,4,47,229.3013,4.212875513662369e-07,0.7162835650326367,0.8573572770720024,0.7878787878787878,shapiq / proxyShap
diabetes_130,transformer,shapiq,kernel,cpu,4,47,229.0394,5.43869010195095e-07,0.729812610511175,0.9266359698039933,0.7727272727272727,shapiq / kernel
diabetes_130,transformer,shapiq,permutation,cpu,4,47,222.2206,9.921813591658787e-07,0.7489404520401561,0.9064509053645651,0.7818181818181819,shapiq / permutation
diabetes_130,cnn_1d,shapiq_proxy,proxy,cpu,4,47,1.4373,3.245229992364002e-07,0.8630230258228121,0.5328211417285118,0.9636363636363636,shapiq / proxyShap
diabetes_130,cnn_1d,shapiq,kernel,cpu,4,47,1.1296,4.889209234165459e-07,0.9462949159661586,0.2070256558496184,0.9787878787878788,shapiq / kernel
diabetes_130,cnn_1d,shapiq,permutation,cpu,4,47,1.8023,1.145624988796975e-06,0.9571335939998568,0.18928205002541704,0.9757575757575757,shapiq / permutation
covertype,mlp,shapiq_proxy,proxy,cpu,4,54,0.9294,3.304953569626123e-07,0.8828069711335085,0.3742386619780087,0.9272727272727272,shapiq / proxyShap
covertype,mlp,shapiq,kernel,cpu,4,54,0.6307,6.910755475547548e-08,0.8612616785276973,0.27103271029732545,0.9363636363636364,shapiq / kernel
covertype,mlp,shapiq,permutation,cpu,4,54,0.9718,3.2560971082141345e-07,0.9502495228549099,0.1566035570743351,0.9666666666666667,shapiq / permutation
covertype,transformer,shapiq_proxy,proxy,cpu,4,54,254.8902,2.168770541066212e-07,0.2752485776738002,1.290367254746781,0.6454545454545455,shapiq / proxyShap
covertype,transformer,shapiq,kernel,cpu,4,54,253.8744,1.696344603581204e-07,0.2591406820348824,1.2573386813289327,0.6303030303030303,shapiq / kernel
covertype,transformer,shapiq,permutation,cpu,4,54,247.6742,2.453835940952764e-07,0.3351020307703196,1.2147172392725734,0.6787878787878788,shapiq / permutation
covertype,cnn_1d,shapiq_proxy,proxy,cpu,4,54,1.5977,2.5074932286725816e-06,0.8647027784518413,0.5068302341700891,0.9787234042553191,shapiq / proxyShap
covertype,cnn_1d,shapiq,kernel,cpu,4,54,1.3136,2.8502401168482e-06,0.9485672344906133,0.18843158656177061,0.9969604863221885,shapiq / kernel
covertype,cnn_1d,shapiq,permutation,cpu,4,54,1.4981,3.4495504984594e-06,0.9687752827978129,0.1608018204095304,0.9969604863221885,shapiq / permutation
gisette,mlp,shapiq_proxy,proxy,cpu,5,100,1.2896,1.911492154941756e-07,0.7472619261926192,0.9826683787610303,0.763,shapiq / proxyShap
gisette,mlp,shapiq,kernel,cpu,5,100,1.2521,1.2718901108268416e-08,0.7656933693369337,0.6189461377649633,0.782,shapiq / kernel
gisette,mlp,shapiq,permutation,cpu,5,100,0.9856,1.3525664379815553e-08,0.9805052505250524,0.2642919204561762,0.957,shapiq / permutation
gisette,transformer,shapiq_proxy,proxy,cpu,5,100,503.7177,3.31432112431274e-07,0.8098757875787579,1.0338875206994587,0.837,shapiq / proxyShap
gisette,transformer,shapiq,kernel,cpu,5,100,501.0613,5.8055147432206724e-08,0.8022538253825381,0.6998749437053193,0.84,shapiq / kernel
gisette,transformer,shapiq,permutation,cpu,5,100,486.5319,1.1417282186493577e-07,0.9306594659465945,0.545830372668885,0.964,shapiq / permutation
gisette,cnn_1d,shapiq_proxy,proxy,cpu,5,100,3.7677,1.0387170802516935e-06,0.7722880288028802,0.997976311320145,0.927,shapiq / proxyShap
gisette,cnn_1d,shapiq,kernel,cpu,5,100,3.8002,1.1045872627778265e-06,0.957090909090909,0.10579089407981249,0.999,shapiq / kernel
gisette,cnn_1d,shapiq,permutation,cpu,5,100,3.4548,1.1433072362527503e-06,0.9673411341134113,0.08739743972754245,1.0,shapiq / permutation
ames_housing,mlp,shapiq_proxy,proxy,cpu,5,79,1.3034,2.0535320938394128e-07,0.8745034742087914,0.6506066070404842,0.8301369863013699,shapiq / proxyShap
ames_housing,mlp,shapiq,kernel,cpu,5,79,1.2487,1.2749813331976902e-08,0.9018279414570076,0.27044087815961526,0.8452054794520548,shapiq / kernel
ames_housing,mlp,shapiq,permutation,cpu,5,79,1.0972,1.3989757318599433e-08,0.980669061423438,0.1273003025978819,0.9342465753424658,shapiq / permutation
ames_housing,transformer,shapiq_proxy,proxy,cpu,5,79,380.5737,6.520504251307241e-07,0.6647070790285918,0.9270899800949114,0.7082191780821918,shapiq / proxyShap
ames_housing,transformer,shapiq,kernel,cpu,5,79,380.511,6.032594179066254e-07,0.7386785327570885,0.7929638175350476,0.7945205479452054,shapiq / kernel
ames_housing,transformer,shapiq,permutation,cpu,5,79,330.2191,8.29023533067767e-07,0.7437050052496659,0.7926414910833632,0.8054794520547945,shapiq / permutation
ames_housing,cnn_1d,shapiq_proxy,proxy,cpu,5,79,4.0549,1.2503987936218157e-06,0.9266810935564654,0.7442739539793785,0.9013698630136986,shapiq / proxyShap
ames_housing,cnn_1d,shapiq,kernel,cpu,5,79,3.8999,1.2356470635889776e-06,0.9965328771059484,0.05882347650432701,0.9904109589041096,shapiq / kernel
ames_housing,cnn_1d,shapiq,permutation,cpu,5,79,2.1584,1.2356298682955823e-06,0.996943776694609,0.05841405122935751,0.9931506849315068,shapiq / permutation
bike,mlp,shapiq_proxy,proxy,cpu,5,12,0.8641,1.244142480971284e-07,0.9713286713286713,0.09888109119942066,0.9583333333333334,shapiq / proxyShap
bike,mlp,shapiq,kernel,cpu,5,12,0.4614,8.84380159207214e-08,0.96993006993007,0.09624653232538218,0.9333333333333333,shapiq / kernel
bike,mlp,shapiq,permutation,cpu,5,12,2.5583,1.3922273629980117e-07,0.967832167832168,0.09905114350042317,0.9583333333333334,shapiq / permutation
bike,transformer,shapiq_proxy,proxy,cpu,5,12,55.4618,1.8525172743544777e-07,0.9230769230769231,0.22750536885534337,0.8916666666666667,shapiq / proxyShap
bike,transformer,shapiq,kernel,cpu,5,12,54.5927,1.8210251632955184e-07,0.9244755244755245,0.23399323628087934,0.9,shapiq / kernel
bike,transformer,shapiq,permutation,cpu,5,12,33.1028,2.585675648134345e-07,0.9244755244755245,0.2343718498502501,0.8916666666666667,shapiq / permutation
bike,cnn_1d,shapiq_proxy,proxy,cpu,5,12,0.9814,1.4054844283998956e-07,0.9846153846153847,0.06414801769835642,1.0,shapiq / proxyShap
bike,cnn_1d,shapiq,kernel,cpu,5,12,0.6168,9.304905307927644e-09,0.9867132867132868,0.053626498788079895,1.0,shapiq / kernel
bike,cnn_1d,shapiq,permutation,cpu,5,12,3.5195,1.7308551038318194e-07,0.9867132867132868,0.054325597341845604,1.0,shapiq / permutation
diabetes_130,mlp,shapiq_proxy,proxy,cpu,5,47,0.9514,1.5824834426926614e-07,0.8764314705371902,0.7568659289280923,0.9,shapiq / proxyShap
diabetes_130,mlp,shapiq,kernel,cpu,5,47,0.6596,2.328822624261065e-07,0.8309807292725335,0.5108091964008132,0.8647058823529412,shapiq / kernel
diabetes_130,mlp,shapiq,permutation,cpu,5,47,1.267,6.710148949462745e-07,0.9019766263419603,0.4306955860182795,0.8911764705882353,shapiq / permutation
diabetes_130,transformer,shapiq_proxy,proxy,cpu,5,47,227.8004,2.807583351101707e-07,0.6728439383103145,0.9436479113744354,0.75,shapiq / proxyShap
diabetes_130,transformer,shapiq,kernel,cpu,5,47,227.7084,7.151808808799756e-09,0.7492184803942774,0.9164899109684688,0.8205882352941176,shapiq / kernel
diabetes_130,transformer,shapiq,permutation,cpu,5,47,220.4925,1.5150855871380863e-06,0.7848669203238458,0.9099737449430749,0.8470588235294118,shapiq / permutation
diabetes_130,cnn_1d,shapiq_proxy,proxy,cpu,5,47,1.5281,7.08858278148043e-07,0.8869380831360397,0.5432435347717759,0.95,shapiq / proxyShap
diabetes_130,cnn_1d,shapiq,kernel,cpu,5,47,1.2149,6.641770875945533e-07,0.9459457438830832,0.22710829705986604,0.9558823529411765,shapiq / kernel
diabetes_130,cnn_1d,shapiq,permutation,cpu,5,47,1.7368,5.999183257464415e-07,0.9638494831598798,0.21270319409358154,0.9647058823529412,shapiq / permutation
covertype,mlp,shapiq_proxy,proxy,cpu,5,54,0.9789,2.673035322685979e-07,0.8546298514064071,0.3522086361580695,0.9028571428571428,shapiq / proxyShap
covertype,mlp,shapiq,kernel,cpu,5,54,0.6464,1.0374806135947082e-07,0.8166486944486241,0.30560056825022053,0.88,shapiq / kernel
covertype,mlp,shapiq,permutation,cpu,5,54,0.9825,1.508869421432348e-07,0.9181533638956136,0.18028704202422047,0.94,shapiq / permutation
covertype,transformer,shapiq_proxy,proxy,cpu,5,54,257.8898,2.586724966302487e-07,0.21683519844318483,1.2486526461066365,0.5698005698005698,shapiq / proxyShap
covertype,transformer,shapiq,kernel,cpu,5,54,257.0397,3.211679503256487e-08,0.23912801854973367,1.2130345724423037,0.5783475783475783,shapiq / kernel
covertype,transformer,shapiq,permutation,cpu,5,54,247.196,7.472760318184799e-08,0.24944122072309471,1.1788988517066883,0.5811965811965812,shapiq / permutation
covertype,cnn_1d,shapiq_proxy,proxy,cpu,5,54,1.6137,1.2251347238207848e-07,0.8591610437931025,0.4880996834810219,0.9715099715099715,shapiq / proxyShap
covertype,cnn_1d,shapiq,kernel,cpu,5,54,1.3398,3.124922260426058e-07,0.8919088732902308,0.2928530064969282,0.9601139601139601,shapiq / kernel
covertype,cnn_1d,shapiq,permutation,cpu,5,54,1.4774,2.4364989930642567e-06,0.9638932793721551,0.1990793208112102,0.9886039886039886,shapiq / permutation
gisette,mlp,shapiq_proxy,proxy,cpu,6,100,1.4163,3.094905992769897e-07,0.8357587758775876,0.9417111910230096,0.817,shapiq / proxyShap
gisette,mlp,shapiq,kernel,cpu,6,100,1.3686,1.2291266605936961e-07,0.8544470447044704,0.4629632685093026,0.808,shapiq / kernel
gisette,mlp,shapiq,permutation,cpu,6,100,0.998,2.3848943010479604e-07,0.9827782778277825,0.22643337436580685,0.948,shapiq / permutation
gisette,transformer,shapiq_proxy,proxy,cpu,6,100,490.2026,3.64384571928059e-07,0.8294425442544254,0.9468944104801555,0.801,shapiq / proxyShap
gisette,transformer,shapiq,kernel,cpu,6,100,489.6653,1.0626268942626484e-07,0.8556147614761475,0.5549552313849333,0.818,shapiq / kernel
gisette,transformer,shapiq,permutation,cpu,6,100,474.389,2.546696286024003e-07,0.9679519951995198,0.3892722829603826,0.943,shapiq / permutation
gisette,cnn_1d,shapiq_proxy,proxy,cpu,6,100,3.8765,5.17321908074963e-07,0.7451593159315931,0.9591095027287228,0.923,shapiq / proxyShap
gisette,cnn_1d,shapiq,kernel,cpu,6,100,3.8942,6.266018217253787e-07,0.9644524452445242,0.07282039541825985,0.997,shapiq / kernel
gisette,cnn_1d,shapiq,permutation,cpu,6,100,3.5054,7.173495052284732e-07,0.979995199519952,0.05916187339955454,0.998,shapiq / permutation
ames_housing,mlp,shapiq_proxy,proxy,cpu,6,79,1.2569,2.3230398694057698e-07,0.8602727195101025,0.6155606425781219,0.7975708502024291,shapiq / proxyShap
ames_housing,mlp,shapiq,kernel,cpu,6,79,1.2312,1.612816445517067e-07,0.8631668942895994,0.3007831341495186,0.8110661268556005,shapiq / kernel
ames_housing,mlp,shapiq,permutation,cpu,6,79,1.0077,1.3930111655871776e-07,0.9734074102841312,0.15511008912850335,0.9392712550607287,shapiq / permutation
ames_housing,transformer,shapiq_proxy,proxy,cpu,6,79,395.2745,4.758146176904206e-07,0.5777784672932534,1.1945597504593743,0.708502024291498,shapiq / proxyShap
ames_housing,transformer,shapiq,kernel,cpu,6,79,395.6423,3.926254450569645e-07,0.6069098989779129,1.0731359131752791,0.7058029689608637,shapiq / kernel
ames_housing,transformer,shapiq,permutation,cpu,6,79,338.5782,5.054520396675773e-07,0.6140792469613908,1.0604039047440945,0.7314439946018894,shapiq / permutation
ames_housing,cnn_1d,shapiq_proxy,proxy,cpu,6,79,4.0384,1.923787701666563e-06,0.9290424303314939,0.6260191472498615,0.9041835357624831,shapiq / proxyShap
ames_housing,cnn_1d,shapiq,kernel,cpu,6,79,3.9212,1.923879488167838e-06,0.9960767455230896,0.061764287599261995,0.9919028340080972,shapiq / kernel
ames_housing,cnn_1d,shapiq,permutation,cpu,6,79,2.1562,1.9237723907730405e-06,0.9968189692994972,0.05423110076082626,0.9959514170040485,shapiq / permutation
bike,mlp,shapiq_proxy,proxy,cpu,6,12,0.8778,3.941803978786374e-07,0.9846153846153847,0.10002208531977556,0.9333333333333333,shapiq / proxyShap
bike,mlp,shapiq,kernel,cpu,6,12,0.4561,3.125027718665618e-07,0.9832167832167833,0.09884311590154897,0.9083333333333333,shapiq / kernel
bike,mlp,shapiq,permutation,cpu,6,12,2.6087,3.33296842475555e-07,0.9874125874125875,0.1030053869118669,0.925,shapiq / permutation
bike,transformer,shapiq_proxy,proxy,cpu,6,12,55.046,2.158863785231192e-07,0.944055944055944,0.206344994431984,0.8666666666666667,shapiq / proxyShap
bike,transformer,shapiq,kernel,cpu,6,12,54.1298,5.1879264799428335e-08,0.9489510489510492,0.19795225890073087,0.8666666666666667,shapiq / kernel
bike,transformer,shapiq,permutation,cpu,6,12,33.9964,2.284832284927749e-07,0.946853146853147,0.20441172818921188,0.875,shapiq / permutation
bike,cnn_1d,shapiq_proxy,proxy,cpu,6,12,0.9682,2.373528949219934e-07,0.9874125874125875,0.06439057828369073,0.9916666666666667,shapiq / proxyShap
bike,cnn_1d,shapiq,kernel,cpu,6,12,0.5941,1.0517100040844493e-07,0.9895104895104897,0.05567951024981913,0.9916666666666667,shapiq / kernel
