dataset,model,n_features,seed,library,backend,approximator,budget,method,device,imputer,n_background,n_eval,runtime_s,n_model_evals,relative_additivity_gap,relative_mae,mean_abs_diff,sign_agreement,mean_sample_rho
diabetes_130,mlp,47,5,shap,shap_nn_approx,deep,512,shap / deep,cpu,marginal,100,10,0.0213,0,0.7491599193203156,0.366360251981113,0.0010721998249983758,0.9470588235294117,0.9607134420033073
diabetes_130,mlp,47,5,lightshap,lightshap_approx,kernel,512,lightshap / kernel,cpu,marginal,100,10,55.1702,47104110,2.478835091869485e-07,0.439535953853177,0.0012295862897256096,0.8941176470588236,0.9098679762605594
diabetes_130,mlp,47,5,lightshap,lightshap_approx,permutation,512,lightshap / permutation,cpu,marginal,100,10,54.3983,45150110,2.382756208322058e-07,0.43685346743042797,0.001220091285722447,0.8970588235294118,0.9152735247626269
diabetes_130,mlp,47,5,dalex,dalex_approx,permutation,512,dalex / permutation,cpu,marginal,100,10,2.0618,529111,5.749360155149474e-07,0.4799493271405997,0.0013300509938862519,0.8735294117647059,0.899492085991023
diabetes_130,mlp,47,5,shapiq_proxy,shapiq_proxy,proxy,512,shapiq / proxyShap,cpu,marginal,100,10,0.9514,512101,1.5824834426926614e-07,0.7667071649332583,0.0018941268150504187,0.9058823529411765,0.8666143909120135
diabetes_130,mlp,47,5,shapiq,shapiq_approx,kernel,512,shapiq / kernel,cpu,marginal,100,10,0.6596,512101,2.328822624261065e-07,0.5214251743425556,0.001534571476208002,0.8529411764705882,0.82089484865762
diabetes_130,mlp,47,5,shapiq,shapiq_approx,permutation,512,shapiq / permutation,cpu,marginal,100,10,1.267,508101,6.710148949462745e-07,0.43424964562366125,0.0012214993756520642,0.8911764705882353,0.902668986698506
diabetes_130,transformer,47,5,captum,captum_approx,gradient_shap,512,captum / gradient_shap,cpu,marginal,100,10,6.7877,0,0.0713407499604014,0.7507884845118867,0.0009901436846613456,0.8823529411764706,0.8419442475785495
diabetes_130,transformer,47,5,captum,captum_approx,deep_lift_shap,512,captum / deep_lift_shap,cpu,marginal,100,10,2.3761,0,1.0262532175595769,0.7507884845118867,0.0009901436846613456,0.8823529411764706,0.8419442475785495
diabetes_130,transformer,47,5,shap,shap_nn_approx,gradient,512,shap / gradient,cpu,marginal,100,10,6.2258,0,0.0841850038658984,0.08364902339901008,0.00013574858015293742,0.9734513274336283,0.982679006392795
diabetes_130,transformer,47,5,shap,shap_nn_approx,deep,512,shap / deep,cpu,marginal,100,10,2.3975,0,1.350122163857452,0.5408718426609612,0.0008297832520248506,0.9147058823529411,0.90016536735176
diabetes_130,transformer,47,5,lightshap,lightshap_approx,kernel,512,lightshap / kernel,cpu,marginal,100,10,3600.3217,7452110,,,,,
diabetes_130,transformer,47,5,lightshap,lightshap_approx,permutation,512,lightshap / permutation,cpu,marginal,100,10,3600.188,7437310,,,,,
diabetes_130,transformer,47,5,dalex,dalex_approx,permutation,512,dalex / permutation,cpu,marginal,100,10,228.0295,529111,4.909267812976976e-07,0.08979442531458989,0.00014300976510043525,0.9764705882352941,0.9882943538861328
diabetes_130,transformer,47,5,shapiq_proxy,shapiq_proxy,proxy,512,shapiq / proxyShap,cpu,marginal,100,10,227.8004,512101,2.807583351101707e-07,0.4081927017848035,0.0005695985838530174,0.8823529411764706,0.8812348273537944
diabetes_130,transformer,47,5,shapiq,shapiq_approx,kernel,512,shapiq / kernel,cpu,marginal,100,10,227.7084,512101,7.151808808799756e-09,0.10787932994845857,0.00017402192221233304,0.9529411764705882,0.9516373126657747
diabetes_130,transformer,47,5,shapiq,shapiq_approx,permutation,512,shapiq / permutation,cpu,marginal,100,10,220.4925,508101,1.5150855871380863e-06,0.08232829844157954,0.00013160269855227357,0.9735294117647059,0.9801170182994984
diabetes_130,cnn_1d,47,5,captum,captum_approx,gradient_shap,512,captum / gradient_shap,cpu,marginal,100,10,0.1389,0,0.0949333507247911,0.176445972310579,0.0002431791632764718,0.9882352941176471,0.9838648712497047
diabetes_130,cnn_1d,47,5,captum,captum_approx,deep_lift_shap,512,captum / deep_lift_shap,cpu,marginal,100,10,0.0886,0,0.2422945805770072,0.176445972310579,0.0002431791632764718,0.9882352941176471,0.9838648712497047
diabetes_130,cnn_1d,47,5,shap,shap_nn_approx,gradient,512,shap / gradient,cpu,marginal,100,10,0.3958,0,0.1485516974810488,0.11924480087673704,0.00017419297575938596,0.9823529411764705,0.9746751712733287
diabetes_130,cnn_1d,47,5,shap,shap_nn_approx,deep,512,shap / deep,cpu,marginal,100,10,0.0456,0,0.2444679527480293,0.16178087265305768,0.0002233947025276993,0.9852941176470589,0.9838648712497047
diabetes_130,cnn_1d,47,5,lightshap,lightshap_approx,kernel,512,lightshap / kernel,cpu,marginal,100,10,387.9495,47104110,6.643390857591558e-07,0.19318735810045903,0.0002605720385871437,0.9823529411764705,0.9677069370522245
diabetes_130,cnn_1d,47,5,lightshap,lightshap_approx,permutation,512,lightshap / permutation,cpu,marginal,100,10,367.2211,45150110,6.643390858529004e-07,0.19278837962578524,0.00025998845213759153,0.9823529411764705,0.9708912417234167
diabetes_130,cnn_1d,47,5,dalex,dalex_approx,permutation,512,dalex / permutation,cpu,marginal,100,10,2.8062,529111,9.592653768376773e-07,0.19846737809954207,0.0002675552809598241,0.9823529411764705,0.9750295298842427
diabetes_130,cnn_1d,47,5,shapiq_proxy,shapiq_proxy,proxy,512,shapiq / proxyShap,cpu,marginal,100,10,1.5281,512101,7.08858278148043e-07,0.5271860600543594,0.0006304852594201105,0.961764705882353,0.8966032317670172
diabetes_130,cnn_1d,47,5,shapiq,shapiq_approx,kernel,512,shapiq / kernel,cpu,marginal,100,10,1.2149,512101,6.641770875945533e-07,0.21081196747121078,0.00028692378717434433,0.9735294117647059,0.9563939214841639
diabetes_130,cnn_1d,47,5,shapiq,shapiq_approx,permutation,512,shapiq / permutation,cpu,marginal,100,10,1.7368,508101,5.999183257464415e-07,0.1959909283625475,0.0002645639241138825,0.9823529411764705,0.9714618092419964
covertype,mlp,54,5,captum,captum_approx,gradient_shap,512,captum / gradient_shap,cpu,marginal,100,10,0.0609,0,0.0728033904094741,0.46021066808207095,0.0033037783567174805,0.8717948717948718,0.8454293915843613
covertype,mlp,54,5,captum,captum_approx,deep_lift_shap,512,captum / deep_lift_shap,cpu,marginal,100,10,0.0174,0,0.4891681784852431,0.46021066808207095,0.0033037783567174805,0.8717948717948718,0.8454293915843613
covertype,mlp,54,5,shap,shap_nn_approx,gradient,512,shap / gradient,cpu,marginal,100,10,0.3669,0,0.0303866720910525,0.13275681056085312,0.0010356203334778327,0.9658119658119658,0.9685565196589222
covertype,mlp,54,5,shap,shap_nn_approx,deep,512,shap / deep,cpu,marginal,100,10,0.021,0,0.1815074946672653,0.341728368093356,0.0025163146256191892,0.905982905982906,0.8638219524770487
covertype,mlp,54,5,lightshap,lightshap_approx,kernel,512,lightshap / kernel,cpu,marginal,100,10,53.6151,54272110,6.85849737782749e-08,0.16037695689934967,0.0012483081448314002,0.9572649572649573,0.9390301473528228
covertype,mlp,54,5,lightshap,lightshap_approx,permutation,512,lightshap / permutation,cpu,marginal,100,10,51.9195,52332110,5.9440310556965576e-08,0.15251182991472914,0.0011827984489139426,0.9515669515669516,0.9440209516517688
covertype,mlp,54,5,dalex,dalex_approx,permutation,512,dalex / permutation,cpu,marginal,100,10,2.1433,496111,1.975247245119553e-07,0.17601028195876867,0.0013662925874468558,0.9316239316239316,0.9368108364656951
covertype,mlp,54,5,shapiq_proxy,shapiq_proxy,proxy,512,shapiq / proxyShap,cpu,marginal,100,10,0.9789,512101,2.673035322685979e-07,0.3525555228445805,0.0024683689286931995,0.886039886039886,0.8492638628853337
covertype,mlp,54,5,shapiq,shapiq_approx,kernel,512,shapiq / kernel,cpu,marginal,100,10,0.6464,512101,1.0374806135947082e-07,0.31242472957086875,0.0025900375868359218,0.886039886039886,0.8130424765936635
covertype,mlp,54,5,shapiq,shapiq_approx,permutation,512,shapiq / permutation,cpu,marginal,100,10,0.9825,479101,1.508869421432348e-07,0.20193027679560047,0.0015651289676997865,0.9401709401709402,0.9204034127884867
covertype,transformer,54,5,captum,captum_approx,gradient_shap,512,captum / gradient_shap,cpu,marginal,100,10,7.4707,0,0.0342696481873618,1.1844181513518774,0.010396100595152835,0.6028571428571429,0.2484810533617871
covertype,transformer,54,5,captum,captum_approx,deep_lift_shap,512,captum / deep_lift_shap,cpu,marginal,100,10,2.6668,0,0.920892146301303,1.1844181513518774,0.010396100595152835,0.6028571428571429,0.2484810533617871
covertype,transformer,54,5,shap,shap_nn_approx,gradient,512,shap / gradient,cpu,marginal,100,10,6.1095,0,0.0981442972977507,0.16110143721978062,0.0018308599559910832,0.8885714285714286,0.890854662124787
covertype,transformer,54,5,shap,shap_nn_approx,deep,512,shap / deep,cpu,marginal,100,10,2.6387,0,0.5536044340130856,0.7945526908396167,0.008354280707241438,0.6971428571428572,0.4534964370273752
covertype,transformer,54,5,lightshap,lightshap_approx,kernel,512,lightshap / kernel,cpu,marginal,100,10,3600.2659,6370710,,,,,
covertype,transformer,54,5,lightshap,lightshap_approx,permutation,512,lightshap / permutation,cpu,marginal,100,10,3601.0598,6376310,,,,,
covertype,transformer,54,5,dalex,dalex_approx,permutation,512,dalex / permutation,cpu,marginal,100,10,253.0038,496111,2.13922776479207e-07,0.2586522395611799,0.0030073909960240818,0.8714285714285714,0.8586220508389939
covertype,transformer,54,5,shapiq_proxy,shapiq_proxy,proxy,512,shapiq / proxyShap,cpu,marginal,100,10,257.8898,512101,2.586724966302487e-07,0.37834980286035347,0.003960687624502667,0.8314285714285714,0.7813853299623367
covertype,transformer,54,5,shapiq,shapiq_approx,kernel,512,shapiq / kernel,cpu,marginal,100,10,257.0397,512101,3.211679503256487e-08,0.41445754934226386,0.005194388961354364,0.8028571428571428,0.7276672012383917
covertype,transformer,54,5,shapiq,shapiq_approx,permutation,512,shapiq / permutation,cpu,marginal,100,10,247.196,479101,7.472760318184799e-08,0.26333403108482695,0.0030658995196433483,0.8771428571428571,0.8551654304453293
covertype,cnn_1d,54,5,captum,captum_approx,gradient_shap,512,captum / gradient_shap,cpu,marginal,100,10,0.1559,0,0.0892343031294608,0.23690510705096202,0.0001438483059301474,0.9886039886039886,0.9718976500080979
covertype,cnn_1d,54,5,captum,captum_approx,deep_lift_shap,512,captum / deep_lift_shap,cpu,marginal,100,10,0.1028,0,0.4927117931693943,0.23690510705096202,0.0001438483059301474,0.9886039886039886,0.9718976500080979
covertype,cnn_1d,54,5,shap,shap_nn_approx,gradient,512,shap / gradient,cpu,marginal,100,10,0.4041,0,0.1171327098279541,0.1337247805019353,8.604511234236902e-05,0.9943019943019943,0.9783288069572148
covertype,cnn_1d,54,5,shap,shap_nn_approx,deep,512,shap / deep,cpu,marginal,100,10,0.0538,0,0.4955710825128347,0.2615737240083589,0.00015591696420516298,0.9886039886039886,0.9702921508100613
covertype,cnn_1d,54,5,lightshap,lightshap_approx,kernel,512,lightshap / kernel,cpu,marginal,100,10,487.0575,54272110,3.1467699296007866e-07,0.18660844075076102,0.00011154331063624848,0.9886039886039886,0.954044704280034
covertype,cnn_1d,54,5,lightshap,lightshap_approx,permutation,512,lightshap / permutation,cpu,marginal,100,10,463.1944,52332110,3.1467699296007866e-07,0.18588875142837907,0.00011107290255394122,0.9886039886039886,0.9581982918795289
covertype,cnn_1d,54,5,dalex,dalex_approx,permutation,512,dalex / permutation,cpu,marginal,100,10,2.8631,496111,5.070794951218092e-06,0.20019468849894997,0.00011951671508672036,0.9886039886039886,0.9723648151746704
covertype,cnn_1d,54,5,shapiq_proxy,shapiq_proxy,proxy,512,shapiq / proxyShap,cpu,marginal,100,10,1.6137,512101,1.2251347238207848e-07,0.4837310082402701,0.00026498756212450455,0.9743589743589743,0.8589981226604682
covertype,cnn_1d,54,5,shapiq,shapiq_approx,kernel,512,shapiq / kernel,cpu,marginal,100,10,1.3398,512101,3.124922260426058e-07,0.28652089188923663,0.00017750645942720862,0.9629629629629629,0.8955615721009957
covertype,cnn_1d,54,5,shapiq,shapiq_approx,permutation,512,shapiq / permutation,cpu,marginal,100,10,1.4774,479101,2.4364989930642567e-06,0.19304856370531037,0.0001155142369788493,0.9914529914529915,0.9676234061367719
gisette,mlp,100,6,captum,captum_approx,gradient_shap,512,captum / gradient_shap,cpu,marginal,100,10,0.0653,0,0.0614935603181282,0.5419948602794837,0.009935113730731984,0.966,0.9897929792979296
gisette,mlp,100,6,captum,captum_approx,deep_lift_shap,512,captum / deep_lift_shap,cpu,marginal,100,10,0.016,0,0.7479505890027744,0.5419948602794837,0.009935113730731984,0.966,0.9897929792979296
gisette,mlp,100,6,shap,shap_nn_approx,gradient,512,shap / gradient,cpu,marginal,100,10,0.3868,0,0.0808625058327429,0.09409053198142556,0.0016142269584792886,0.981,0.9964728472847284
gisette,mlp,100,6,shap,shap_nn_approx,deep,512,shap / deep,cpu,marginal,100,10,0.0272,0,0.7103805378190392,0.879631318502151,0.010541350037877237,0.962,0.982191419141914
gisette,mlp,100,6,lightshap,lightshap_approx,kernel,512,lightshap / kernel,cpu,marginal,100,10,398.4748,101376110,1.1453499968092715e-07,0.13507677977351462,0.0022626440714891326,0.955,0.9877923792379237
gisette,mlp,100,6,lightshap,lightshap_approx,permutation,512,lightshap / permutation,cpu,marginal,100,10,129.001,99528110,1.118783528307558e-07,0.11854531694250968,0.0019830394648343774,0.975,0.9935109510951096
gisette,mlp,100,6,dalex,dalex_approx,permutation,512,dalex / permutation,cpu,marginal,100,10,2.1499,506111,2.888393179886102e-07,0.24846596974335644,0.004164214170460765,0.95,0.9826042604260425
gisette,mlp,100,6,shapiq_proxy,shapiq_proxy,proxy,512,shapiq / proxyShap,cpu,marginal,100,10,1.4163,512101,3.094905992769897e-07,0.9323810213944166,0.011276260956528096,0.816,0.8347278727872787
gisette,mlp,100,6,shapiq,shapiq_approx,kernel,512,shapiq / kernel,cpu,marginal,100,10,1.3686,512101,1.2291266605936961e-07,0.4665488871564328,0.008288872556807894,0.805,0.8519447944794478
gisette,mlp,100,6,shapiq,shapiq_approx,permutation,512,shapiq / permutation,cpu,marginal,100,10,0.998,497101,2.3848943010479604e-07,0.22946692487521295,0.0039004408553560245,0.949,0.9824326432643264
gisette,transformer,100,6,captum,captum_approx,gradient_shap,512,captum / gradient_shap,cpu,marginal,100,10,13.4216,0,0.2081546018297635,1.8256786310822022,0.021571921258056456,0.596,0.48741074107410737
gisette,transformer,100,6,captum,captum_approx,deep_lift_shap,512,captum / deep_lift_shap,cpu,marginal,100,10,5.2831,0,0.9605934175205956,1.8256786310822022,0.021571921258056456,0.596,0.48741074107410737
gisette,transformer,100,6,shap,shap_nn_approx,gradient,512,shap / gradient,cpu,marginal,100,10,10.3277,0,0.2023505067168222,0.26841694297302915,0.0057830209095767575,0.967,0.9834263426342632
gisette,transformer,100,6,shap,shap_nn_approx,deep,512,shap / deep,cpu,marginal,100,10,4.9969,0,1.016594182001121,1.4437639462544318,0.01807636594503984,0.835,0.8355943594359434
gisette,transformer,100,6,lightshap,lightshap_approx,kernel,512,lightshap / kernel,cpu,marginal,100,10,3601.9169,3484910,,,,,
gisette,transformer,100,6,lightshap,lightshap_approx,permutation,512,lightshap / permutation,cpu,marginal,100,10,3600.3916,3473310,,,,,
gisette,transformer,100,6,dalex,dalex_approx,permutation,512,dalex / permutation,cpu,marginal,100,10,499.6455,506111,1.861789635075598e-07,0.3927445723241458,0.008246057509600358,0.944,0.9691077107710768
gisette,transformer,100,6,shapiq_proxy,shapiq_proxy,proxy,512,shapiq / proxyShap,cpu,marginal,100,10,490.2026,512101,3.64384571928059e-07,0.9591085890956219,0.01448128858560235,0.802,0.8324536453645364
gisette,transformer,100,6,shapiq,shapiq_approx,kernel,512,shapiq / kernel,cpu,marginal,100,10,489.6653,512101,1.0626268942626484e-07,0.5368180632334852,0.011666777613390515,0.831,0.8554407440744074
gisette,transformer,100,6,shapiq,shapiq_approx,permutation,512,shapiq / permutation,cpu,marginal,100,10,474.389,497101,2.546696286024003e-07,0.3930675449387249,0.008331285381745225,0.942,0.9675451545154514
gisette,cnn_1d,100,6,captum,captum_approx,gradient_shap,512,captum / gradient_shap,cpu,marginal,100,10,0.2123,0,0.0354455556932866,0.0457303371310756,0.00010249914039377471,0.996,0.989027302730273
gisette,cnn_1d,100,6,captum,captum_approx,deep_lift_shap,512,captum / deep_lift_shap,cpu,marginal,100,10,0.1838,0,0.035323651679314,0.0457303371310756,0.00010249914039377471,0.996,0.989027302730273
gisette,cnn_1d,100,6,shap,shap_nn_approx,gradient,512,shap / gradient,cpu,marginal,100,10,0.4147,0,0.0321288961661254,0.05112060697187606,0.00011527967017253131,0.994,0.9811137113711371
gisette,cnn_1d,100,6,shap,shap_nn_approx,deep,512,shap / deep,cpu,marginal,100,10,0.117,0,0.0312557939895696,0.04236700740920764,9.52928119349963e-05,0.996,0.9890849084908488
gisette,cnn_1d,100,6,lightshap,lightshap_approx,kernel,512,lightshap / kernel,cpu,marginal,100,10,1856.2061,101376110,6.265457704258221e-07,0.05393648531986886,0.00012383979246940086,0.996,0.9837743774377437
gisette,cnn_1d,100,6,lightshap,lightshap_approx,permutation,512,lightshap / permutation,cpu,marginal,100,10,1580.9716,99528110,6.265457706795248e-07,0.05384808072273135,0.00012364032055847929,0.996,0.9839435943594358
gisette,cnn_1d,100,6,dalex,dalex_approx,permutation,512,dalex / permutation,cpu,marginal,100,10,3.073,506111,1.1023573408965777e-06,0.05941425454460354,0.00013654461902406183,0.995,0.9794455445544553
gisette,cnn_1d,100,6,shapiq_proxy,shapiq_proxy,proxy,512,shapiq / proxyShap,cpu,marginal,100,10,3.8765,512101,5.17321908074963e-07,0.9627869711768781,0.00156090427025206,0.925,0.7421494149414942
gisette,cnn_1d,100,6,shapiq,shapiq_approx,kernel,512,shapiq / kernel,cpu,marginal,100,10,3.8942,512101,6.266018217253787e-07,0.07093221541028415,0.0001625765988736683,0.995,0.9654389438943893
gisette,cnn_1d,100,6,shapiq,shapiq_approx,permutation,512,shapiq / permutation,cpu,marginal,100,10,3.5054,497101,7.173495052284732e-07,0.058788416234662216,0.00013503093455408797,0.996,0.9790303030303029
ames_housing,mlp,79,6,captum,captum_approx,gradient_shap,512,captum / gradient_shap,cpu,marginal,100,10,0.0647,0,0.0302569942569116,0.07169694843108983,126.17293995996064,0.9676113360323887,0.9911955364421685
ames_housing,mlp,79,6,captum,captum_approx,deep_lift_shap,512,captum / deep_lift_shap,cpu,marginal,100,10,0.0177,0,1.9794119566076882e-07,0.07169694843108983,126.17293995996064,0.9676113360323887,0.9911955364421685
ames_housing,mlp,79,6,shap,shap_nn_approx,gradient,512,shap / gradient,cpu,marginal,100,10,0.3376,0,0.0499303671715001,0.07806807877363942,135.10063480847379,0.9527665317139001,0.9862722460250384
ames_housing,mlp,79,6,shap,shap_nn_approx,deep,512,shap / deep,cpu,marginal,100,10,0.0216,0,8.894695540788922e-08,0.07169696482173592,126.17296958875052,0.9676113360323887,0.9911955364421685
ames_housing,mlp,79,6,lightshap,lightshap_approx,kernel,512,lightshap / kernel,cpu,marginal,100,10,151.645,79872110,1.3732170436983272e-07,0.10963901865078494,190.91056509554542,0.9338731443994602,0.9802666512722128
ames_housing,mlp,79,6,lightshap,lightshap_approx,permutation,512,lightshap / permutation,cpu,marginal,100,10,118.0211,77982110,1.4969302916776093e-07,0.10617496209188917,184.90053146760673,0.9460188933873145,0.9828594658990408
ames_housing,mlp,79,6,dalex,dalex_approx,permutation,512,dalex / permutation,cpu,marginal,100,10,1.6382,481111,2.659834817152449e-07,0.13231244459425726,230.31560549575065,0.941970310391363,0.9738594030855385
ames_housing,mlp,79,6,shapiq_proxy,shapiq_proxy,proxy,512,shapiq / proxyShap,cpu,marginal,100,10,1.2569,512101,2.3230398694057698e-07,0.618564449980292,889.6918299431396,0.7989203778677463,0.8638515193577682
ames_housing,mlp,79,6,shapiq,shapiq_approx,kernel,512,shapiq / kernel,cpu,marginal,100,10,1.2312,512101,1.612816445517067e-07,0.2968410880352345,541.8310385043496,0.815114709851552,0.8631450492408478
ames_housing,mlp,79,6,shapiq,shapiq_approx,permutation,512,shapiq / permutation,cpu,marginal,100,10,1.0077,470101,1.3930111655871776e-07,0.1554203738897969,271.5167816146256,0.9379217273954116,0.9712865800779191
ames_housing,transformer,79,6,captum,captum_approx,gradient_shap,512,captum / gradient_shap,cpu,marginal,100,10,10.8808,0,0.0608139947953958,0.967572718032916,1475.3395811288985,0.7314439946018894,0.6699405293665299
ames_housing,transformer,79,6,captum,captum_approx,deep_lift_shap,512,captum / deep_lift_shap,cpu,marginal,100,10,4.3061,0,0.6182068076378529,0.967572718032916,1475.3395811288985,0.7314439946018894,0.6699405293665299
ames_housing,transformer,79,6,shap,shap_nn_approx,gradient,512,shap / gradient,cpu,marginal,100,10,10.4171,0,0.0645285208789393,0.13407607421156642,223.21421847406847,0.9662618083670715,0.9849455634509672
ames_housing,transformer,79,6,shap,shap_nn_approx,deep,512,shap / deep,cpu,marginal,100,10,4.1219,0,0.3453869636506106,0.627757488169799,1114.201107841202,0.8677462887989204,0.8322311132174762
ames_housing,transformer,79,6,lightshap,lightshap_approx,kernel,512,lightshap / kernel,cpu,marginal,100,10,3600.2699,4196510,,,,,
ames_housing,transformer,79,6,lightshap,lightshap_approx,permutation,512,lightshap / permutation,cpu,marginal,100,10,3600.717,4180710,,,,,
ames_housing,transformer,79,6,dalex,dalex_approx,permutation,512,dalex / permutation,cpu,marginal,100,10,351.3453,481111,5.024004632321447e-07,0.20651716912000873,350.7841111822973,0.9581646423751687,0.9756915223196415
ames_housing,transformer,79,6,shapiq_proxy,shapiq_proxy,proxy,512,shapiq / proxyShap,cpu,marginal,100,10,395.2745,512101,4.758146176904206e-07,0.6159534952348136,849.1115173569932,0.8259109311740891,0.8633564991607546
ames_housing,transformer,79,6,shapiq,shapiq_approx,kernel,512,shapiq / kernel,cpu,marginal,100,10,395.6423,512101,3.926254450569645e-07,0.2620108626093112,455.7212853628206,0.8798920377867746,0.9410433131459259
ames_housing,transformer,79,6,shapiq,shapiq_approx,permutation,512,shapiq / permutation,cpu,marginal,100,10,338.5782,470101,5.054520396675773e-07,0.19577566701603685,332.3290158368527,0.9622132253711201,0.9814638351083609
ames_housing,cnn_1d,79,6,captum,captum_approx,gradient_shap,512,captum / gradient_shap,cpu,marginal,100,10,0.1855,0,0.034355878695296,0.04688285661529058,51.491949912867966,0.9919028340080972,0.996973478026397
ames_housing,cnn_1d,79,6,captum,captum_approx,deep_lift_shap,512,captum / deep_lift_shap,cpu,marginal,100,10,0.1469,0,3.643508315035417e-07,0.04688285661529058,51.491949912867966,0.9919028340080972,0.996973478026397
ames_housing,cnn_1d,79,6,shap,shap_nn_approx,gradient,512,shap / gradient,cpu,marginal,100,10,0.3836,0,0.0358695819294954,0.06848672547456384,75.33129823725058,0.9919028340080972,0.9938300957600854
ames_housing,cnn_1d,79,6,shap,shap_nn_approx,deep,512,shap / deep,cpu,marginal,100,10,0.0935,0,2.810376908591144e-07,0.046882849729376154,51.491942321801496,0.9919028340080972,0.996973478026397
ames_housing,cnn_1d,79,6,lightshap,lightshap_approx,kernel,512,lightshap / kernel,cpu,marginal,100,10,1055.7273,79872110,1.9237723907730405e-06,0.05504131878857016,60.55021480016199,0.9892037786774629,0.9965319720548609
ames_housing,cnn_1d,79,6,lightshap,lightshap_approx,permutation,512,lightshap / permutation,cpu,marginal,100,10,1024.7779,77982110,1.923772390637309e-06,0.054999177129485266,60.50260547444794,0.9892037786774629,0.9965367565818222
ames_housing,cnn_1d,79,6,dalex,dalex_approx,permutation,512,dalex / permutation,cpu,marginal,100,10,2.5452,481111,2.069512723374457e-06,0.05782942624238951,63.61109547755887,0.99055330634278,0.9967397328403728
ames_housing,cnn_1d,79,6,shapiq_proxy,shapiq_proxy,proxy,512,shapiq / proxyShap,cpu,marginal,100,10,4.0384,512101,1.923787701666563e-06,0.6245047780651966,535.8422026650986,0.9055330634278003,0.9296023817924073
ames_housing,cnn_1d,79,6,shapiq,shapiq_approx,kernel,512,shapiq / kernel,cpu,marginal,100,10,3.9212,512101,1.923879488167838e-06,0.06257340539084903,68.87943721319883,0.9878542510121457,0.9958186755222812
ames_housing,cnn_1d,79,6,shapiq,shapiq_approx,permutation,512,shapiq / permutation,cpu,marginal,100,10,2.1562,470101,1.9237723907730405e-06,0.05497066519129697,60.5118292476158,0.9892037786774629,0.9966071396079672
bike,mlp,12,6,captum,captum_approx,gradient_shap,512,captum / gradient_shap,cpu,marginal,100,10,0.0597,0,0.0426293705550348,0.06140277388332711,1.1944137620429198,0.975,0.990909090909091
bike,mlp,12,6,captum,captum_approx,deep_lift_shap,512,captum / deep_lift_shap,cpu,marginal,100,10,0.0171,0,1.0435908956803097e-07,0.06140277388332711,1.1944137620429198,0.975,0.990909090909091
bike,mlp,12,6,shap,shap_nn_approx,gradient,512,shap / gradient,cpu,marginal,100,10,0.3657,0,0.0292438879594995,0.05771085834208076,1.1120128181288484,0.9666666666666667,0.9867132867132868
bike,mlp,12,6,shap,shap_nn_approx,deep,512,shap / deep,cpu,marginal,100,10,0.0252,0,7.464197250587996e-08,0.06140278874875152,1.194414061245819,0.975,0.990909090909091
bike,mlp,12,6,lightshap,lightshap_approx,kernel,512,lightshap / kernel,cpu,marginal,100,10,13.5307,11264110,3.3329684245125705e-07,0.08123884234471992,1.5588301929851607,0.9083333333333333,0.9853146853146854
bike,mlp,12,6,lightshap,lightshap_approx,permutation,512,lightshap / permutation,cpu,marginal,100,10,12.576,9240110,3.267743993168081e-07,0.08121930442989272,1.5583552035503079,0.925,0.986013986013986
bike,mlp,12,6,dalex,dalex_approx,permutation,512,dalex / permutation,cpu,marginal,100,10,2.3011,560111,4.458089858067474e-07,0.09379006575298594,1.8006509218480466,0.925,0.9727272727272729
bike,mlp,12,6,shapiq_proxy,shapiq_proxy,proxy,512,shapiq / proxyShap,cpu,marginal,100,10,0.8778,512101,3.941803978786374e-07,0.08545089717844716,1.6256532818872405,0.9166666666666666,0.981818181818182
bike,mlp,12,6,shapiq,shapiq_approx,kernel,512,shapiq / kernel,cpu,marginal,100,10,0.4561,512101,3.125027718665618e-07,0.08607868151818637,1.658526401453748,0.9083333333333333,0.9846153846153847
bike,mlp,12,6,shapiq,shapiq_approx,permutation,512,shapiq / permutation,cpu,marginal,100,10,2.6087,508101,3.33296842475555e-07,0.08840379796908086,1.6947550540050307,0.9083333333333333,0.983916083916084
bike,transformer,12,6,captum,captum_approx,gradient_shap,512,captum / gradient_shap,cpu,marginal,100,10,1.6123,0,0.0703712820401657,0.9191184009728643,17.966896935738625,0.7583333333333333,0.6111888111888113
bike,transformer,12,6,captum,captum_approx,deep_lift_shap,512,captum / deep_lift_shap,cpu,marginal,100,10,0.5883,0,0.754490171038115,0.9191184009728643,17.966896935738625,0.7583333333333333,0.6111888111888113
bike,transformer,12,6,shap,shap_nn_approx,gradient,512,shap / gradient,cpu,marginal,100,10,1.8615,0,0.06686163616999,0.08872078312604859,1.753204653710208,0.95,0.9874125874125875
bike,transformer,12,6,shap,shap_nn_approx,deep,512,shap / deep,cpu,marginal,100,10,0.6087,0,0.8022078580605507,0.9070606077546273,17.47324384270857,0.7916666666666666,0.5846153846153848
bike,transformer,12,6,lightshap,lightshap_approx,kernel,512,lightshap / kernel,cpu,marginal,100,10,1252.0592,11264110,5.8371627566083254e-08,0.08523632032216218,1.6697761762427297,0.9666666666666667,0.9825174825174827
bike,transformer,12,6,lightshap,lightshap_approx,permutation,512,lightshap / permutation,cpu,marginal,100,10,1080.6741,9240110,5.1957162865510976e-08,0.08524067680128879,1.6698752603077676,0.9666666666666667,0.9825174825174827
