dataset,model,n_features,seed,library,backend,approximator,budget,method,device,imputer,n_background,n_eval,runtime_s,n_model_evals,relative_additivity_gap,relative_mae,mean_abs_diff,sign_agreement,mean_sample_rho
ames_housing,cnn_1d,79,2,lightshap,lightshap_approx,permutation,512,lightshap / permutation,cpu,marginal,100,10,997.2216,77982110,2.0872474192080197e-06,0.06302073038504555,43.24219317919092,0.981159420289855,0.994647635868611
ames_housing,cnn_1d,79,2,dalex,dalex_approx,permutation,512,dalex / permutation,cpu,marginal,100,10,2.4534,481111,2.7432394652448253e-06,0.06957987600553418,47.68146646616327,0.9797101449275363,0.9949777425452773
ames_housing,cnn_1d,79,2,shapiq_proxy,shapiq_proxy,proxy,512,shapiq / proxyShap,cpu,marginal,100,10,4.0595,512101,2.129673577868777e-06,0.6993250527567276,364.39277326647914,0.9014492753623189,0.9254489765317832
ames_housing,cnn_1d,79,2,shapiq,shapiq_approx,kernel,512,shapiq / kernel,cpu,marginal,100,10,3.9702,512101,2.0870834935105026e-06,0.07555693059190154,51.938652780152964,0.9768115942028985,0.9926635333454449
ames_housing,cnn_1d,79,2,shapiq,shapiq_approx,permutation,512,shapiq / permutation,cpu,marginal,100,10,2.2688,470101,1.9679761381104185e-06,0.06499918301263087,44.613001683899,0.9797101449275363,0.9947009835153185
bike,mlp,12,2,captum,captum_approx,gradient_shap,512,captum / gradient_shap,cpu,marginal,100,10,0.0638,0,0.0506482022993254,0.06162864839507411,1.0969121234860115,0.9666666666666667,0.990909090909091
bike,mlp,12,2,captum,captum_approx,deep_lift_shap,512,captum / deep_lift_shap,cpu,marginal,100,10,0.0167,0,1.1469901102491485e-07,0.06162864839507411,1.0969121234860115,0.9666666666666667,0.990909090909091
bike,mlp,12,2,shap,shap_nn_approx,gradient,512,shap / gradient,cpu,marginal,100,10,0.3773,0,0.0431261275830904,0.06401549488171336,1.1304375546071792,0.9416666666666667,0.9895104895104897
bike,mlp,12,2,shap,shap_nn_approx,deep,512,shap / deep,cpu,marginal,100,10,0.0258,0,1.5645480776741457e-07,0.061628621264768285,1.0969116270619756,0.9666666666666667,0.990909090909091
bike,mlp,12,2,lightshap,lightshap_approx,kernel,512,lightshap / kernel,cpu,marginal,100,10,13.0166,11264110,2.293980220498297e-07,0.09731836687066386,1.7368773070128174,0.975,0.9853146853146854
bike,mlp,12,2,lightshap,lightshap_approx,permutation,512,lightshap / permutation,cpu,marginal,100,10,12.1713,9240110,2.293980217984843e-07,0.09782918309467789,1.7452956949671112,0.975,0.9853146853146854
bike,mlp,12,2,dalex,dalex_approx,permutation,512,dalex / permutation,cpu,marginal,100,10,2.2489,560111,3.319524318018355e-07,0.10289205748089128,1.8298642615563878,0.975,0.9825174825174827
bike,mlp,12,2,shapiq_proxy,shapiq_proxy,proxy,512,shapiq / proxyShap,cpu,marginal,100,10,0.857,512101,4.568343559692556e-07,0.09956173939437708,1.7615359233985248,0.9583333333333334,0.9867132867132866
bike,mlp,12,2,shapiq,shapiq_approx,kernel,512,shapiq / kernel,cpu,marginal,100,10,0.4403,512101,2.289152312582454e-07,0.10398955988230531,1.857631474494238,0.975,0.9804195804195803
bike,mlp,12,2,shapiq,shapiq_approx,permutation,512,shapiq / permutation,cpu,marginal,100,10,2.4545,508101,2.2939802202469514e-07,0.09935461476398769,1.7683287289244112,0.975,0.9881118881118883
bike,transformer,12,2,captum,captum_approx,gradient_shap,512,captum / gradient_shap,cpu,marginal,100,10,1.5737,0,0.0452306624992672,0.9887885882000705,18.90851088790223,0.825,0.5797202797202797
bike,transformer,12,2,captum,captum_approx,deep_lift_shap,512,captum / deep_lift_shap,cpu,marginal,100,10,0.5984,0,0.8789609333458904,0.9887885882000705,18.90851088790223,0.825,0.5797202797202797
bike,transformer,12,2,shap,shap_nn_approx,gradient,512,shap / gradient,cpu,marginal,100,10,1.3635,0,0.0628878644427921,0.08590976182461077,1.6709717002468605,1.0,0.9930069930069931
bike,transformer,12,2,shap,shap_nn_approx,deep,512,shap / deep,cpu,marginal,100,10,0.5914,0,0.768913908602349,0.9951907367766216,18.028003314385813,0.7666666666666667,0.6972027972027973
bike,transformer,12,2,lightshap,lightshap_approx,kernel,512,lightshap / kernel,cpu,marginal,100,10,1270.6294,11264110,9.13283845719415e-08,0.0650175276112745,1.2618402097428363,0.975,0.9895104895104895
bike,transformer,12,2,lightshap,lightshap_approx,permutation,512,lightshap / permutation,cpu,marginal,100,10,1103.1414,9240110,9.132838466266809e-08,0.06503690078539559,1.2622063708169924,0.975,0.9895104895104895
bike,transformer,12,2,dalex,dalex_approx,permutation,512,dalex / permutation,cpu,marginal,100,10,36.996,560111,2.203297276383321e-07,0.06437613060026814,1.2492743775248527,0.975,0.9895104895104895
bike,transformer,12,2,shapiq_proxy,shapiq_proxy,proxy,512,shapiq / proxyShap,cpu,marginal,100,10,54.6425,512101,2.873543085369341e-07,0.07153082654166577,1.3763567911767776,0.975,0.9895104895104897
bike,transformer,12,2,shapiq,shapiq_approx,kernel,512,shapiq / kernel,cpu,marginal,100,10,55.342,512101,9.744026639875469e-08,0.0651934350325109,1.265358895492003,0.975,0.9888111888111888
bike,transformer,12,2,shapiq,shapiq_approx,permutation,512,shapiq / permutation,cpu,marginal,100,10,33.2619,508101,2.3136524085661282e-07,0.06536594747550957,1.2679167822785133,0.975,0.9888111888111888
bike,cnn_1d,12,2,captum,captum_approx,gradient_shap,512,captum / gradient_shap,cpu,marginal,100,10,0.073,0,0.0504443896249715,0.05535197702778939,0.45473249492545925,0.9916666666666667,0.9916083916083916
bike,cnn_1d,12,2,captum,captum_approx,deep_lift_shap,512,captum / deep_lift_shap,cpu,marginal,100,10,0.0283,0,1.5352321593097394e-07,0.05535197702778939,0.45473249492545925,0.9916666666666667,0.9916083916083916
bike,cnn_1d,12,2,shap,shap_nn_approx,gradient,512,shap / gradient,cpu,marginal,100,10,0.3697,0,0.0480102183959088,0.07693525170505829,0.635739130436137,1.0,0.9937062937062937
bike,cnn_1d,12,2,shap,shap_nn_approx,deep,512,shap / deep,cpu,marginal,100,10,0.0243,0,1.528605472077914e-07,0.055351988713169785,0.4547325937698285,0.9916666666666667,0.9916083916083916
bike,cnn_1d,12,2,lightshap,lightshap_approx,kernel,512,lightshap / kernel,cpu,marginal,100,10,35.9394,11264110,7.311543155781551e-07,0.07034605793405352,0.5854045623564138,0.9916666666666667,0.9825174825174827
bike,cnn_1d,12,2,lightshap,lightshap_approx,permutation,512,lightshap / permutation,cpu,marginal,100,10,28.6501,9240110,7.311543155424101e-07,0.07035276729980597,0.5854343024392926,0.9916666666666667,0.9825174825174827
bike,cnn_1d,12,2,dalex,dalex_approx,permutation,512,dalex / permutation,cpu,marginal,100,10,3.0073,560111,1.0071122963012985e-06,0.07018203414811675,0.5842495042888461,0.9916666666666667,0.9846153846153849
bike,cnn_1d,12,2,shapiq_proxy,shapiq_proxy,proxy,512,shapiq / proxyShap,cpu,marginal,100,10,0.9606,512101,9.02631119644284e-07,0.07523777721218816,0.6110553862650642,0.9916666666666667,0.9853146853146854
bike,cnn_1d,12,2,shapiq,shapiq_approx,kernel,512,shapiq / kernel,cpu,marginal,100,10,0.5924,512101,7.691121556267654e-07,0.0706062525656053,0.5872573268520527,0.9916666666666667,0.983916083916084
bike,cnn_1d,12,2,shapiq,shapiq_approx,permutation,512,shapiq / permutation,cpu,marginal,100,10,3.4812,508101,7.50344717498037e-07,0.0706319136548104,0.5881311051040028,0.9916666666666667,0.981818181818182
diabetes_130,mlp,47,2,captum,captum_approx,gradient_shap,512,captum / gradient_shap,cpu,marginal,100,10,0.0617,0,0.1172215651360046,0.3766688695877582,0.0014916771250411444,0.9667673716012085,0.9548425938110471
diabetes_130,mlp,47,2,captum,captum_approx,deep_lift_shap,512,captum / deep_lift_shap,cpu,marginal,100,10,0.016,0,0.8328856800838642,0.3766688695877582,0.0014916771250411444,0.9667673716012085,0.9548425938110471
diabetes_130,mlp,47,2,shap,shap_nn_approx,gradient,512,shap / gradient,cpu,marginal,100,10,0.3608,0,0.1241578193242197,0.1275730496532964,0.0005465538326423723,0.9637462235649547,0.9681650565839647
diabetes_130,mlp,47,2,shap,shap_nn_approx,deep,512,shap / deep,cpu,marginal,100,10,0.0216,0,0.6548077252711025,0.3564831613648526,0.0013315969145839923,0.9546827794561934,0.964489241260722
diabetes_130,mlp,47,2,lightshap,lightshap_approx,kernel,512,lightshap / kernel,cpu,marginal,100,10,55.2244,47104110,9.03599253937613e-08,0.348846504881704,0.0012928892747409223,0.9577039274924471,0.9410821180983934
diabetes_130,mlp,47,2,lightshap,lightshap_approx,permutation,512,lightshap / permutation,cpu,marginal,100,10,54.3099,45150110,8.54985979508728e-08,0.34540117625835676,0.0012791843724350676,0.9607250755287009,0.9436229091286126
diabetes_130,mlp,47,2,dalex,dalex_approx,permutation,512,dalex / permutation,cpu,marginal,100,10,1.8978,529111,4.7154877083401113e-07,0.3620332914737239,0.0013306655640108378,0.945619335347432,0.9446394953997348
diabetes_130,mlp,47,2,shapiq_proxy,shapiq_proxy,proxy,512,shapiq / proxyShap,cpu,marginal,100,10,0.874,512101,4.016116438690735e-07,0.6532142894960081,0.0021613607565634627,0.9335347432024169,0.9004004251842271
diabetes_130,mlp,47,2,shapiq,shapiq_approx,kernel,512,shapiq / kernel,cpu,marginal,100,10,0.6398,512101,1.456756245699239e-07,0.4157640677946082,0.001598128726737079,0.9214501510574018,0.8736551315970067
diabetes_130,mlp,47,2,shapiq,shapiq_approx,permutation,512,shapiq / permutation,cpu,marginal,100,10,1.1796,508101,2.092072302935589e-07,0.3470538606805836,0.0012865171644391266,0.9486404833836858,0.939875517984226
diabetes_130,transformer,47,2,captum,captum_approx,gradient_shap,512,captum / gradient_shap,cpu,marginal,100,10,6.3996,0,0.0696891035082537,0.5744444432572308,0.0010901472326487294,0.8454545454545455,0.8172531951872841
diabetes_130,transformer,47,2,captum,captum_approx,deep_lift_shap,512,captum / deep_lift_shap,cpu,marginal,100,10,2.3993,0,0.465436542919831,0.5744444432572308,0.0010901472326487294,0.8454545454545455,0.8172531951872841
diabetes_130,transformer,47,2,shap,shap_nn_approx,gradient,512,shap / gradient,cpu,marginal,100,10,4.5236,0,0.0792399808430168,0.10427922379028645,0.00022018834320037666,0.9939577039274925,0.9923867276705227
diabetes_130,transformer,47,2,shap,shap_nn_approx,deep,512,shap / deep,cpu,marginal,100,10,2.2865,0,0.8928822213287462,0.5242777645108997,0.0010968566200120977,0.918429003021148,0.8707294148283372
diabetes_130,transformer,47,2,lightshap,lightshap_approx,kernel,512,lightshap / kernel,cpu,marginal,100,10,3600.5068,7470510,,,,,
diabetes_130,transformer,47,2,lightshap,lightshap_approx,permutation,512,lightshap / permutation,cpu,marginal,100,10,3600.1984,7437310,,,,,
diabetes_130,transformer,47,2,dalex,dalex_approx,permutation,512,dalex / permutation,cpu,marginal,100,10,227.1135,529111,5.852184749886428e-07,0.13192546400592176,0.0002835887617313111,0.9818731117824774,0.9846419878264706
diabetes_130,transformer,47,2,shapiq_proxy,shapiq_proxy,proxy,512,shapiq / proxyShap,cpu,marginal,100,10,226.4284,512101,6.795552897108072e-08,0.3388238028990084,0.0006310230393725487,0.9214501510574018,0.9087193931107247
diabetes_130,transformer,47,2,shapiq,shapiq_approx,kernel,512,shapiq / kernel,cpu,marginal,100,10,225.5603,512101,5.2163644843500346e-08,0.1583671667048193,0.00034373390579645,0.9667673716012085,0.9568567785304953
diabetes_130,transformer,47,2,shapiq,shapiq_approx,permutation,512,shapiq / permutation,cpu,marginal,100,10,219.3886,508101,1.354975842727902e-06,0.12307004953579812,0.00026397550441720734,0.9818731117824774,0.9767818760380376
diabetes_130,cnn_1d,47,2,captum,captum_approx,gradient_shap,512,captum / gradient_shap,cpu,marginal,100,10,0.1378,0,0.1004061540079675,0.21958316382152698,0.00042892395215839065,0.9909365558912386,0.9769804590966444
diabetes_130,cnn_1d,47,2,captum,captum_approx,deep_lift_shap,512,captum / deep_lift_shap,cpu,marginal,100,10,0.0919,0,0.3110481870267966,0.21958316382152698,0.00042892395215839065,0.9909365558912386,0.9769804590966444
diabetes_130,cnn_1d,47,2,shap,shap_nn_approx,gradient,512,shap / gradient,cpu,marginal,100,10,0.3915,0,0.1009871751690022,0.12297237720044144,0.00025489573452432525,0.9939393939393939,0.9728352922955539
diabetes_130,cnn_1d,47,2,shap,shap_nn_approx,deep,512,shap / deep,cpu,marginal,100,10,0.0469,0,0.2937344816266687,0.1924373080167274,0.00037522672743200915,0.9879154078549849,0.9761237435166642
diabetes_130,cnn_1d,47,2,lightshap,lightshap_approx,kernel,512,lightshap / kernel,cpu,marginal,100,10,394.5702,47104110,2.1829797425781796e-08,0.20603902639485017,0.00039316012704161424,0.9909365558912386,0.9682351206674739
diabetes_130,cnn_1d,47,2,lightshap,lightshap_approx,permutation,512,lightshap / permutation,cpu,marginal,100,10,368.9581,45150110,2.1829797588426465e-08,0.205710182816565,0.0003924834507376952,0.9909365558912386,0.9730447943636247
diabetes_130,cnn_1d,47,2,dalex,dalex_approx,permutation,512,dalex / permutation,cpu,marginal,100,10,2.641,529111,4.788002269760379e-07,0.2160591875137054,0.00041094025219681995,0.9848942598187311,0.9756450700723587
diabetes_130,cnn_1d,47,2,shapiq_proxy,shapiq_proxy,proxy,512,shapiq / proxyShap,cpu,marginal,100,10,1.9454,512101,2.861339850228678e-07,0.5601539514158361,0.0009464611026587476,0.9848942598187311,0.8858944240094532
diabetes_130,cnn_1d,47,2,shapiq,shapiq_approx,kernel,512,shapiq / kernel,cpu,marginal,100,10,1.7522,512101,2.1767015229199592e-08,0.22832440989209796,0.00044161439711710163,0.9818731117824774,0.9567013532221239
diabetes_130,cnn_1d,47,2,shapiq,shapiq_approx,permutation,512,shapiq / permutation,cpu,marginal,100,10,1.7475,508101,3.0852780574293964e-07,0.2133932352608187,0.00040644076951279863,0.9909365558912386,0.9729753914425311
covertype,mlp,54,2,captum,captum_approx,gradient_shap,512,captum / gradient_shap,cpu,marginal,100,10,0.0569,0,0.0630503400945122,0.24796158765631043,0.001758729323187759,0.9473684210526315,0.9429700645666209
covertype,mlp,54,2,captum,captum_approx,deep_lift_shap,512,captum / deep_lift_shap,cpu,marginal,100,10,0.0205,0,0.1387378994855963,0.24796158765631043,0.001758729323187759,0.9473684210526315,0.9429700645666209
covertype,mlp,54,2,shap,shap_nn_approx,gradient,512,shap / gradient,cpu,marginal,100,10,0.3601,0,0.0629475834716552,0.13311796217554836,0.0009421189194469543,0.9735449735449735,0.976570123690102
covertype,mlp,54,2,shap,shap_nn_approx,deep,512,shap / deep,cpu,marginal,100,10,0.0268,0,0.2387958179306127,0.307265125590237,0.001985257878786123,0.9184210526315789,0.9139033457249068
covertype,mlp,54,2,lightshap,lightshap_approx,kernel,512,lightshap / kernel,cpu,marginal,100,10,50.8458,54272110,1.487901228864925e-07,0.13836275007288198,0.0009675791787122489,0.95,0.943155253880024
covertype,mlp,54,2,lightshap,lightshap_approx,permutation,512,lightshap / permutation,cpu,marginal,100,10,49.615,52332110,1.4879012264285014e-07,0.13150642793569645,0.0009171511378318196,0.9526315789473684,0.9511262397507506
covertype,mlp,54,2,dalex,dalex_approx,permutation,512,dalex / permutation,cpu,marginal,100,10,2.167,496111,2.7492303730351333e-07,0.16930151565236884,0.0011816066322188753,0.9447368421052632,0.9522363529641946
covertype,mlp,54,2,shapiq_proxy,shapiq_proxy,proxy,512,shapiq / proxyShap,cpu,marginal,100,10,0.9587,512101,3.774620385293887e-07,0.38306484968759025,0.002351900738032454,0.8868421052631579,0.872946459935964
covertype,mlp,54,2,shapiq,shapiq_approx,kernel,512,shapiq / kernel,cpu,marginal,100,10,0.688,512101,1.848360449396335e-07,0.3115663230478089,0.002263930445768448,0.8368421052631579,0.8008491077522514
covertype,mlp,54,2,shapiq,shapiq_approx,permutation,512,shapiq / permutation,cpu,marginal,100,10,1.0662,479101,3.135103656204304e-07,0.15650664683670382,0.0010940472739230057,0.9421052631578948,0.9459475041947127
covertype,transformer,54,2,captum,captum_approx,gradient_shap,512,captum / gradient_shap,cpu,marginal,100,10,7.3021,0,0.0764616314862891,1.0265404421233923,0.010558402115317151,0.6052631578947368,0.3440970455879475
covertype,transformer,54,2,captum,captum_approx,deep_lift_shap,512,captum / deep_lift_shap,cpu,marginal,100,10,2.7477,0,1.3301150805813846,1.0265404421233923,0.010558402115317151,0.6052631578947368,0.3440970455879475
covertype,transformer,54,2,shap,shap_nn_approx,gradient,512,shap / gradient,cpu,marginal,100,10,5.1122,0,0.1122943269293549,0.16788988843268643,0.0018871737512164343,0.8578947368421053,0.8689649774995107
covertype,transformer,54,2,shap,shap_nn_approx,deep,512,shap / deep,cpu,marginal,100,10,2.6438,0,0.636648593344196,0.8120337082190645,0.007759667890843923,0.6078947368421053,0.3937702993543338
covertype,transformer,54,2,lightshap,lightshap_approx,kernel,512,lightshap / kernel,cpu,marginal,100,10,3600.3323,6423710,,,,,
covertype,transformer,54,2,lightshap,lightshap_approx,permutation,512,lightshap / permutation,cpu,marginal,100,10,3600.2398,6417110,,,,,
covertype,transformer,54,2,dalex,dalex_approx,permutation,512,dalex / permutation,cpu,marginal,100,10,191.5931,496111,3.071383674368065e-07,0.17586270739601748,0.001965686731792806,0.8421052631578947,0.8700058696928193
covertype,transformer,54,2,shapiq_proxy,shapiq_proxy,proxy,512,shapiq / proxyShap,cpu,marginal,100,10,255.6151,512101,1.339407297431427e-07,0.30859979153787054,0.003159335206868417,0.781578947368421,0.7456329172567221
covertype,transformer,54,2,shapiq,shapiq_approx,kernel,512,shapiq / kernel,cpu,marginal,100,10,255.5586,512101,1.258019738944724e-07,0.22703375207524618,0.002628479301480466,0.8157894736842105,0.7721731467513907
covertype,transformer,54,2,shapiq,shapiq_approx,permutation,512,shapiq / permutation,cpu,marginal,100,10,245.5665,479101,4.661153802433098e-07,0.15952362850378565,0.00178459337613479,0.8552631578947368,0.8797822705240341
covertype,cnn_1d,54,2,captum,captum_approx,gradient_shap,512,captum / gradient_shap,cpu,marginal,100,10,0.1502,0,0.1257572609070686,0.15066307197713044,0.0001236420640082172,0.9947368421052631,0.9589591078066914
covertype,cnn_1d,54,2,captum,captum_approx,deep_lift_shap,512,captum / deep_lift_shap,cpu,marginal,100,10,0.1033,0,0.2011481036831749,0.15066307197713044,0.0001236420640082172,0.9947368421052631,0.9589591078066914
covertype,cnn_1d,54,2,shap,shap_nn_approx,gradient,512,shap / gradient,cpu,marginal,100,10,0.3986,0,0.1425206743542224,0.1666690504402922,0.00013766011130351394,0.9894736842105263,0.9418117785169242
covertype,cnn_1d,54,2,shap,shap_nn_approx,deep,512,shap / deep,cpu,marginal,100,10,0.0532,0,0.1964644636338754,0.17352413658274146,0.00013538549122518747,0.9921052631578947,0.9475092936802973
covertype,cnn_1d,54,2,lightshap,lightshap_approx,kernel,512,lightshap / kernel,cpu,marginal,100,10,483.976,54272110,6.8752017345934e-07,0.17132007247909797,0.00013587913363258882,0.9921052631578947,0.9448893288280896
covertype,cnn_1d,54,2,lightshap,lightshap_approx,permutation,512,lightshap / permutation,cpu,marginal,100,10,468.9589,52332110,6.8752017345934e-07,0.17092200161541216,0.00013553946712447759,0.9921052631578947,0.9485156247936553
covertype,cnn_1d,54,2,dalex,dalex_approx,permutation,512,dalex / permutation,cpu,marginal,100,10,2.8006,496111,2.4292379364660023e-06,0.17111296970180337,0.00013570926815943639,0.9921052631578947,0.9583721385247506
covertype,cnn_1d,54,2,shapiq_proxy,shapiq_proxy,proxy,512,shapiq / proxyShap,cpu,marginal,100,10,2.4268,512101,3.51534195775979e-07,0.4906784000792129,0.00035451131707061267,0.9736842105263158,0.8066190586930304
covertype,cnn_1d,54,2,shapiq,shapiq_approx,kernel,512,shapiq / kernel,cpu,marginal,100,10,2.1464,512101,6.865693667188724e-07,0.2098355594345936,0.00016809692450737122,0.9894736842105263,0.9321058364492545
covertype,cnn_1d,54,2,shapiq,shapiq_approx,permutation,512,shapiq / permutation,cpu,marginal,100,10,1.4604,479101,2.2393514137615656e-06,0.17245266838924753,0.0001370843361878787,0.9868421052631579,0.9497148179045686
gisette,mlp,100,3,captum,captum_approx,gradient_shap,512,captum / gradient_shap,cpu,marginal,100,10,0.0648,0,0.0476838810659723,0.9489653231514291,0.008855476746570333,0.941,0.9856657665766575
gisette,mlp,100,3,captum,captum_approx,deep_lift_shap,512,captum / deep_lift_shap,cpu,marginal,100,10,0.0177,0,0.852914632705495,0.9489653231514291,0.008855476746570333,0.941,0.9856657665766575
gisette,mlp,100,3,shap,shap_nn_approx,gradient,512,shap / gradient,cpu,marginal,100,10,0.3608,0,0.0621510092101513,0.1265007709006505,0.001587816685104019,0.969,0.9945154515451545
gisette,mlp,100,3,shap,shap_nn_approx,deep,512,shap / deep,cpu,marginal,100,10,0.0231,0,0.6283029461992289,0.6571747280233844,0.0064917001228354835,0.941,0.972944494449445
gisette,mlp,100,3,lightshap,lightshap_approx,kernel,512,lightshap / kernel,cpu,marginal,100,10,393.5679,101376110,2.310701360239124e-08,0.1643320164107033,0.0020908067376996394,0.929,0.9779141914191417
gisette,mlp,100,3,lightshap,lightshap_approx,permutation,512,lightshap / permutation,cpu,marginal,100,10,132.6322,99528110,2.8392996625558167e-08,0.11655002258648768,0.0014739861084262873,0.973,0.9946702670267026
gisette,mlp,100,3,dalex,dalex_approx,permutation,512,dalex / permutation,cpu,marginal,100,10,2.2179,506111,1.326899465192917e-07,0.2704634049584799,0.0035321710213807823,0.953,0.9828934893489348
gisette,mlp,100,3,shapiq_proxy,shapiq_proxy,proxy,512,shapiq / proxyShap,cpu,marginal,100,10,1.3783,512101,2.634619663411036e-07,0.9701079967099449,0.009259573772621222,0.777,0.7468586858685867
gisette,mlp,100,3,shapiq,shapiq_approx,kernel,512,shapiq / kernel,cpu,marginal,100,10,1.4141,512101,2.6922314527133745e-08,0.6109820244597166,0.008579554092541615,0.775,0.7674863486348634
gisette,mlp,100,3,shapiq,shapiq_approx,permutation,512,shapiq / permutation,cpu,marginal,100,10,0.9628,497101,3.6245321108235807e-08,0.2528813690192409,0.003156649370905256,0.95,0.9804296429642964
gisette,transformer,100,3,captum,captum_approx,gradient_shap,512,captum / gradient_shap,cpu,marginal,100,10,13.3434,0,0.1470080317115447,1.8976342722595676,0.016823115676048304,0.65,0.409087308730873
gisette,transformer,100,3,captum,captum_approx,deep_lift_shap,512,captum / deep_lift_shap,cpu,marginal,100,10,5.1753,0,0.9603232111051678,1.8976342722595676,0.016823115676048304,0.65,0.409087308730873
gisette,transformer,100,3,shap,shap_nn_approx,gradient,512,shap / gradient,cpu,marginal,100,10,10.6555,0,0.2073871806156017,0.28161846385644157,0.0049837104725597445,0.98,0.9853153315331532
gisette,transformer,100,3,shap,shap_nn_approx,deep,512,shap / deep,cpu,marginal,100,10,5.0491,0,0.9220144268741512,1.4472809573627594,0.014275086577495589,0.923,0.8388478847884787
gisette,transformer,100,3,lightshap,lightshap_approx,kernel,512,lightshap / kernel,cpu,marginal,100,10,3601.4662,3366110,,,,,
gisette,transformer,100,3,lightshap,lightshap_approx,permutation,512,lightshap / permutation,cpu,marginal,100,10,3601.8739,3356910,,,,,
gisette,transformer,100,3,dalex,dalex_approx,permutation,512,dalex / permutation,cpu,marginal,100,10,499.791,506111,2.003776698753645e-07,0.41407842945496487,0.007048770226197666,0.964,0.9538085808580856
gisette,transformer,100,3,shapiq_proxy,shapiq_proxy,proxy,512,shapiq / proxyShap,cpu,marginal,100,10,503.4845,512101,2.298864141432127e-07,1.0821174901751895,0.012866929457624353,0.795,0.7879063906390638
gisette,transformer,100,3,shapiq,shapiq_approx,kernel,512,shapiq / kernel,cpu,marginal,100,10,503.3186,512101,5.6583558706241126e-08,0.6282583980801565,0.011118620698940783,0.831,0.8264566456645663
gisette,transformer,100,3,shapiq,shapiq_approx,permutation,512,shapiq / permutation,cpu,marginal,100,10,488.9032,497101,6.813807644430652e-08,0.4269077984955405,0.007086240948549654,0.963,0.9528100810081007
gisette,cnn_1d,100,3,captum,captum_approx,gradient_shap,512,captum / gradient_shap,cpu,marginal,100,10,0.2218,0,0.0615878958833361,0.04185382423595709,7.102322890295909e-05,0.99,0.9928700870087008
gisette,cnn_1d,100,3,captum,captum_approx,deep_lift_shap,512,captum / deep_lift_shap,cpu,marginal,100,10,0.1918,0,0.0158386610072369,0.04185382423595709,7.102322890295909e-05,0.99,0.9928700870087008
gisette,cnn_1d,100,3,shap,shap_nn_approx,gradient,512,shap / gradient,cpu,marginal,100,10,0.3912,0,0.0628306932031034,0.058744206130779415,9.980190244665747e-05,0.987,0.9879963996399639
gisette,cnn_1d,100,3,shap,shap_nn_approx,deep,512,shap / deep,cpu,marginal,100,10,0.1234,0,0.0085586713478752,0.04027060208886959,6.83009544000015e-05,0.99,0.9929900990099009
gisette,cnn_1d,100,3,lightshap,lightshap_approx,kernel,512,lightshap / kernel,cpu,marginal,100,10,1870.829,101376110,1.0548234578825122e-07,0.05326887288278853,8.997992867201795e-05,0.989,0.9886900690069005
gisette,cnn_1d,100,3,lightshap,lightshap_approx,permutation,512,lightshap / permutation,cpu,marginal,100,10,1599.4644,99528110,1.0548234593938673e-07,0.05327779703413221,8.999462625615702e-05,0.989,0.9887800780078008
gisette,cnn_1d,100,3,dalex,dalex_approx,permutation,512,dalex / permutation,cpu,marginal,100,10,3.1416,506111,2.049603112621222e-06,0.06451663950781152,0.00010899086062818242,0.99,0.983104710471047
gisette,cnn_1d,100,3,shapiq_proxy,shapiq_proxy,proxy,512,shapiq / proxyShap,cpu,marginal,100,10,4.951,512101,2.781680776162576e-07,1.009611413605114,0.0011862797998642301,0.921,0.7999423942394238
gisette,cnn_1d,100,3,shapiq,shapiq_approx,kernel,512,shapiq / kernel,cpu,marginal,100,10,5.1142,512101,1.0538491446015122e-07,0.07981133777291835,0.00013510139411856186,0.983,0.9753075307530752
gisette,cnn_1d,100,3,shapiq,shapiq_approx,permutation,512,shapiq / permutation,cpu,marginal,100,10,4.6957,497101,2.856137357231735e-07,0.06716818609321745,0.00011343875806468665,0.99,0.9826810681068106
ames_housing,mlp,79,3,captum,captum_approx,gradient_shap,512,captum / gradient_shap,cpu,marginal,100,10,0.0638,0,0.0374123522350098,0.07832570216189409,114.27324185680737,0.9666666666666667,0.9888253195374317
ames_housing,mlp,79,3,captum,captum_approx,deep_lift_shap,512,captum / deep_lift_shap,cpu,marginal,100,10,0.0165,0,1.5486328986944e-07,0.07832570216189409,114.27324185680737,0.9666666666666667,0.9888253195374317
ames_housing,mlp,79,3,shap,shap_nn_approx,gradient,512,shap / gradient,cpu,marginal,100,10,0.3657,0,0.0400473340962671,0.08366285652884786,120.48676511266548,0.968,0.9883651856360316
ames_housing,mlp,79,3,shap,shap_nn_approx,deep,512,shap / deep,cpu,marginal,100,10,0.0259,0,1.0105322883619008e-07,0.07832568657707528,114.27321924657761,0.9666666666666667,0.9888253195374317
ames_housing,mlp,79,3,lightshap,lightshap_approx,kernel,512,lightshap / kernel,cpu,marginal,100,10,147.4474,79872110,1.5486329007922566e-07,0.09861896872428018,142.22214927905267,0.9546666666666667,0.9856247355603944
ames_housing,mlp,79,3,lightshap,lightshap_approx,permutation,512,lightshap / permutation,cpu,marginal,100,10,116.8321,77982110,1.548632901578953e-07,0.09555810441891167,137.7709711383416,0.9626666666666667,0.9870035779776177
ames_housing,mlp,79,3,dalex,dalex_approx,permutation,512,dalex / permutation,cpu,marginal,100,10,1.7072,481111,3.1254227609139746e-07,0.15493981594355669,224.08118208578867,0.9493333333333334,0.9804869141813756
ames_housing,mlp,79,3,shapiq_proxy,shapiq_proxy,proxy,512,shapiq / proxyShap,cpu,marginal,100,10,1.3102,512101,2.525995827121374e-07,0.6073382830995542,730.2138671660779,0.8253333333333334,0.8465364266179991
