dataset,model,seed,max_depth,mode,backend_a,backend_b,library_a,library_b,sign_agreement,mean_sample_rho
bike,random_forest,1,8,interventional,woodelf_interventional,shapiq_tree_interventional,woodelf,shapiq,1.0,1.0
bike,random_forest,1,8,path_dependent,fasttreeshap_path_dependent,shap_tree_path_dependent,fasttreeshap,shap,1.0,1.0
bike,random_forest,1,8,path_dependent,fasttreeshap_path_dependent,shapiq_tree_path_dependent,fasttreeshap,shapiq,1.0,1.0
bike,random_forest,1,8,path_dependent,fasttreeshap_path_dependent,woodelf_path_dependent,fasttreeshap,woodelf,1.0,1.0
bike,random_forest,1,8,interaction,shap_interaction,shapiq_interaction,shap,shapiq,1.0,0.9998927887320403
bike,random_forest,1,8,interaction,shap_interaction,woodelf_interaction,shap,woodelf,1.0,0.9998927887320403
bike,random_forest,1,8,interaction,shap_interaction,fasttreeshap_interaction,shap,fasttreeshap,1.0,0.9999503649341503
bike,random_forest,1,8,interaction,shapiq_interaction,shap_interaction,shapiq,shap,1.0,0.9998927887320403
bike,random_forest,1,8,interaction,shapiq_interaction,woodelf_interaction,shapiq,woodelf,1.0,1.0
bike,random_forest,1,8,interaction,shapiq_interaction,fasttreeshap_interaction,shapiq,fasttreeshap,1.0,0.999906251032221
bike,random_forest,1,8,interaction,woodelf_interaction,shap_interaction,woodelf,shap,1.0,0.9998927887320403
bike,random_forest,1,8,interaction,woodelf_interaction,shapiq_interaction,woodelf,shapiq,1.0,1.0
bike,random_forest,1,8,interaction,woodelf_interaction,fasttreeshap_interaction,woodelf,fasttreeshap,1.0,0.999906251032221
bike,random_forest,1,8,interaction,fasttreeshap_interaction,shap_interaction,fasttreeshap,shap,1.0,0.9999503649341502
bike,random_forest,1,8,interaction,fasttreeshap_interaction,shapiq_interaction,fasttreeshap,shapiq,1.0,0.9999062510322212
bike,random_forest,1,8,interaction,fasttreeshap_interaction,woodelf_interaction,fasttreeshap,woodelf,1.0,0.9999062510322212
bike,random_forest,1,12,path_dependent,shap_tree_path_dependent,shapiq_tree_path_dependent,shap,shapiq,1.0,1.0
bike,random_forest,1,12,path_dependent,shap_tree_path_dependent,woodelf_path_dependent,shap,woodelf,1.0,1.0
bike,random_forest,1,12,path_dependent,shap_tree_path_dependent,fasttreeshap_path_dependent,shap,fasttreeshap,1.0,1.0
bike,random_forest,1,12,path_dependent,shapiq_tree_path_dependent,shap_tree_path_dependent,shapiq,shap,1.0,1.0
bike,random_forest,1,12,path_dependent,shapiq_tree_path_dependent,woodelf_path_dependent,shapiq,woodelf,1.0,1.0
bike,random_forest,1,12,path_dependent,shapiq_tree_path_dependent,fasttreeshap_path_dependent,shapiq,fasttreeshap,1.0,1.0
bike,random_forest,1,12,interventional,shapiq_tree_interventional,woodelf_interventional,shapiq,woodelf,1.0,1.0
bike,random_forest,1,12,path_dependent,woodelf_path_dependent,shap_tree_path_dependent,woodelf,shap,1.0,1.0
bike,random_forest,1,12,path_dependent,woodelf_path_dependent,shapiq_tree_path_dependent,woodelf,shapiq,1.0,1.0
bike,random_forest,1,12,path_dependent,woodelf_path_dependent,fasttreeshap_path_dependent,woodelf,fasttreeshap,1.0,1.0
bike,random_forest,1,12,interventional,woodelf_interventional,shapiq_tree_interventional,woodelf,shapiq,1.0,1.0
bike,random_forest,1,12,path_dependent,fasttreeshap_path_dependent,shap_tree_path_dependent,fasttreeshap,shap,1.0,1.0
bike,random_forest,1,12,path_dependent,fasttreeshap_path_dependent,shapiq_tree_path_dependent,fasttreeshap,shapiq,1.0,1.0
bike,random_forest,1,12,path_dependent,fasttreeshap_path_dependent,woodelf_path_dependent,fasttreeshap,woodelf,1.0,1.0
bike,random_forest,1,12,interaction,shap_interaction,shapiq_interaction,shap,shapiq,0.9958333333333333,0.9997058939035315
bike,random_forest,1,12,interaction,shap_interaction,woodelf_interaction,shap,woodelf,0.9958333333333333,0.9997058939035315
bike,random_forest,1,12,interaction,shap_interaction,fasttreeshap_interaction,shap,fasttreeshap,1.0,0.9999716661137464
bike,random_forest,1,12,interaction,shapiq_interaction,shap_interaction,shapiq,shap,0.9958333333333333,0.9997058939035315
bike,random_forest,1,12,interaction,shapiq_interaction,woodelf_interaction,shapiq,woodelf,1.0,1.0
bike,random_forest,1,12,interaction,shapiq_interaction,fasttreeshap_interaction,shapiq,fasttreeshap,0.9958333333333333,0.9997089077598685
bike,random_forest,1,12,interaction,woodelf_interaction,shap_interaction,woodelf,shap,0.9958333333333333,0.9997058939035315
bike,random_forest,1,12,interaction,woodelf_interaction,shapiq_interaction,woodelf,shapiq,1.0,1.0
bike,random_forest,1,12,interaction,woodelf_interaction,fasttreeshap_interaction,woodelf,fasttreeshap,0.9958333333333333,0.9997089077598685
bike,random_forest,1,12,interaction,fasttreeshap_interaction,shap_interaction,fasttreeshap,shap,1.0,0.9999716661137464
bike,random_forest,1,12,interaction,fasttreeshap_interaction,shapiq_interaction,fasttreeshap,shapiq,0.9958333333333333,0.9997089077598685
bike,random_forest,1,12,interaction,fasttreeshap_interaction,woodelf_interaction,fasttreeshap,woodelf,0.9958333333333333,0.9997089077598685
bike,random_forest,1,15,path_dependent,shap_tree_path_dependent,shapiq_tree_path_dependent,shap,shapiq,1.0,1.0
bike,random_forest,1,15,path_dependent,shap_tree_path_dependent,woodelf_path_dependent,shap,woodelf,1.0,1.0
bike,random_forest,1,15,path_dependent,shap_tree_path_dependent,fasttreeshap_path_dependent,shap,fasttreeshap,1.0,1.0
bike,random_forest,1,15,path_dependent,shapiq_tree_path_dependent,shap_tree_path_dependent,shapiq,shap,1.0,1.0
bike,random_forest,1,15,path_dependent,shapiq_tree_path_dependent,woodelf_path_dependent,shapiq,woodelf,1.0,1.0
bike,random_forest,1,15,path_dependent,shapiq_tree_path_dependent,fasttreeshap_path_dependent,shapiq,fasttreeshap,1.0,1.0
bike,random_forest,1,15,interventional,shapiq_tree_interventional,woodelf_interventional,shapiq,woodelf,1.0,1.0
bike,random_forest,1,15,path_dependent,woodelf_path_dependent,shap_tree_path_dependent,woodelf,shap,1.0,1.0
bike,random_forest,1,15,path_dependent,woodelf_path_dependent,shapiq_tree_path_dependent,woodelf,shapiq,1.0,1.0
bike,random_forest,1,15,path_dependent,woodelf_path_dependent,fasttreeshap_path_dependent,woodelf,fasttreeshap,1.0,1.0
bike,random_forest,1,15,interventional,woodelf_interventional,shapiq_tree_interventional,woodelf,shapiq,1.0,1.0
bike,random_forest,1,15,path_dependent,fasttreeshap_path_dependent,shap_tree_path_dependent,fasttreeshap,shap,1.0,1.0
bike,random_forest,1,15,path_dependent,fasttreeshap_path_dependent,shapiq_tree_path_dependent,fasttreeshap,shapiq,1.0,1.0
bike,random_forest,1,15,path_dependent,fasttreeshap_path_dependent,woodelf_path_dependent,fasttreeshap,woodelf,1.0,1.0
bike,random_forest,1,15,interaction,shap_interaction,woodelf_interaction,shap,woodelf,0.9986111111111111,0.9992272028177208
bike,random_forest,1,15,interaction,shap_interaction,fasttreeshap_interaction,shap,fasttreeshap,1.0,0.9999742785103711
bike,random_forest,1,15,interaction,woodelf_interaction,shap_interaction,woodelf,shap,0.9986111111111111,0.9992272028177208
bike,random_forest,1,15,interaction,woodelf_interaction,fasttreeshap_interaction,woodelf,fasttreeshap,0.9986111111111111,0.9992286084705005
bike,random_forest,1,15,interaction,fasttreeshap_interaction,shap_interaction,fasttreeshap,shap,1.0,0.9999742785103714
bike,random_forest,1,15,interaction,fasttreeshap_interaction,woodelf_interaction,fasttreeshap,woodelf,0.9986111111111111,0.9992286084705005
bike,random_forest,1,20,path_dependent,shap_tree_path_dependent,shapiq_tree_path_dependent,shap,shapiq,0.9916666666666667,1.0
bike,random_forest,1,20,path_dependent,shap_tree_path_dependent,woodelf_path_dependent,shap,woodelf,0.9916666666666667,1.0
bike,random_forest,1,20,path_dependent,shap_tree_path_dependent,fasttreeshap_path_dependent,shap,fasttreeshap,1.0,1.0
bike,random_forest,1,20,path_dependent,shapiq_tree_path_dependent,shap_tree_path_dependent,shapiq,shap,0.9916666666666667,1.0
bike,random_forest,1,20,path_dependent,shapiq_tree_path_dependent,woodelf_path_dependent,shapiq,woodelf,1.0,1.0
bike,random_forest,1,20,path_dependent,shapiq_tree_path_dependent,fasttreeshap_path_dependent,shapiq,fasttreeshap,0.9916666666666667,1.0
bike,random_forest,1,20,interventional,shapiq_tree_interventional,woodelf_interventional,shapiq,woodelf,1.0,0.9993006993006993
bike,random_forest,1,20,path_dependent,woodelf_path_dependent,shap_tree_path_dependent,woodelf,shap,0.9916666666666667,1.0
bike,random_forest,1,20,path_dependent,woodelf_path_dependent,shapiq_tree_path_dependent,woodelf,shapiq,1.0,1.0
bike,random_forest,1,20,path_dependent,woodelf_path_dependent,fasttreeshap_path_dependent,woodelf,fasttreeshap,0.9916666666666667,1.0
bike,random_forest,1,20,interventional,woodelf_interventional,shapiq_tree_interventional,woodelf,shapiq,1.0,0.9993006993006993
bike,random_forest,1,20,path_dependent,fasttreeshap_path_dependent,shap_tree_path_dependent,fasttreeshap,shap,1.0,1.0
bike,random_forest,1,20,path_dependent,fasttreeshap_path_dependent,shapiq_tree_path_dependent,fasttreeshap,shapiq,0.9916666666666667,1.0
bike,random_forest,1,20,path_dependent,fasttreeshap_path_dependent,woodelf_path_dependent,fasttreeshap,woodelf,0.9916666666666667,1.0
bike,random_forest,1,20,interaction,shap_interaction,fasttreeshap_interaction,shap,fasttreeshap,1.0,0.999965738169367
bike,random_forest,1,20,interaction,fasttreeshap_interaction,shap_interaction,fasttreeshap,shap,1.0,0.999965738169367
bike,random_forest,1,30,path_dependent,shap_tree_path_dependent,shapiq_tree_path_dependent,shap,shapiq,1.0,1.0
bike,random_forest,1,30,path_dependent,shap_tree_path_dependent,woodelf_path_dependent,shap,woodelf,1.0,1.0
bike,random_forest,1,30,path_dependent,shap_tree_path_dependent,fasttreeshap_path_dependent,shap,fasttreeshap,1.0,1.0
bike,random_forest,1,30,path_dependent,shapiq_tree_path_dependent,shap_tree_path_dependent,shapiq,shap,1.0,1.0
bike,random_forest,1,30,path_dependent,shapiq_tree_path_dependent,woodelf_path_dependent,shapiq,woodelf,1.0,1.0
bike,random_forest,1,30,path_dependent,shapiq_tree_path_dependent,fasttreeshap_path_dependent,shapiq,fasttreeshap,1.0,1.0
bike,random_forest,1,30,interventional,shapiq_tree_interventional,woodelf_interventional,shapiq,woodelf,1.0,1.0
bike,random_forest,1,30,path_dependent,woodelf_path_dependent,shap_tree_path_dependent,woodelf,shap,1.0,1.0
bike,random_forest,1,30,path_dependent,woodelf_path_dependent,shapiq_tree_path_dependent,woodelf,shapiq,1.0,1.0
bike,random_forest,1,30,path_dependent,woodelf_path_dependent,fasttreeshap_path_dependent,woodelf,fasttreeshap,1.0,1.0
bike,random_forest,1,30,interventional,woodelf_interventional,shapiq_tree_interventional,woodelf,shapiq,1.0,1.0
bike,random_forest,1,30,path_dependent,fasttreeshap_path_dependent,shap_tree_path_dependent,fasttreeshap,shap,1.0,1.0
bike,random_forest,1,30,path_dependent,fasttreeshap_path_dependent,shapiq_tree_path_dependent,fasttreeshap,shapiq,1.0,1.0
bike,random_forest,1,30,path_dependent,fasttreeshap_path_dependent,woodelf_path_dependent,fasttreeshap,woodelf,1.0,1.0
bike,random_forest,1,30,interaction,shap_interaction,fasttreeshap_interaction,shap,fasttreeshap,1.0,0.9999601116083822
bike,random_forest,1,30,interaction,fasttreeshap_interaction,shap_interaction,fasttreeshap,shap,1.0,0.999960111608382
bike,random_forest,1,33,path_dependent,shap_tree_path_dependent,shapiq_tree_path_dependent,shap,shapiq,1.0,1.0
bike,random_forest,1,33,path_dependent,shap_tree_path_dependent,woodelf_path_dependent,shap,woodelf,1.0,1.0
bike,random_forest,1,33,path_dependent,shap_tree_path_dependent,fasttreeshap_path_dependent,shap,fasttreeshap,1.0,1.0
bike,random_forest,1,33,path_dependent,shapiq_tree_path_dependent,shap_tree_path_dependent,shapiq,shap,1.0,1.0
bike,random_forest,1,33,path_dependent,shapiq_tree_path_dependent,woodelf_path_dependent,shapiq,woodelf,1.0,1.0
bike,random_forest,1,33,path_dependent,shapiq_tree_path_dependent,fasttreeshap_path_dependent,shapiq,fasttreeshap,1.0,1.0
bike,random_forest,1,33,interventional,shapiq_tree_interventional,woodelf_interventional,shapiq,woodelf,1.0,1.0
bike,random_forest,1,33,path_dependent,woodelf_path_dependent,shap_tree_path_dependent,woodelf,shap,1.0,1.0
bike,random_forest,1,33,path_dependent,woodelf_path_dependent,shapiq_tree_path_dependent,woodelf,shapiq,1.0,1.0
bike,random_forest,1,33,path_dependent,woodelf_path_dependent,fasttreeshap_path_dependent,woodelf,fasttreeshap,1.0,1.0
bike,random_forest,1,33,interventional,woodelf_interventional,shapiq_tree_interventional,woodelf,shapiq,1.0,1.0
bike,random_forest,1,33,path_dependent,fasttreeshap_path_dependent,shap_tree_path_dependent,fasttreeshap,shap,1.0,1.0
bike,random_forest,1,33,path_dependent,fasttreeshap_path_dependent,shapiq_tree_path_dependent,fasttreeshap,shapiq,1.0,1.0
bike,random_forest,1,33,path_dependent,fasttreeshap_path_dependent,woodelf_path_dependent,fasttreeshap,woodelf,1.0,1.0
bike,random_forest,1,33,interaction,shap_interaction,fasttreeshap_interaction,shap,fasttreeshap,1.0,0.9999627239533198
bike,random_forest,1,33,interaction,fasttreeshap_interaction,shap_interaction,fasttreeshap,shap,1.0,0.9999627239533198
bike,random_forest,1,33,path_dependent,shap_tree_path_dependent,shapiq_tree_path_dependent,shap,shapiq,1.0,1.0
bike,random_forest,1,33,path_dependent,shap_tree_path_dependent,woodelf_path_dependent,shap,woodelf,1.0,1.0
bike,random_forest,1,33,path_dependent,shap_tree_path_dependent,fasttreeshap_path_dependent,shap,fasttreeshap,1.0,1.0
bike,random_forest,1,33,path_dependent,shapiq_tree_path_dependent,shap_tree_path_dependent,shapiq,shap,1.0,1.0
bike,random_forest,1,33,path_dependent,shapiq_tree_path_dependent,woodelf_path_dependent,shapiq,woodelf,1.0,1.0
bike,random_forest,1,33,path_dependent,shapiq_tree_path_dependent,fasttreeshap_path_dependent,shapiq,fasttreeshap,1.0,1.0
bike,random_forest,1,33,interventional,shapiq_tree_interventional,woodelf_interventional,shapiq,woodelf,1.0,1.0
bike,random_forest,1,33,path_dependent,woodelf_path_dependent,shap_tree_path_dependent,woodelf,shap,1.0,1.0
bike,random_forest,1,33,path_dependent,woodelf_path_dependent,shapiq_tree_path_dependent,woodelf,shapiq,1.0,1.0
bike,random_forest,1,33,path_dependent,woodelf_path_dependent,fasttreeshap_path_dependent,woodelf,fasttreeshap,1.0,1.0
bike,random_forest,1,33,interventional,woodelf_interventional,shapiq_tree_interventional,woodelf,shapiq,1.0,1.0
bike,random_forest,1,33,path_dependent,fasttreeshap_path_dependent,shap_tree_path_dependent,fasttreeshap,shap,1.0,1.0
bike,random_forest,1,33,path_dependent,fasttreeshap_path_dependent,shapiq_tree_path_dependent,fasttreeshap,shapiq,1.0,1.0
bike,random_forest,1,33,path_dependent,fasttreeshap_path_dependent,woodelf_path_dependent,fasttreeshap,woodelf,1.0,1.0
bike,random_forest,1,33,interaction,shap_interaction,fasttreeshap_interaction,shap,fasttreeshap,1.0,0.9999627239533198
bike,random_forest,1,33,interaction,fasttreeshap_interaction,shap_interaction,fasttreeshap,shap,1.0,0.9999627239533198
diabetes_130,xgboost,1,4,path_dependent,shap_tree_path_dependent,shapiq_tree_path_dependent,shap,shapiq,1.0,1.0
diabetes_130,xgboost,1,4,path_dependent,shap_tree_path_dependent,woodelf_path_dependent,shap,woodelf,1.0,1.0
diabetes_130,xgboost,1,4,path_dependent,shapiq_tree_path_dependent,shap_tree_path_dependent,shapiq,shap,1.0,1.0
diabetes_130,xgboost,1,4,path_dependent,shapiq_tree_path_dependent,woodelf_path_dependent,shapiq,woodelf,1.0,1.0
diabetes_130,xgboost,1,4,interventional,shapiq_tree_interventional,woodelf_interventional,shapiq,woodelf,1.0,1.0
diabetes_130,xgboost,1,4,path_dependent,woodelf_path_dependent,shap_tree_path_dependent,woodelf,shap,1.0,1.0
diabetes_130,xgboost,1,4,path_dependent,woodelf_path_dependent,shapiq_tree_path_dependent,woodelf,shapiq,1.0,1.0
diabetes_130,xgboost,1,4,interventional,woodelf_interventional,shapiq_tree_interventional,woodelf,shapiq,1.0,1.0
diabetes_130,xgboost,1,8,path_dependent,shap_tree_path_dependent,shapiq_tree_path_dependent,shap,shapiq,1.0,1.0
diabetes_130,xgboost,1,8,path_dependent,shap_tree_path_dependent,woodelf_path_dependent,shap,woodelf,1.0,1.0
diabetes_130,xgboost,1,8,path_dependent,shapiq_tree_path_dependent,shap_tree_path_dependent,shapiq,shap,1.0,1.0
diabetes_130,xgboost,1,8,path_dependent,shapiq_tree_path_dependent,woodelf_path_dependent,shapiq,woodelf,1.0,1.0
diabetes_130,xgboost,1,8,interventional,shapiq_tree_interventional,woodelf_interventional,shapiq,woodelf,1.0,1.0
diabetes_130,xgboost,1,8,path_dependent,woodelf_path_dependent,shap_tree_path_dependent,woodelf,shap,1.0,1.0
diabetes_130,xgboost,1,8,path_dependent,woodelf_path_dependent,shapiq_tree_path_dependent,woodelf,shapiq,1.0,1.0
diabetes_130,xgboost,1,8,interventional,woodelf_interventional,shapiq_tree_interventional,woodelf,shapiq,1.0,1.0
diabetes_130,xgboost,1,12,path_dependent,shap_tree_path_dependent,shapiq_tree_path_dependent,shap,shapiq,1.0,1.0
diabetes_130,xgboost,1,12,path_dependent,shap_tree_path_dependent,woodelf_path_dependent,shap,woodelf,1.0,1.0
diabetes_130,xgboost,1,12,path_dependent,shapiq_tree_path_dependent,shap_tree_path_dependent,shapiq,shap,1.0,1.0
diabetes_130,xgboost,1,12,path_dependent,shapiq_tree_path_dependent,woodelf_path_dependent,shapiq,woodelf,1.0,1.0
diabetes_130,xgboost,1,12,interventional,shapiq_tree_interventional,woodelf_interventional,shapiq,woodelf,1.0,1.0
diabetes_130,xgboost,1,12,path_dependent,woodelf_path_dependent,shap_tree_path_dependent,woodelf,shap,1.0,1.0
diabetes_130,xgboost,1,12,path_dependent,woodelf_path_dependent,shapiq_tree_path_dependent,woodelf,shapiq,1.0,1.0
diabetes_130,xgboost,1,12,interventional,woodelf_interventional,shapiq_tree_interventional,woodelf,shapiq,1.0,1.0
diabetes_130,xgboost,1,15,path_dependent,shap_tree_path_dependent,shapiq_tree_path_dependent,shap,shapiq,1.0,1.0
diabetes_130,xgboost,1,15,path_dependent,shap_tree_path_dependent,woodelf_path_dependent,shap,woodelf,1.0,1.0
diabetes_130,xgboost,1,15,path_dependent,shapiq_tree_path_dependent,shap_tree_path_dependent,shapiq,shap,1.0,1.0
diabetes_130,xgboost,1,15,path_dependent,shapiq_tree_path_dependent,woodelf_path_dependent,shapiq,woodelf,1.0,1.0
diabetes_130,xgboost,1,15,interventional,shapiq_tree_interventional,woodelf_interventional,shapiq,woodelf,1.0,0.9891625698959221
diabetes_130,xgboost,1,15,path_dependent,woodelf_path_dependent,shap_tree_path_dependent,woodelf,shap,1.0,1.0
diabetes_130,xgboost,1,15,path_dependent,woodelf_path_dependent,shapiq_tree_path_dependent,woodelf,shapiq,1.0,1.0
diabetes_130,xgboost,1,15,interventional,woodelf_interventional,shapiq_tree_interventional,woodelf,shapiq,1.0,0.9891625698959221
diabetes_130,xgboost,1,20,path_dependent,shap_tree_path_dependent,shapiq_tree_path_dependent,shap,shapiq,1.0,1.0
diabetes_130,xgboost,1,20,path_dependent,shap_tree_path_dependent,woodelf_path_dependent,shap,woodelf,1.0,1.0
diabetes_130,xgboost,1,20,path_dependent,shapiq_tree_path_dependent,shap_tree_path_dependent,shapiq,shap,1.0,1.0
diabetes_130,xgboost,1,20,path_dependent,shapiq_tree_path_dependent,woodelf_path_dependent,shapiq,woodelf,1.0,1.0
diabetes_130,xgboost,1,20,interventional,shapiq_tree_interventional,woodelf_interventional,shapiq,woodelf,1.0,0.9909816763680952
diabetes_130,xgboost,1,20,path_dependent,woodelf_path_dependent,shap_tree_path_dependent,woodelf,shap,1.0,1.0
diabetes_130,xgboost,1,20,path_dependent,woodelf_path_dependent,shapiq_tree_path_dependent,woodelf,shapiq,1.0,1.0
diabetes_130,xgboost,1,20,interventional,woodelf_interventional,shapiq_tree_interventional,woodelf,shapiq,1.0,0.9909816763680952
diabetes_130,xgboost,1,30,path_dependent,shap_tree_path_dependent,shapiq_tree_path_dependent,shap,shapiq,1.0,0.9999881880463029
diabetes_130,xgboost,1,30,path_dependent,shap_tree_path_dependent,woodelf_path_dependent,shap,woodelf,1.0,1.0
diabetes_130,xgboost,1,30,path_dependent,shapiq_tree_path_dependent,shap_tree_path_dependent,shapiq,shap,1.0,0.9999881880463029
diabetes_130,xgboost,1,30,path_dependent,shapiq_tree_path_dependent,woodelf_path_dependent,shapiq,woodelf,1.0,0.9999881880463029
diabetes_130,xgboost,1,30,interventional,shapiq_tree_interventional,woodelf_interventional,shapiq,woodelf,1.0,0.9909816763680952
diabetes_130,xgboost,1,30,path_dependent,woodelf_path_dependent,shap_tree_path_dependent,woodelf,shap,1.0,1.0
diabetes_130,xgboost,1,30,path_dependent,woodelf_path_dependent,shapiq_tree_path_dependent,woodelf,shapiq,1.0,0.9999881880463029
diabetes_130,xgboost,1,30,interventional,woodelf_interventional,shapiq_tree_interventional,woodelf,shapiq,1.0,0.9909816763680952
diabetes_130,xgboost,1,36,path_dependent,shap_tree_path_dependent,shapiq_tree_path_dependent,shap,shapiq,0.9823529411764705,0.9899598393574298
diabetes_130,xgboost,1,36,path_dependent,shap_tree_path_dependent,woodelf_path_dependent,shap,woodelf,1.0,1.0
diabetes_130,xgboost,1,36,path_dependent,shapiq_tree_path_dependent,shap_tree_path_dependent,shapiq,shap,0.9823529411764705,0.9899598393574298
diabetes_130,xgboost,1,36,path_dependent,shapiq_tree_path_dependent,woodelf_path_dependent,shapiq,woodelf,0.9823529411764705,0.9899598393574298
diabetes_130,xgboost,1,36,interventional,shapiq_tree_interventional,woodelf_interventional,shapiq,woodelf,1.0,0.9909816763680952
diabetes_130,xgboost,1,36,path_dependent,woodelf_path_dependent,shap_tree_path_dependent,woodelf,shap,1.0,1.0
diabetes_130,xgboost,1,36,path_dependent,woodelf_path_dependent,shapiq_tree_path_dependent,woodelf,shapiq,0.9823529411764705,0.9899598393574298
diabetes_130,xgboost,1,36,interventional,woodelf_interventional,shapiq_tree_interventional,woodelf,shapiq,1.0,0.9909816763680952
diabetes_130,xgboost,1,36,path_dependent,shap_tree_path_dependent,shapiq_tree_path_dependent,shap,shapiq,0.9823529411764705,0.9899598393574298
diabetes_130,xgboost,1,36,path_dependent,shap_tree_path_dependent,woodelf_path_dependent,shap,woodelf,1.0,1.0
diabetes_130,xgboost,1,36,path_dependent,shapiq_tree_path_dependent,shap_tree_path_dependent,shapiq,shap,0.9823529411764705,0.9899598393574298
diabetes_130,xgboost,1,36,path_dependent,shapiq_tree_path_dependent,woodelf_path_dependent,shapiq,woodelf,0.9823529411764705,0.9899598393574298
diabetes_130,xgboost,1,36,interventional,shapiq_tree_interventional,woodelf_interventional,shapiq,woodelf,1.0,0.9909816763680952
diabetes_130,xgboost,1,36,path_dependent,woodelf_path_dependent,shap_tree_path_dependent,woodelf,shap,1.0,1.0
diabetes_130,xgboost,1,36,path_dependent,woodelf_path_dependent,shapiq_tree_path_dependent,woodelf,shapiq,0.9823529411764705,0.9899598393574298
diabetes_130,xgboost,1,36,interventional,woodelf_interventional,shapiq_tree_interventional,woodelf,shapiq,1.0,0.9909816763680952
diabetes_130,lightgbm,1,4,path_dependent,shap_tree_path_dependent,shapiq_tree_path_dependent,shap,shapiq,1.0,1.0
diabetes_130,lightgbm,1,4,path_dependent,shap_tree_path_dependent,woodelf_path_dependent,shap,woodelf,1.0,1.0
diabetes_130,lightgbm,1,4,path_dependent,shap_tree_path_dependent,fasttreeshap_path_dependent,shap,fasttreeshap,1.0,1.0
diabetes_130,lightgbm,1,4,path_dependent,shapiq_tree_path_dependent,shap_tree_path_dependent,shapiq,shap,1.0,1.0
diabetes_130,lightgbm,1,4,path_dependent,shapiq_tree_path_dependent,woodelf_path_dependent,shapiq,woodelf,1.0,1.0
diabetes_130,lightgbm,1,4,path_dependent,shapiq_tree_path_dependent,fasttreeshap_path_dependent,shapiq,fasttreeshap,1.0,1.0
diabetes_130,lightgbm,1,4,interventional,shapiq_tree_interventional,woodelf_interventional,shapiq,woodelf,1.0,1.0
diabetes_130,lightgbm,1,4,path_dependent,woodelf_path_dependent,shap_tree_path_dependent,woodelf,shap,1.0,1.0
diabetes_130,lightgbm,1,4,path_dependent,woodelf_path_dependent,shapiq_tree_path_dependent,woodelf,shapiq,1.0,1.0
diabetes_130,lightgbm,1,4,path_dependent,woodelf_path_dependent,fasttreeshap_path_dependent,woodelf,fasttreeshap,1.0,1.0
diabetes_130,lightgbm,1,4,interventional,woodelf_interventional,shapiq_tree_interventional,woodelf,shapiq,1.0,1.0
diabetes_130,lightgbm,1,4,path_dependent,fasttreeshap_path_dependent,shap_tree_path_dependent,fasttreeshap,shap,1.0,1.0
diabetes_130,lightgbm,1,4,path_dependent,fasttreeshap_path_dependent,shapiq_tree_path_dependent,fasttreeshap,shapiq,1.0,1.0
diabetes_130,lightgbm,1,4,path_dependent,fasttreeshap_path_dependent,woodelf_path_dependent,fasttreeshap,woodelf,1.0,1.0
diabetes_130,lightgbm,1,8,path_dependent,shap_tree_path_dependent,shapiq_tree_path_dependent,shap,shapiq,1.0,1.0
diabetes_130,lightgbm,1,8,path_dependent,shap_tree_path_dependent,woodelf_path_dependent,shap,woodelf,1.0,1.0
diabetes_130,lightgbm,1,8,path_dependent,shap_tree_path_dependent,fasttreeshap_path_dependent,shap,fasttreeshap,1.0,1.0
diabetes_130,lightgbm,1,8,path_dependent,shapiq_tree_path_dependent,shap_tree_path_dependent,shapiq,shap,1.0,1.0
diabetes_130,lightgbm,1,8,path_dependent,shapiq_tree_path_dependent,woodelf_path_dependent,shapiq,woodelf,1.0,1.0
diabetes_130,lightgbm,1,8,path_dependent,shapiq_tree_path_dependent,fasttreeshap_path_dependent,shapiq,fasttreeshap,1.0,1.0
diabetes_130,lightgbm,1,8,interventional,shapiq_tree_interventional,woodelf_interventional,shapiq,woodelf,1.0,1.0
diabetes_130,lightgbm,1,8,path_dependent,woodelf_path_dependent,shap_tree_path_dependent,woodelf,shap,1.0,1.0
diabetes_130,lightgbm,1,8,path_dependent,woodelf_path_dependent,shapiq_tree_path_dependent,woodelf,shapiq,1.0,1.0
diabetes_130,lightgbm,1,8,path_dependent,woodelf_path_dependent,fasttreeshap_path_dependent,woodelf,fasttreeshap,1.0,1.0
diabetes_130,lightgbm,1,8,interventional,woodelf_interventional,shapiq_tree_interventional,woodelf,shapiq,1.0,1.0
diabetes_130,lightgbm,1,8,path_dependent,fasttreeshap_path_dependent,shap_tree_path_dependent,fasttreeshap,shap,1.0,1.0
diabetes_130,lightgbm,1,8,path_dependent,fasttreeshap_path_dependent,shapiq_tree_path_dependent,fasttreeshap,shapiq,1.0,1.0
diabetes_130,lightgbm,1,8,path_dependent,fasttreeshap_path_dependent,woodelf_path_dependent,fasttreeshap,woodelf,1.0,1.0
diabetes_130,lightgbm,1,12,path_dependent,shap_tree_path_dependent,shapiq_tree_path_dependent,shap,shapiq,1.0,1.0
diabetes_130,lightgbm,1,12,path_dependent,shap_tree_path_dependent,woodelf_path_dependent,shap,woodelf,1.0,1.0
diabetes_130,lightgbm,1,12,path_dependent,shap_tree_path_dependent,fasttreeshap_path_dependent,shap,fasttreeshap,1.0,1.0
diabetes_130,lightgbm,1,12,path_dependent,shapiq_tree_path_dependent,shap_tree_path_dependent,shapiq,shap,1.0,1.0
