dataset,model,n_features,library,approximator,budget,method,seed_count,run_count,time_cap_count,evals_missing_count,runtime_median,runtime_q25,runtime_q75,evals_median,cross_method_rho_median,successful_run_count
ames_housing,random_forest,32,shap,kernel,1024,shap / kernel,10,10,0,0,3.6219,3.5481249999999998,3.648025,1024110.0,0.8114420322749558,10
ames_housing,random_forest,32,shap,permutation,520,shap / permutation,10,10,0,0,6.02985,6.0043500000000005,6.0771500000000005,382160.5,0.9366083732230568,10
ames_housing,random_forest,32,shap,permutation,1024,shap / permutation,10,10,0,0,3.4137,3.33975,3.6149999999999998,706566.0,0.9481339665254827,10
ames_housing,random_forest,32,shapiq,kernel,520,shapiq / kernel,10,10,0,0,8.8533,8.80535,8.88605,520101.0,0.846403820813434,10
ames_housing,random_forest,32,shapiq,kernel,1024,shapiq / kernel,10,10,0,0,11.02645,10.965800000000002,11.0563,1024101.0,0.8883457667717019,10
ames_housing,random_forest,32,shapiq,permutation,520,shapiq / permutation,10,10,0,0,41.15245,40.900549999999996,41.7318,498101.0,0.9308427400134269,10
ames_housing,random_forest,32,shapiq,permutation,1024,shapiq / permutation,10,10,0,0,62.04045,61.737375,62.35245,994101.0,0.9468759921214269,10
ames_housing,random_forest,79,dalex,permutation,520,dalex / permutation,10,10,0,0,41.9777,41.570125,42.218925,561111.0,0.8158802553335962,10
ames_housing,random_forest,79,dalex,permutation,1024,dalex / permutation,10,10,0,0,77.51705000000001,77.18202500000001,78.814025,1041111.0,0.849765784123496,10
ames_housing,random_forest,79,lightshap,kernel,520,lightshap / kernel,10,10,0,0,297.83555,293.85995,303.2004,81120110.0,0.8137446449125847,10
ames_housing,random_forest,79,lightshap,kernel,1024,lightshap / kernel,10,10,3,0,580.8844,575.74505,588.006,159744110.0,0.8373057730007467,7
ames_housing,random_forest,79,lightshap,permutation,520,lightshap / permutation,10,10,0,0,287.55740000000003,283.32525,293.81802500000003,79198110.0,0.8334952538517446,10
ames_housing,random_forest,79,lightshap,permutation,1024,lightshap / permutation,10,10,0,0,564.4653000000001,556.5726,579.795525,155806110.0,0.8589714754780616,10
ames_housing,random_forest,79,shap,kernel,520,shap / kernel,10,10,0,0,1.9887000000000001,1.967225,2.0193499999999998,520110.0,0.5424275901582039,10
ames_housing,random_forest,79,shap,kernel,1024,shap / kernel,10,10,0,0,4.7224,4.695225,4.76225,1024110.0,0.5657984502265578,10
ames_housing,random_forest,79,shap,permutation,520,shap / permutation,10,10,0,0,5.401199999999999,5.3754,5.4967500000000005,270964.0,0.8261264908775194,10
ames_housing,random_forest,79,shap,permutation,1024,shap / permutation,10,10,0,0,2.34145,2.3251,2.3983250000000003,492658.5,0.8526380321244856,10
ames_housing,random_forest,79,shapiq,kernel,520,shapiq / kernel,10,10,0,0,9.29,9.22775,9.376325,520101.0,0.5778913763967537,10
ames_housing,random_forest,79,shapiq,kernel,1024,shapiq / kernel,10,10,0,0,11.445,11.3461,11.5525,1024101.0,0.6588441721222074,10
ames_housing,random_forest,79,shapiq,permutation,520,shapiq / permutation,10,10,0,0,28.76475,28.326725,28.916400000000003,470101.0,0.8156981687972658,10
ames_housing,random_forest,79,shapiq,permutation,1024,shapiq / permutation,10,10,0,0,36.8066,36.609125,37.151925,1016101.0,0.8455083755249679,10
covertype,decision_tree,14,dalex,permutation,520,dalex / permutation,10,10,0,0,3.7409499999999998,3.7246750000000004,3.75445,556111.0,0.9165312239800965,10
covertype,decision_tree,14,dalex,permutation,1024,dalex / permutation,10,10,0,0,7.5339,7.4233,7.54645,1096111.0,0.9559205657025125,10
covertype,decision_tree,14,lightshap,kernel,520,lightshap / kernel,10,10,0,0,9.336500000000001,9.20165,9.4211,13520110.0,0.9404818480192407,10
covertype,decision_tree,14,lightshap,kernel,1024,lightshap / kernel,10,10,0,0,18.203049999999998,18.043475,18.333550000000002,26624110.0,0.9614725804709549,10
covertype,decision_tree,14,lightshap,permutation,520,lightshap / permutation,10,10,0,0,8.653500000000001,8.52745,8.717225,11468110.0,0.9432897515596219,10
covertype,decision_tree,14,lightshap,permutation,1024,lightshap / permutation,10,10,0,0,16.91205,16.69645,17.052075,22556110.0,0.9636914516658943,10
covertype,decision_tree,14,shap,kernel,520,shap / kernel,10,10,0,0,0.13105,0.129025,0.1321,520110.0,0.8954707977718381,10
covertype,decision_tree,14,shap,kernel,1024,shap / kernel,10,10,0,0,0.2559,0.25165,0.257775,1024110.0,0.9402923588827832,10
covertype,decision_tree,14,shap,permutation,520,shap / permutation,10,10,0,0,4.27075,4.245775,4.331125,415915.0,0.9204645652487453,10
covertype,decision_tree,14,shap,permutation,1024,shap / permutation,10,10,0,0,0.28875,0.285675,0.29102500000000003,842643.5,0.9540917050976996,10
covertype,decision_tree,14,shapiq,kernel,520,shapiq / kernel,10,10,0,0,0.70595,0.7038,0.7180500000000001,520101.0,0.8677419289180186,10
covertype,decision_tree,14,shapiq,kernel,1024,shapiq / kernel,10,10,0,0,0.88075,0.874375,0.897525,1024101.0,0.9143777040862879,10
covertype,decision_tree,14,shapiq,permutation,520,shapiq / permutation,10,10,0,0,4.5213,4.4276,4.551075,509101.0,0.9219070058130487,10
