dataset,model,n_background,n_features,n_samples,max_depth,n_estimators,max_depth_config,order,backend,library,mode,seed,imputer,n_eval,runtime_s,additivity_gap,relative_additivity_gap,mean_abs_diff,relative_mae,sign_agreement,mean_sample_rho,is_failure
diabetes_130,lightgbm,100,47,10000,18,100,80,1,shapiq_tree_path_dependent,shapiq,path_dependent,4,marginal,10,0.1106,5.134559444286424e-12,7.40036939832975e-12,4.643470439539148e-09,1.1600160032472046e-07,1.0,1.0,False
diabetes_130,lightgbm,100,47,10000,18,100,80,1,shapiq_tree_interventional,shapiq,interventional,4,marginal,10,3.3765,9.516845069779125e-08,1.376346313451589e-07,3.818633550805678e-09,9.323172058838191e-08,1.0,0.9968637145514178,False
diabetes_130,lightgbm,100,47,10000,18,100,80,1,woodelf_path_dependent,woodelf,path_dependent,4,marginal,10,0.7539,2.60143925223666e-07,3.749418356678797e-07,1.3929823992260412e-08,3.479901285865301e-07,1.0,1.0,False
diabetes_130,lightgbm,100,47,10000,18,100,80,1,woodelf_interventional,woodelf,interventional,4,marginal,10,0.8957,7.327471962526036e-16,1.0597145323472887e-15,3.818633550805678e-09,9.323172058838191e-08,1.0,0.9968637145514178,False
diabetes_130,lightgbm,100,47,10000,18,100,80,1,fasttreeshap_path_dependent,fasttreeshap,path_dependent,4,marginal,10,1.6208,1.2656542480726785e-15,1.824169934720618e-15,4.6433685726585745e-09,1.1599905552084352e-07,1.0,1.0,False
diabetes_130,random_forest,100,47,10000,4,100,4,1,shap_tree_path_dependent,shap,path_dependent,4,marginal,10,0.0039,3.191891195797325e-17,1.961792615980322e-15,2.0707906248636825e-10,2.846897223330695e-07,1.0,1.0,False
diabetes_130,random_forest,100,47,10000,4,100,4,1,shapiq_tree_path_dependent,shapiq,path_dependent,4,marginal,10,0.0744,3.053113317719181e-17,1.876497284850743e-15,2.07079062519708e-10,2.8468972237890445e-07,1.0,1.0,False
diabetes_130,random_forest,100,47,10000,4,100,4,1,shapiq_tree_interventional,shapiq,interventional,4,marginal,10,2.6311,4.118045807133264e-10,2.4728178844840576e-08,3.206199728617569e-11,4.445147050016311e-08,1.0,1.0,False
diabetes_130,random_forest,100,47,10000,4,100,4,1,woodelf_path_dependent,woodelf,path_dependent,4,marginal,10,0.2496,8.734365435081327e-09,5.368295021577646e-07,6.212371654291041e-10,8.540691367126451e-07,1.0,1.0,False
diabetes_130,random_forest,100,47,10000,4,100,4,1,woodelf_interventional,woodelf,interventional,4,marginal,10,0.3115,2.836172324771624e-10,1.7030742193361527e-08,3.206199728617569e-11,4.445147050016311e-08,1.0,1.0,False
diabetes_130,random_forest,100,47,10000,4,100,4,1,fasttreeshap_path_dependent,fasttreeshap,path_dependent,4,marginal,10,1.426,2.8727020762175924e-16,1.7656133543822898e-14,2.0707906867734103e-10,2.8468973084434475e-07,1.0,1.0,False
diabetes_130,random_forest,100,47,10000,8,100,8,1,shap_tree_path_dependent,shap,path_dependent,4,marginal,10,0.0178,4.163336342344337e-17,1.703695046455387e-15,3.5777941095255006e-10,2.894987904349301e-07,1.0,1.0,False
diabetes_130,random_forest,100,47,10000,8,100,8,1,shapiq_tree_path_dependent,shapiq,path_dependent,4,marginal,10,0.1251,3.6221026178395724e-16,1.4822146904161868e-14,3.577794114606887e-10,2.8949879084609427e-07,1.0,1.0,False
diabetes_130,random_forest,100,47,10000,8,100,8,1,shapiq_tree_interventional,shapiq,interventional,4,marginal,10,6.6184,6.230558839692702e-10,2.468757775171256e-08,6.468818759675011e-11,5.283907358533204e-08,1.0,1.0,False
diabetes_130,random_forest,100,47,10000,8,100,8,1,woodelf_path_dependent,woodelf,path_dependent,4,marginal,10,2.1776,1.6351044247048253e-08,6.691074368587484e-07,1.0733381807387818e-09,8.684963291325838e-07,1.0,1.0,False
diabetes_130,random_forest,100,47,10000,8,100,8,1,woodelf_interventional,woodelf,interventional,4,marginal,10,2.5104,7.856194743360856e-10,3.11288960668707e-08,6.468818759675011e-11,5.283907358533204e-08,1.0,1.0,False
diabetes_130,random_forest,100,47,10000,8,100,8,1,fasttreeshap_path_dependent,fasttreeshap,path_dependent,4,marginal,10,1.4151,4.829470157119434e-16,1.9762862538882482e-14,3.577794149789151e-10,2.894987936928848e-07,1.0,1.0,False
diabetes_130,random_forest,100,47,10000,12,100,12,1,shap_tree_path_dependent,shap,path_dependent,4,marginal,10,0.0867,9.43689570931383e-17,3.082838627151909e-15,6.720382849361054e-10,3.6069288487326e-07,1.0,1.0,False
diabetes_130,random_forest,100,47,10000,12,100,12,1,shapiq_tree_path_dependent,shapiq,path_dependent,4,marginal,10,0.2394,3.2529534621517087e-14,1.0626726091241287e-12,6.720390197425614e-10,3.60693279254669e-07,1.0,1.0,False
diabetes_130,random_forest,100,47,10000,12,100,12,1,shapiq_tree_interventional,shapiq,interventional,4,marginal,10,13.7057,1.8905672444224918e-10,6.074146705856619e-09,7.319770128202254e-11,3.922460574881598e-08,1.0,1.0,False
diabetes_130,random_forest,100,47,10000,12,100,12,1,woodelf_path_dependent,woodelf,path_dependent,4,marginal,10,7.6698,3.4965440517953365e-08,1.142248616117925e-06,2.016112827810322e-09,1.0820775666998946e-06,1.0,1.0,False
diabetes_130,random_forest,100,47,10000,12,100,12,1,woodelf_interventional,woodelf,interventional,4,marginal,10,15.2509,1.3211937127666212e-09,4.2448235903141736e-08,7.319770128202254e-11,3.922460574881598e-08,1.0,1.0,False
diabetes_130,random_forest,100,47,10000,12,100,12,1,fasttreeshap_path_dependent,fasttreeshap,path_dependent,4,marginal,10,1.5146,5.39152056333592e-16,1.7612982450713482e-14,6.720382859573649e-10,3.606928854213882e-07,1.0,1.0,False
diabetes_130,random_forest,100,47,10000,15,100,15,1,shap_tree_path_dependent,shap,path_dependent,4,marginal,10,0.1992,1.4675760606763787e-16,2.977955750356614e-15,1.3671460014867343e-09,5.583932922596465e-07,1.0,1.0,False
diabetes_130,random_forest,100,47,10000,15,100,15,1,shapiq_tree_path_dependent,shapiq,path_dependent,4,marginal,10,0.3639,9.984384846672966e-13,2.0259976341001222e-11,1.3671680887207562e-09,5.584023135087294e-07,1.0,1.0,False
diabetes_130,random_forest,100,47,10000,15,100,15,1,shapiq_tree_interventional,shapiq,interventional,4,marginal,10,19.8787,4.5489618079319615e-10,9.153571919103671e-09,2.7410343611257124e-11,1.1242824417870169e-08,1.0,0.9926494466789579,False
diabetes_130,random_forest,100,47,10000,15,100,15,1,woodelf_path_dependent,woodelf,path_dependent,4,marginal,10,15.5485,7.05823558416058e-08,1.4322333137224482e-06,4.101383615909987e-09,1.6751576624736e-06,1.0,1.0,False
diabetes_130,random_forest,100,47,10000,15,100,15,1,woodelf_interventional,woodelf,interventional,4,marginal,10,15.078,1.078998002057574e-16,2.171195589108121e-15,2.7410343611257124e-11,1.1242824417870169e-08,1.0,0.9926494466789579,False
diabetes_130,random_forest,100,47,10000,15,100,15,1,fasttreeshap_path_dependent,fasttreeshap,path_dependent,4,marginal,10,4.0425,6.789707684973226e-16,1.377744539822197e-14,1.367146001386277e-09,5.583932922186197e-07,1.0,1.0,False
diabetes_130,random_forest,100,47,10000,20,100,20,1,shap_tree_path_dependent,shap,path_dependent,4,marginal,10,0.4555,2.2006702016241773e-15,2.8372611813359902e-14,2.4088759816549294e-09,7.554601153118146e-07,1.0,1.0,False
diabetes_130,random_forest,100,47,10000,20,100,20,1,shapiq_tree_path_dependent,shapiq,path_dependent,4,marginal,10,0.5854,1.479545996135867e-10,1.907536357669226e-09,2.41311663951828e-09,7.567900494748131e-07,1.0,1.0,False
diabetes_130,random_forest,100,47,10000,20,100,20,1,shapiq_tree_interventional,shapiq,interventional,4,marginal,10,30.1166,5.685573182395709e-10,7.264881595044057e-09,3.1888078960169956e-11,9.976219810047098e-09,1.0,0.9898584279343471,False
diabetes_130,random_forest,100,47,10000,20,100,20,1,woodelf_path_dependent,woodelf,path_dependent,4,marginal,10,30.8034,1.1060231453301205e-07,1.4259640238633972e-06,7.2156607394409106e-09,2.262940863703993e-06,1.0,1.0,False
diabetes_130,random_forest,100,47,10000,20,100,20,1,woodelf_interventional,woodelf,interventional,4,marginal,10,26.9994,1.4814538484841934e-16,1.8929642539971688e-15,3.1888078960169956e-11,9.976219810047098e-09,1.0,0.9898584279343471,False
diabetes_130,random_forest,100,47,10000,20,100,20,1,fasttreeshap_path_dependent,fasttreeshap,path_dependent,4,marginal,10,2.0942,2.061198434155643e-15,2.657444218558588e-14,2.40887598464074e-09,7.55460116248214e-07,1.0,1.0,False
diabetes_130,random_forest,100,47,10000,30,100,30,1,shap_tree_path_dependent,shap,path_dependent,4,marginal,10,0.8095,1.2289856632374814e-13,1.1617632526138337e-12,3.7176837225797623e-06,0.0009669110480939325,1.0,0.9999536527431783,False
diabetes_130,random_forest,100,47,10000,30,100,30,1,shapiq_tree_path_dependent,shapiq,path_dependent,4,marginal,10,0.8588,0.0001876699275396,0.0017740485667013,1.1141505986464127e-05,0.0028977298093942117,1.0,0.9998609582295348,False
diabetes_130,random_forest,100,47,10000,30,100,30,1,shapiq_tree_interventional,shapiq,interventional,4,marginal,10,38.4782,6.92096270918374e-10,6.742660839573164e-09,3.4203873702962495e-11,8.905149671805991e-09,1.0,0.9898119312139373,False
diabetes_130,random_forest,100,47,10000,30,100,30,1,woodelf_path_dependent,woodelf,path_dependent,4,marginal,10,48.2341,3.014779937294404e-07,2.8498790918680437e-06,3.7227102675542433e-06,0.0009682177808297386,1.0,0.9999536527431783,False
diabetes_130,random_forest,100,47,10000,30,100,30,1,woodelf_interventional,woodelf,interventional,4,marginal,10,38.5753,3.875372245332187e-16,3.7755326499153856e-15,3.4203873702962495e-11,8.905149671805991e-09,1.0,0.9898119312139373,False
diabetes_130,random_forest,100,47,10000,30,100,30,1,fasttreeshap_path_dependent,fasttreeshap,path_dependent,4,marginal,10,2.1895,9.472769790797033e-14,8.954633217142641e-13,3.717683722342127e-06,0.0009669110480320322,1.0,0.9999536527431783,False
diabetes_130,random_forest,100,47,10000,47,100,50,1,shap_tree_path_dependent,shap,path_dependent,4,marginal,10,0.8442,2.620128072838846e-13,2.4073916844659577e-12,0.12020128170900918,0.6616599385491122,0.7803418803418803,0.5926717793787281,False
diabetes_130,random_forest,100,47,10000,47,100,50,1,shapiq_tree_path_dependent,shapiq,path_dependent,4,marginal,10,0.9227,7.456579369507144,68.51156382314754,0.3606038323047891,1.984976209889797,0.341025641025641,-0.22198466186381602,False
diabetes_130,random_forest,100,47,10000,47,100,50,1,shapiq_tree_interventional,shapiq,interventional,4,marginal,10,38.5248,8.221281157586022e-10,7.811935725566348e-09,3.727290502109514e-11,9.710919079448775e-09,1.0,0.9911097793619575,False
diabetes_130,random_forest,100,47,10000,47,100,50,1,woodelf_path_dependent,woodelf,path_dependent,4,marginal,10,49.0697,3.405809402433693e-07,3.129281090985488e-06,0.12020128747274106,0.6616611349837586,0.7803418803418803,0.5926717793787281,False
diabetes_130,random_forest,100,47,10000,47,100,50,1,woodelf_interventional,woodelf,interventional,4,marginal,10,38.2735,4.175479406676175e-16,3.967578303569151e-15,3.727290502109514e-11,9.710919079448775e-09,1.0,0.9911097793619575,False
diabetes_130,random_forest,100,47,10000,47,100,50,1,fasttreeshap_path_dependent,fasttreeshap,path_dependent,4,marginal,10,2.2454,3.333536571781259e-13,3.062876317368077e-12,0.12020128170901052,0.6616599385490892,0.7803418803418803,0.5926717793787281,False
diabetes_130,random_forest,100,47,10000,47,100,80,1,shap_tree_path_dependent,shap,path_dependent,4,marginal,10,0.8507,2.620128072838846e-13,2.4073916844659577e-12,0.12020128170900918,0.6616599385491122,0.7803418803418803,0.5926717793787281,False
diabetes_130,random_forest,100,47,10000,47,100,80,1,shapiq_tree_path_dependent,shapiq,path_dependent,4,marginal,10,0.9303,7.456579369507144,68.51156382314754,0.3606038323047891,1.984976209889797,0.341025641025641,-0.22198466186381602,False
diabetes_130,random_forest,100,47,10000,47,100,80,1,shapiq_tree_interventional,shapiq,interventional,4,marginal,10,38.4082,8.221281157586022e-10,7.811935725566348e-09,3.727290502109514e-11,9.710919079448775e-09,1.0,0.9911097793619575,False
diabetes_130,random_forest,100,47,10000,47,100,80,1,woodelf_path_dependent,woodelf,path_dependent,4,marginal,10,49.701,3.405809402433693e-07,3.129281090985488e-06,0.12020128747274106,0.6616611349837586,0.7803418803418803,0.5926717793787281,False
diabetes_130,random_forest,100,47,10000,47,100,80,1,woodelf_interventional,woodelf,interventional,4,marginal,10,39.1879,4.175479406676175e-16,3.967578303569151e-15,3.727290502109514e-11,9.710919079448775e-09,1.0,0.9911097793619575,False
diabetes_130,random_forest,100,47,10000,47,100,80,1,fasttreeshap_path_dependent,fasttreeshap,path_dependent,4,marginal,10,2.2306,3.333536571781259e-13,3.062876317368077e-12,0.12020128170901052,0.6616599385490892,0.7803418803418803,0.5926717793787281,False
covertype,xgboost,100,54,10000,4,100,4,1,shap_tree_path_dependent,shap,path_dependent,4,marginal,10,0.0553,5.245208740234375e-07,5.86105458967596e-07,5.555474808156069e-09,2.183644847318531e-07,1.0,1.0,False
covertype,xgboost,100,54,10000,4,100,4,1,shapiq_tree_path_dependent,shapiq,path_dependent,4,marginal,10,0.0765,4.258783270927325e-07,4.758811695087083e-07,5.555474808156069e-09,2.183644847318531e-07,1.0,1.0,False
covertype,xgboost,100,54,10000,4,100,4,1,shapiq_tree_interventional,shapiq,interventional,4,marginal,10,2.3468,4.338125625835687e-07,4.514534045377814e-07,,,,,False
covertype,xgboost,100,54,10000,4,100,4,1,woodelf_path_dependent,woodelf,path_dependent,4,marginal,10,0.0001,,,,,,,True
covertype,xgboost,100,54,10000,4,100,4,1,woodelf_interventional,woodelf,interventional,4,marginal,10,0.0,,,,,,,True
covertype,xgboost,100,54,10000,4,100,4,1,fasttreeshap_path_dependent,fasttreeshap,path_dependent,4,marginal,10,0.0,,,,,,,True
covertype,xgboost,100,54,10000,8,100,8,1,shap_tree_path_dependent,shap,path_dependent,4,marginal,10,0.0954,3.352761268615723e-07,2.724659626770239e-07,5.429563143185609e-09,1.5890899273285114e-07,1.0,1.0,False
covertype,xgboost,100,54,10000,8,100,8,1,shapiq_tree_path_dependent,shapiq,path_dependent,4,marginal,10,0.1215,2.988566866202192e-07,2.428692855494336e-07,5.429563143185609e-09,1.5890899273285114e-07,1.0,1.0,False
covertype,xgboost,100,54,10000,8,100,8,1,shapiq_tree_interventional,shapiq,interventional,4,marginal,10,5.1816,3.04031993936249e-07,2.317846800324993e-07,,,,,False
covertype,xgboost,100,54,10000,8,100,8,1,woodelf_path_dependent,woodelf,path_dependent,4,marginal,10,0.0002,,,,,,,True
covertype,xgboost,100,54,10000,8,100,8,1,woodelf_interventional,woodelf,interventional,4,marginal,10,0.0001,,,,,,,True
covertype,xgboost,100,54,10000,8,100,8,1,fasttreeshap_path_dependent,fasttreeshap,path_dependent,4,marginal,10,0.0,,,,,,,True
covertype,xgboost,100,54,10000,12,100,12,1,shap_tree_path_dependent,shap,path_dependent,4,marginal,10,0.3397,2.831220626831055e-07,1.655598188215816e-07,7.2827317386162555e-09,1.6074240777513173e-07,1.0,0.9999999999999998,False
covertype,xgboost,100,54,10000,12,100,12,1,shapiq_tree_path_dependent,shapiq,path_dependent,4,marginal,10,0.2178,2.22498630253476e-07,1.301093689545717e-07,7.2827317386162555e-09,1.6074240777513173e-07,1.0,0.9999999999999998,False
covertype,xgboost,100,54,10000,12,100,12,1,shapiq_tree_interventional,shapiq,interventional,4,marginal,10,10.0057,2.494923417861728e-07,1.409600663151301e-07,,,,,False
covertype,xgboost,100,54,10000,12,100,12,1,woodelf_path_dependent,woodelf,path_dependent,4,marginal,10,0.0003,,,,,,,True
covertype,xgboost,100,54,10000,12,100,12,1,woodelf_interventional,woodelf,interventional,4,marginal,10,0.0,,,,,,,True
covertype,xgboost,100,54,10000,12,100,12,1,fasttreeshap_path_dependent,fasttreeshap,path_dependent,4,marginal,10,0.0001,,,,,,,True
covertype,xgboost,100,54,10000,15,100,15,1,shap_tree_path_dependent,shap,path_dependent,4,marginal,10,0.3837,5.647540092468262e-07,2.606403304769746e-07,7.926215927198427e-09,1.5273840201967091e-07,1.0,1.0,False
covertype,xgboost,100,54,10000,15,100,15,1,shapiq_tree_path_dependent,shapiq,path_dependent,4,marginal,10,0.2889,4.718130637959561e-07,2.1774703929234202e-07,7.926215927198427e-09,1.5273840201967091e-07,1.0,1.0,False
covertype,xgboost,100,54,10000,15,100,15,1,shapiq_tree_interventional,shapiq,interventional,4,marginal,10,14.0761,4.751555738868874e-07,2.326373707333937e-07,,,,,False
covertype,xgboost,100,54,10000,15,100,15,1,woodelf_path_dependent,woodelf,path_dependent,4,marginal,10,0.0002,,,,,,,True
covertype,xgboost,100,54,10000,15,100,15,1,woodelf_interventional,woodelf,interventional,4,marginal,10,0.0002,,,,,,,True
covertype,xgboost,100,54,10000,15,100,15,1,fasttreeshap_path_dependent,fasttreeshap,path_dependent,4,marginal,10,0.0,,,,,,,True
covertype,xgboost,100,54,10000,20,100,20,1,shap_tree_path_dependent,shap,path_dependent,4,marginal,10,0.4274,7.420778274536132e-07,3.001523251352303e-07,9.190879935234636e-09,1.568020029407703e-07,1.0,0.9999999999999998,False
covertype,xgboost,100,54,10000,20,100,20,1,shapiq_tree_path_dependent,shapiq,path_dependent,4,marginal,10,0.3835,5.078065476560312e-07,2.05395326428919e-07,9.190879935234636e-09,1.568020029407703e-07,1.0,0.9999999999999998,False
covertype,xgboost,100,54,10000,20,100,20,1,shapiq_tree_interventional,shapiq,interventional,4,marginal,10,19.5974,5.015268575436771e-07,2.158629638011379e-07,,,,,False
covertype,xgboost,100,54,10000,20,100,20,1,woodelf_path_dependent,woodelf,path_dependent,4,marginal,10,0.0004,,,,,,,True
covertype,xgboost,100,54,10000,20,100,20,1,woodelf_interventional,woodelf,interventional,4,marginal,10,0.0,,,,,,,True
covertype,xgboost,100,54,10000,20,100,20,1,fasttreeshap_path_dependent,fasttreeshap,path_dependent,4,marginal,10,0.0,,,,,,,True
covertype,xgboost,100,54,10000,30,100,30,1,shap_tree_path_dependent,shap,path_dependent,4,marginal,10,0.6424,5.729496479034424e-07,2.290479128384087e-07,1.8262605767413697e-06,3.0958437889757194e-05,1.0,1.0,False
covertype,xgboost,100,54,10000,30,100,30,1,shapiq_tree_path_dependent,shapiq,path_dependent,4,marginal,10,0.4459,2.641994690701921e-05,1.05618945206895e-05,1.8262605767413697e-06,3.0958437889757194e-05,1.0,1.0,False
covertype,xgboost,100,54,10000,30,100,30,1,shapiq_tree_interventional,shapiq,interventional,4,marginal,10,21.1158,3.120376947274295e-07,1.3233508161511753e-07,,,,,False
covertype,xgboost,100,54,10000,30,100,30,1,woodelf_path_dependent,woodelf,path_dependent,4,marginal,10,0.0004,,,,,,,True
covertype,xgboost,100,54,10000,30,100,30,1,woodelf_interventional,woodelf,interventional,4,marginal,10,0.0,,,,,,,True
covertype,xgboost,100,54,10000,30,100,30,1,fasttreeshap_path_dependent,fasttreeshap,path_dependent,4,marginal,10,0.0,,,,,,,True
covertype,xgboost,100,54,10000,49,100,50,1,shap_tree_path_dependent,shap,path_dependent,4,marginal,10,0.6319,5.617737770080567e-07,2.268771170700422e-07,0.00029328072834838707,0.004949709238983132,0.9976190476190476,0.997780261281745,False
covertype,xgboost,100,54,10000,49,100,50,1,shapiq_tree_path_dependent,shapiq,path_dependent,4,marginal,10,0.4415,0.0057326324547943,0.0023151723842786,0.00029328072834838707,0.004949709238983132,0.9976190476190476,0.997780261281745,False
covertype,xgboost,100,54,10000,49,100,50,1,shapiq_tree_interventional,shapiq,interventional,4,marginal,10,20.7,5.054473793841829e-07,2.1663764482751762e-07,,,,,False
covertype,xgboost,100,54,10000,49,100,50,1,woodelf_path_dependent,woodelf,path_dependent,4,marginal,10,0.0004,,,,,,,True
covertype,xgboost,100,54,10000,49,100,50,1,woodelf_interventional,woodelf,interventional,4,marginal,10,0.0,,,,,,,True
covertype,xgboost,100,54,10000,49,100,50,1,fasttreeshap_path_dependent,fasttreeshap,path_dependent,4,marginal,10,0.0,,,,,,,True
covertype,xgboost,100,54,10000,49,100,80,1,shap_tree_path_dependent,shap,path_dependent,4,marginal,10,0.6338,5.617737770080567e-07,2.268771170700422e-07,0.00029328072834838707,0.004949709238983132,0.9976190476190476,0.997780261281745,False
covertype,xgboost,100,54,10000,49,100,80,1,shapiq_tree_path_dependent,shapiq,path_dependent,4,marginal,10,0.4375,0.0057326324547943,0.0023151723842786,0.00029328072834838707,0.004949709238983132,0.9976190476190476,0.997780261281745,False
covertype,xgboost,100,54,10000,49,100,80,1,shapiq_tree_interventional,shapiq,interventional,4,marginal,10,20.6594,5.054473794063874e-07,2.166376448370346e-07,,,,,False
covertype,xgboost,100,54,10000,49,100,80,1,woodelf_path_dependent,woodelf,path_dependent,4,marginal,10,0.0004,,,,,,,True
covertype,xgboost,100,54,10000,49,100,80,1,woodelf_interventional,woodelf,interventional,4,marginal,10,0.0,,,,,,,True
covertype,xgboost,100,54,10000,49,100,80,1,fasttreeshap_path_dependent,fasttreeshap,path_dependent,4,marginal,10,0.0,,,,,,,True
covertype,lightgbm,100,54,10000,4,100,4,1,shap_tree_path_dependent,shap,path_dependent,4,marginal,10,0.1197,1.1407541578023484e-15,9.815147999428285e-16,2.9688831065805874e-17,8.131107428249777e-16,1.0,1.0,False
covertype,lightgbm,100,54,10000,4,100,4,1,shapiq_tree_path_dependent,shapiq,path_dependent,4,marginal,10,0.0809,1.029731855339833e-15,8.85990245203867e-16,2.6672929474039108e-17,7.305119372966285e-16,1.0,1.0,False
covertype,lightgbm,100,54,10000,4,100,4,1,shapiq_tree_interventional,shapiq,interventional,4,marginal,10,2.5024,3.1689031843029625e-08,2.88706416564378e-08,,,,,False
covertype,lightgbm,100,54,10000,4,100,4,1,woodelf_path_dependent,woodelf,path_dependent,4,marginal,10,0.0001,,,,,,,True
covertype,lightgbm,100,54,10000,4,100,4,1,woodelf_interventional,woodelf,interventional,4,marginal,10,0.0,,,,,,,True
covertype,lightgbm,100,54,10000,4,100,4,1,fasttreeshap_path_dependent,fasttreeshap,path_dependent,4,marginal,10,1.8221,1.1185496973098453e-15,9.62409888995036e-16,3.574909455636715e-17,9.79087818096251e-16,1.0,1.0,False
covertype,lightgbm,100,54,10000,8,100,8,1,shap_tree_path_dependent,shap,path_dependent,4,marginal,10,0.3198,2.0469737016526324e-15,1.4744450684629972e-15,1.2046099764626855e-16,2.734409818176202e-15,1.0,0.9999999999999998,False
covertype,lightgbm,100,54,10000,8,100,8,1,shapiq_tree_path_dependent,shapiq,path_dependent,4,marginal,10,0.1113,3.201605647262795e-15,2.3061320494536506e-15,1.613044495146932e-16,3.661537585498717e-15,1.0,0.9999999999999998,False
covertype,lightgbm,100,54,10000,8,100,8,1,shapiq_tree_interventional,shapiq,interventional,4,marginal,10,3.8774,2.5217947734190733e-08,1.9372249309202813e-08,,,,,False
covertype,lightgbm,100,54,10000,8,100,8,1,woodelf_path_dependent,woodelf,path_dependent,4,marginal,10,0.0001,,,,,,,True
covertype,lightgbm,100,54,10000,8,100,8,1,woodelf_interventional,woodelf,interventional,4,marginal,10,0.0,,,,,,,True
covertype,lightgbm,100,54,10000,8,100,8,1,fasttreeshap_path_dependent,fasttreeshap,path_dependent,4,marginal,10,2.4051,8.479328350574633e-16,6.107701266650109e-16,1.1625099292568957e-16,2.6388446272226657e-15,1.0,0.9999999999999998,False
covertype,lightgbm,100,54,10000,12,100,12,1,shap_tree_path_dependent,shap,path_dependent,4,marginal,10,0.2884,1.4807599590938026e-15,1.0172058144333492e-15,9.301718034977422e-16,2.1843700810212023e-14,1.0,1.0,False
covertype,lightgbm,100,54,10000,12,100,12,1,shapiq_tree_path_dependent,shapiq,path_dependent,4,marginal,10,0.1259,5.2181869936163144e-14,3.5846256634028454e-14,1.8087472036223473e-15,4.247573685706771e-14,1.0,1.0,False
covertype,lightgbm,100,54,10000,12,100,12,1,shapiq_tree_interventional,shapiq,interventional,4,marginal,10,3.7576,1.4129939855667128e-08,9.963224188969209e-09,,,,,False
covertype,lightgbm,100,54,10000,12,100,12,1,woodelf_path_dependent,woodelf,path_dependent,4,marginal,10,0.0001,,,,,,,True
covertype,lightgbm,100,54,10000,12,100,12,1,woodelf_interventional,woodelf,interventional,4,marginal,10,0.0,,,,,,,True
covertype,lightgbm,100,54,10000,12,100,12,1,fasttreeshap_path_dependent,fasttreeshap,path_dependent,4,marginal,10,1.7629,8.645861804268406e-16,5.939261690646452e-16,9.445541719693952e-16,2.218144933436172e-14,1.0,1.0,False
covertype,lightgbm,100,54,10000,15,100,15,1,shap_tree_path_dependent,shap,path_dependent,4,marginal,10,0.3205,1.282307593442056e-15,8.809485755479589e-16,1.359100668956508e-14,3.181985080930359e-13,1.0,1.0,False
covertype,lightgbm,100,54,10000,15,100,15,1,shapiq_tree_path_dependent,shapiq,path_dependent,4,marginal,10,0.1254,7.21084303378916e-13,4.953867489831352e-13,2.7114819962039004e-14,6.348238549361041e-13,1.0,1.0,False
covertype,lightgbm,100,54,10000,15,100,15,1,shapiq_tree_interventional,shapiq,interventional,4,marginal,10,3.7453,2.0034389763834427e-08,1.4129864945026498e-08,,,,,False
covertype,lightgbm,100,54,10000,15,100,15,1,woodelf_path_dependent,woodelf,path_dependent,4,marginal,10,0.0001,,,,,,,True
covertype,lightgbm,100,54,10000,15,100,15,1,woodelf_interventional,woodelf,interventional,4,marginal,10,0.0,,,,,,,True
covertype,lightgbm,100,54,10000,15,100,15,1,fasttreeshap_path_dependent,fasttreeshap,path_dependent,4,marginal,10,1.9499,7.16093850883226e-16,4.919582954358729e-16,1.3592356759693913e-14,3.182301165169466e-13,1.0,1.0,False
covertype,lightgbm,100,54,10000,20,100,20,1,shap_tree_path_dependent,shap,path_dependent,4,marginal,10,0.2887,1.8623991238087e-15,1.1937824384227434e-15,5.03608629583626e-13,1.18485134699792e-11,1.0,1.0,False
covertype,lightgbm,100,54,10000,20,100,20,1,shapiq_tree_path_dependent,shapiq,path_dependent,4,marginal,10,0.13,3.693514105673755e-11,2.367512000544154e-11,1.007153229110777e-12,2.3695520490421877e-11,1.0,1.0,False
covertype,lightgbm,100,54,10000,20,100,20,1,shapiq_tree_interventional,shapiq,interventional,4,marginal,10,3.8014,2.5475955262033168e-08,1.6651306099907622e-08,,,,,False
covertype,lightgbm,100,54,10000,20,100,20,1,woodelf_path_dependent,woodelf,path_dependent,4,marginal,10,0.0001,,,,,,,True
covertype,lightgbm,100,54,10000,20,100,20,1,woodelf_interventional,woodelf,interventional,4,marginal,10,0.0,,,,,,,True
covertype,lightgbm,100,54,10000,20,100,20,1,fasttreeshap_path_dependent,fasttreeshap,path_dependent,4,marginal,10,1.7988,7.188694084447888e-16,4.607893465745015e-16,5.036144005383076e-13,1.1848649244527656e-11,1.0,1.0,False
covertype,lightgbm,100,54,10000,23,100,30,1,shap_tree_path_dependent,shap,path_dependent,4,marginal,10,0.3209,1.9984014443252818e-15,1.3877115064203657e-15,1.1801440501230782e-13,2.8891242255337804e-12,1.0,1.0,False
covertype,lightgbm,100,54,10000,23,100,30,1,shapiq_tree_path_dependent,shapiq,path_dependent,4,marginal,10,0.1254,3.612510290906812e-12,2.5085660901560946e-12,2.3599302195399506e-13,5.7773723191936244e-12,1.0,1.0,False
covertype,lightgbm,100,54,10000,23,100,30,1,shapiq_tree_interventional,shapiq,interventional,4,marginal,10,3.7568,1.9279966545493467e-08,1.3765700590935033e-08,,,,,False
covertype,lightgbm,100,54,10000,23,100,30,1,woodelf_path_dependent,woodelf,path_dependent,4,marginal,10,0.0001,,,,,,,True
covertype,lightgbm,100,54,10000,23,100,30,1,woodelf_interventional,woodelf,interventional,4,marginal,10,0.0,,,,,,,True
