dataset,model,n_background,n_features,n_samples,max_depth,n_estimators,max_depth_config,order,backend,library,mode,seed,imputer,n_eval,runtime_s,additivity_gap,relative_additivity_gap,mean_abs_diff,relative_mae,sign_agreement,mean_sample_rho,is_failure
diabetes_130,lightgbm,100,47,10000,4,100,4,1,fasttreeshap_path_dependent,fasttreeshap,path_dependent,1,marginal,10,1.9995,1.4432899320127037e-15,1.9213902168079988e-15,4.9672990285074035e-09,1.5212608770199472e-07,1.0,1.0,False
diabetes_130,lightgbm,100,47,10000,8,100,8,1,shap_tree_path_dependent,shap,path_dependent,1,marginal,10,0.0387,2.414735078559716e-15,2.218565289682824e-15,7.40368701477791e-09,1.5980561879910365e-07,1.0,1.0,False
diabetes_130,lightgbm,100,47,10000,8,100,8,1,shapiq_tree_path_dependent,shapiq,path_dependent,1,marginal,10,0.0931,1.2817524819297431e-14,1.1776246560638252e-14,7.403687079870313e-09,1.5980562020409756e-07,1.0,1.0,False
diabetes_130,lightgbm,100,47,10000,8,100,8,1,shapiq_tree_interventional,shapiq,interventional,1,marginal,10,3.8466,6.090285083470982e-08,5.8288205323149774e-08,3.739293024957597e-09,8.044657093882692e-08,1.0,1.0,False
diabetes_130,lightgbm,100,47,10000,8,100,8,1,woodelf_path_dependent,woodelf,path_dependent,1,marginal,10,0.7307,3.913882505923727e-07,3.595924021909004e-07,2.221106040663171e-08,4.794168426327684e-07,1.0,1.0,False
diabetes_130,lightgbm,100,47,10000,8,100,8,1,woodelf_interventional,woodelf,interventional,1,marginal,10,0.8522,2.6216627108111013e-08,2.5091110232349282e-08,3.739293024957597e-09,8.044657093882692e-08,1.0,1.0,False
diabetes_130,lightgbm,100,47,10000,8,100,8,1,fasttreeshap_path_dependent,fasttreeshap,path_dependent,1,marginal,10,1.6152,1.6153745008296028e-15,1.4841436765464401e-15,7.403687013761298e-09,1.5980561877716047e-07,1.0,1.0,False
diabetes_130,lightgbm,100,47,10000,12,100,12,1,shap_tree_path_dependent,shap,path_dependent,1,marginal,10,0.0399,2.203792703880936e-15,1.8642767742730546e-15,5.147055388985267e-09,1.0998647911922469e-07,1.0,1.0,False
diabetes_130,lightgbm,100,47,10000,12,100,12,1,shapiq_tree_path_dependent,shapiq,path_dependent,1,marginal,10,0.1113,9.287570712501749e-14,7.856729146187021e-14,5.147057300830853e-09,1.099865199731043e-07,1.0,1.0,False
diabetes_130,lightgbm,100,47,10000,12,100,12,1,shapiq_tree_interventional,shapiq,interventional,1,marginal,10,3.6445,6.503555607939583e-08,5.501618935720954e-08,3.5283993595427933e-09,7.519174056339356e-08,1.0,1.0,False
diabetes_130,lightgbm,100,47,10000,12,100,12,1,woodelf_path_dependent,woodelf,path_dependent,1,marginal,10,0.7462,3.094492676936067e-07,2.6177556607799904e-07,1.544115866061478e-08,3.299592769560515e-07,1.0,1.0,False
diabetes_130,lightgbm,100,47,10000,12,100,12,1,woodelf_interventional,woodelf,interventional,1,marginal,10,0.9774,3.114782367030777e-08,2.6349195246652625e-08,3.5283993595427933e-09,7.519174056339356e-08,1.0,1.0,False
diabetes_130,lightgbm,100,47,10000,12,100,12,1,fasttreeshap_path_dependent,fasttreeshap,path_dependent,1,marginal,10,1.7395,6.938893903907228e-16,5.869889087761507e-16,5.147055387158271e-09,1.0998647908018397e-07,1.0,1.0,False
diabetes_130,lightgbm,100,47,10000,15,100,15,1,shap_tree_path_dependent,shap,path_dependent,1,marginal,10,0.039,1.376676550535194e-15,1.1453792140784673e-15,7.250765386698132e-09,1.5526772986550203e-07,1.0,1.0,False
diabetes_130,lightgbm,100,47,10000,15,100,15,1,shapiq_tree_path_dependent,shapiq,path_dependent,1,marginal,10,0.1126,6.938893903907228e-13,5.773080716121307e-13,7.250790318349002e-09,1.5526826375130527e-07,1.0,1.0,False
diabetes_130,lightgbm,100,47,10000,15,100,15,1,shapiq_tree_interventional,shapiq,interventional,1,marginal,10,3.5802,6.082786554451048e-08,5.126431729120268e-08,2.4835004800791045e-09,5.2391541696324954e-08,1.0,0.98911294367146,False
diabetes_130,lightgbm,100,47,10000,15,100,15,1,woodelf_path_dependent,woodelf,path_dependent,1,marginal,10,0.7696,3.770470121011728e-07,3.136988207020638e-07,2.1752228198415203e-08,4.658017342667572e-07,1.0,1.0,False
diabetes_130,lightgbm,100,47,10000,15,100,15,1,woodelf_interventional,woodelf,interventional,1,marginal,10,0.9081,6.217248937900876e-16,5.239753513917391e-16,2.4835004800791045e-09,5.2391541696324954e-08,1.0,0.98911294367146,False
diabetes_130,lightgbm,100,47,10000,15,100,15,1,fasttreeshap_path_dependent,fasttreeshap,path_dependent,1,marginal,10,1.6368,1.4210854715202005e-15,1.1823269306616437e-15,7.250765387121508e-09,1.5526772987456828e-07,1.0,1.0,False
diabetes_130,lightgbm,100,47,10000,19,100,20,1,shap_tree_path_dependent,shap,path_dependent,1,marginal,10,0.0397,1.176836406102666e-15,1.023416647802924e-15,5.9007154695054785e-09,1.2859551218246363e-07,1.0,1.0,False
diabetes_130,lightgbm,100,47,10000,19,100,20,1,shapiq_tree_path_dependent,shapiq,path_dependent,1,marginal,10,0.1118,2.8024249587588198e-11,2.4370833041359814e-11,5.90108628096182e-09,1.2860359335292333e-07,1.0,1.0,False
diabetes_130,lightgbm,100,47,10000,19,100,20,1,shapiq_tree_interventional,shapiq,interventional,1,marginal,10,3.5395,6.762308668584184e-08,6.095056755035789e-08,2.433869317871233e-09,5.3350685249580794e-08,1.0,0.9920946228855959,False
diabetes_130,lightgbm,100,47,10000,19,100,20,1,woodelf_path_dependent,woodelf,path_dependent,1,marginal,10,0.751,5.339966904438498e-07,4.643815402361239e-07,1.7701032727523674e-08,3.857622658680385e-07,1.0,1.0,False
diabetes_130,lightgbm,100,47,10000,19,100,20,1,woodelf_interventional,woodelf,interventional,1,marginal,10,0.8895,9.547918011776346e-16,8.605803879459648e-16,2.433869317871233e-09,5.3350685249580794e-08,1.0,0.9920946228855959,False
diabetes_130,lightgbm,100,47,10000,19,100,20,1,fasttreeshap_path_dependent,fasttreeshap,path_dependent,1,marginal,10,2.1931,9.992007221626409e-16,8.689386632288979e-16,5.900715465873401e-09,1.2859551210330906e-07,1.0,1.0,False
diabetes_130,lightgbm,100,47,10000,19,100,30,1,shap_tree_path_dependent,shap,path_dependent,1,marginal,10,0.0397,1.176836406102666e-15,1.023416647802924e-15,5.900715469864726e-09,1.285955121902928e-07,1.0,1.0,False
diabetes_130,lightgbm,100,47,10000,19,100,30,1,shapiq_tree_path_dependent,shapiq,path_dependent,1,marginal,10,0.1146,2.8024249587588198e-11,2.4370833041359814e-11,5.901086280917529e-09,1.2860359335195808e-07,1.0,1.0,False
diabetes_130,lightgbm,100,47,10000,19,100,30,1,shapiq_tree_interventional,shapiq,interventional,1,marginal,10,3.5898,6.762308668584184e-08,6.095056755035789e-08,2.433869317871233e-09,5.3350685249580794e-08,1.0,0.9920946228855959,False
diabetes_130,lightgbm,100,47,10000,19,100,30,1,woodelf_path_dependent,woodelf,path_dependent,1,marginal,10,0.7851,5.339966904438498e-07,4.643815402361239e-07,1.7701032727617175e-08,3.857622658700762e-07,1.0,1.0,False
diabetes_130,lightgbm,100,47,10000,19,100,30,1,woodelf_interventional,woodelf,interventional,1,marginal,10,0.9079,9.547918011776346e-16,8.605803879459648e-16,2.433869317871233e-09,5.3350685249580794e-08,1.0,0.9920946228855959,False
diabetes_130,lightgbm,100,47,10000,19,100,30,1,fasttreeshap_path_dependent,fasttreeshap,path_dependent,1,marginal,10,1.4169,9.769962616701378e-16,8.496289151571447e-16,5.9007154662818605e-09,1.2859551211221071e-07,1.0,1.0,False
diabetes_130,lightgbm,100,47,10000,19,100,50,1,shap_tree_path_dependent,shap,path_dependent,1,marginal,10,0.0395,1.176836406102666e-15,1.023416647802924e-15,5.900715469252037e-09,1.2859551217694034e-07,1.0,1.0,False
diabetes_130,lightgbm,100,47,10000,19,100,50,1,shapiq_tree_path_dependent,shapiq,path_dependent,1,marginal,10,0.1136,2.8024249587588198e-11,2.4370833041359814e-11,5.9010862807329845e-09,1.2860359334793626e-07,1.0,1.0,False
diabetes_130,lightgbm,100,47,10000,19,100,50,1,shapiq_tree_interventional,shapiq,interventional,1,marginal,10,3.4919,6.762308668584184e-08,6.095056755035789e-08,2.433869317871233e-09,5.3350685249580794e-08,1.0,0.9920946228855959,False
diabetes_130,lightgbm,100,47,10000,19,100,50,1,woodelf_path_dependent,woodelf,path_dependent,1,marginal,10,0.772,5.339966904438498e-07,4.643815402361239e-07,1.7701032727334206e-08,3.857622658639094e-07,1.0,1.0,False
diabetes_130,lightgbm,100,47,10000,19,100,50,1,woodelf_interventional,woodelf,interventional,1,marginal,10,0.9132,9.547918011776346e-16,8.605803879459648e-16,2.433869317871233e-09,5.3350685249580794e-08,1.0,0.9920946228855959,False
diabetes_130,lightgbm,100,47,10000,19,100,50,1,fasttreeshap_path_dependent,fasttreeshap,path_dependent,1,marginal,10,1.6121,9.992007221626409e-16,8.689386632288979e-16,5.900715465201657e-09,1.285955120886696e-07,1.0,1.0,False
diabetes_130,lightgbm,100,47,10000,19,100,80,1,shap_tree_path_dependent,shap,path_dependent,1,marginal,10,0.0396,1.176836406102666e-15,1.023416647802924e-15,5.9007154691216245e-09,1.2859551217409822e-07,1.0,1.0,False
diabetes_130,lightgbm,100,47,10000,19,100,80,1,shapiq_tree_path_dependent,shapiq,path_dependent,1,marginal,10,0.1124,2.8024249587588198e-11,2.4370833041359814e-11,5.901086281198037e-09,1.2860359335807128e-07,1.0,1.0,False
diabetes_130,lightgbm,100,47,10000,19,100,80,1,shapiq_tree_interventional,shapiq,interventional,1,marginal,10,3.4008,6.762308668584184e-08,6.095056755035789e-08,2.433869317871233e-09,5.3350685249580794e-08,1.0,0.9920946228855959,False
diabetes_130,lightgbm,100,47,10000,19,100,80,1,woodelf_path_dependent,woodelf,path_dependent,1,marginal,10,0.753,5.339966904438498e-07,4.643815402361239e-07,1.770103272738588e-08,3.857622658650355e-07,1.0,1.0,False
diabetes_130,lightgbm,100,47,10000,19,100,80,1,woodelf_interventional,woodelf,interventional,1,marginal,10,0.8963,9.547918011776346e-16,8.605803879459648e-16,2.433869317871233e-09,5.3350685249580794e-08,1.0,0.9920946228855959,False
diabetes_130,lightgbm,100,47,10000,19,100,80,1,fasttreeshap_path_dependent,fasttreeshap,path_dependent,1,marginal,10,1.9081,1.1102230246251563e-15,9.654874035876644e-16,5.900715465587972e-09,1.2859551209708864e-07,1.0,1.0,False
diabetes_130,random_forest,100,47,10000,4,100,4,1,shap_tree_path_dependent,shap,path_dependent,1,marginal,10,0.0039,2.3592239273284576e-17,7.918973514768981e-16,2.319474056851045e-10,2.4911239319805185e-07,1.0,0.9999999999999997,False
diabetes_130,random_forest,100,47,10000,4,100,4,1,shapiq_tree_path_dependent,shapiq,path_dependent,1,marginal,10,0.0727,3.747002708109904e-17,1.257719322933897e-15,2.3194740568146223e-10,2.4911239319414004e-07,1.0,0.9999999999999997,False
diabetes_130,random_forest,100,47,10000,4,100,4,1,shapiq_tree_interventional,shapiq,interventional,1,marginal,10,2.6957,5.36813148099835e-10,1.8279588572905524e-08,3.82375208013278e-11,4.04039016868192e-08,1.0,1.0,False
diabetes_130,random_forest,100,47,10000,4,100,4,1,woodelf_path_dependent,woodelf,path_dependent,1,marginal,10,0.2568,1.2595859981423541e-08,4.227927685592033e-07,6.958421940957579e-10,7.473371549355081e-07,1.0,0.9999999999999997,False
diabetes_130,random_forest,100,47,10000,4,100,4,1,woodelf_interventional,woodelf,interventional,1,marginal,10,0.3144,3.853549299104309e-10,1.3122125637640816e-08,3.82375208013278e-11,4.04039016868192e-08,1.0,1.0,False
diabetes_130,random_forest,100,47,10000,4,100,4,1,fasttreeshap_path_dependent,fasttreeshap,path_dependent,1,marginal,10,1.3795,3.164135620181696e-16,1.0620740949219574e-14,2.3194741284126059e-10,2.491124008837938e-07,1.0,0.9999999999999997,False
diabetes_130,random_forest,100,47,10000,8,100,8,1,shap_tree_path_dependent,shap,path_dependent,1,marginal,10,0.0184,5.1347814888913486e-17,1.001012714689548e-15,4.4882027762055015e-10,2.2958047608438767e-07,1.0,0.9999999999999997,False
diabetes_130,random_forest,100,47,10000,8,100,8,1,shapiq_tree_path_dependent,shapiq,path_dependent,1,marginal,10,0.1213,3.316791286067655e-16,6.466001048940592e-15,4.488202779492527e-10,2.2958047625252625e-07,1.0,0.9999999999999997,False
diabetes_130,random_forest,100,47,10000,8,100,8,1,shapiq_tree_interventional,shapiq,interventional,1,marginal,10,7.0342,2.7480865777418367e-10,5.4356598844400335e-09,7.350268964339906e-11,3.732824814193971e-08,1.0,1.0,False
diabetes_130,random_forest,100,47,10000,8,100,8,1,woodelf_path_dependent,woodelf,path_dependent,1,marginal,10,2.2304,3.497363100929407e-08,6.818021252686805e-07,1.3464607759709293e-09,6.887413991524334e-07,1.0,0.9999999999999997,False
diabetes_130,random_forest,100,47,10000,8,100,8,1,woodelf_interventional,woodelf,interventional,1,marginal,10,2.5733,1.3281411609389335e-09,2.6270364579712962e-08,7.350268964339906e-11,3.732824814193971e-08,1.0,1.0,False
diabetes_130,random_forest,100,47,10000,8,100,8,1,fasttreeshap_path_dependent,fasttreeshap,path_dependent,1,marginal,10,1.838,3.899658373995863e-16,7.602285752101701e-15,4.488202814240718e-10,2.2958047802996626e-07,1.0,0.9999999999999997,False
diabetes_130,random_forest,100,47,10000,12,100,12,1,shap_tree_path_dependent,shap,path_dependent,1,marginal,10,0.0839,6.10622663543836e-17,7.313307033587757e-16,1.0647441080475858e-09,3.704166304316441e-07,1.0,1.0,False
diabetes_130,random_forest,100,47,10000,12,100,12,1,shapiq_tree_path_dependent,shapiq,path_dependent,1,marginal,10,0.2282,2.5877217035841228e-14,3.0992631727680493e-13,1.0647450546577704e-09,3.7041695975024285e-07,1.0,1.0,False
diabetes_130,random_forest,100,47,10000,12,100,12,1,shapiq_tree_interventional,shapiq,interventional,1,marginal,10,14.3488,3.9846807034504816e-10,4.7980889434525135e-09,1.0638853297869196e-10,3.6569713226696504e-08,1.0,1.0,False
diabetes_130,random_forest,100,47,10000,12,100,12,1,woodelf_path_dependent,woodelf,path_dependent,1,marginal,10,7.3938,9.732738717113665e-08,1.165670892443536e-06,3.1942296491194434e-09,1.111248960674241e-06,1.0,1.0,False
diabetes_130,random_forest,100,47,10000,12,100,12,1,woodelf_interventional,woodelf,interventional,1,marginal,10,13.7039,2.4271938375841627e-09,2.922666276784495e-08,1.0638853297869196e-10,3.6569713226696504e-08,1.0,1.0,False
diabetes_130,random_forest,100,47,10000,12,100,12,1,fasttreeshap_path_dependent,fasttreeshap,path_dependent,1,marginal,10,1.996,6.758482662405641e-16,8.094501193993721e-15,1.0647441096925832e-09,3.704166310039285e-07,1.0,1.0,False
diabetes_130,random_forest,100,47,10000,15,100,15,1,shap_tree_path_dependent,shap,path_dependent,1,marginal,10,0.192,2.4147350785597153e-16,2.068897675813369e-15,1.5738635055891213e-09,4.2782089220796806e-07,1.0,1.0,False
diabetes_130,random_forest,100,47,10000,15,100,15,1,shapiq_tree_path_dependent,shapiq,path_dependent,1,marginal,10,0.365,9.800979472451845e-13,8.397287069414106e-12,1.5738884421877377e-09,4.2782767068688057e-07,1.0,1.0,False
diabetes_130,random_forest,100,47,10000,15,100,15,1,shapiq_tree_interventional,shapiq,interventional,1,marginal,10,21.8906,2.87504896279156e-10,2.4632855876334587e-09,3.002287010414949e-11,8.240955158543383e-09,1.0,0.9845635728547742,False
diabetes_130,random_forest,100,47,10000,15,100,15,1,woodelf_path_dependent,woodelf,path_dependent,1,marginal,10,15.3873,1.0862005692252597e-07,9.306353533728752e-07,4.721523006486036e-09,1.2834443254050463e-06,1.0,1.0,False
diabetes_130,random_forest,100,47,10000,15,100,15,1,woodelf_interventional,woodelf,interventional,1,marginal,10,15.0033,2.7616797737550767e-16,2.366153089004945e-15,3.002287010414949e-11,8.240955158543383e-09,1.0,0.9845635728547741,False
diabetes_130,random_forest,100,47,10000,15,100,15,1,fasttreeshap_path_dependent,fasttreeshap,path_dependent,1,marginal,10,3.9074,6.904199434387692e-16,5.915382722512362e-15,1.5738635041514523e-09,4.2782089181717067e-07,1.0,1.0,False
diabetes_130,random_forest,100,47,10000,20,100,20,1,shap_tree_path_dependent,shap,path_dependent,1,marginal,10,0.4507,2.4843842261201844e-15,1.5519296461377582e-14,4.752705209615845e-09,9.8337330925931e-07,1.0,1.0,False
diabetes_130,random_forest,100,47,10000,20,100,20,1,shapiq_tree_path_dependent,shapiq,path_dependent,1,marginal,10,0.5803,1.4954160661509452e-10,9.34147183020347e-10,4.756439765129947e-09,9.841460196275252e-07,1.0,1.0,False
diabetes_130,random_forest,100,47,10000,20,100,20,1,shapiq_tree_interventional,shapiq,interventional,1,marginal,10,32.2605,1.0191591170820303e-09,6.366419619405001e-09,4.2366929708918344e-11,8.633895083678417e-09,1.0,0.9834519613759886,False
diabetes_130,random_forest,100,47,10000,20,100,20,1,woodelf_path_dependent,woodelf,path_dependent,1,marginal,10,30.2524,4.528402676129591e-07,2.8287743453073666e-06,1.4243561582291925e-08,2.9471085750452815e-06,1.0,1.0,False
diabetes_130,random_forest,100,47,10000,20,100,20,1,woodelf_interventional,woodelf,interventional,1,marginal,10,26.4877,7.767224363686157e-16,4.851981280300116e-15,4.2366929708918344e-11,8.633895083678417e-09,1.0,0.9834519613759886,False
diabetes_130,random_forest,100,47,10000,20,100,20,1,fasttreeshap_path_dependent,fasttreeshap,path_dependent,1,marginal,10,2.0607,2.6788467277771844e-15,1.6734052690348313e-14,4.752705210998053e-09,9.833733095453059e-07,1.0,1.0,False
diabetes_130,random_forest,100,47,10000,30,100,30,1,shap_tree_path_dependent,shap,path_dependent,1,marginal,10,0.7931,5.299573280215241e-13,2.517506562869065e-12,4.745480914085757e-06,0.0008259514105061668,1.0,0.9999652697383654,False
diabetes_130,random_forest,100,47,10000,30,100,30,1,shapiq_tree_path_dependent,shapiq,path_dependent,1,marginal,10,0.8341,0.0002834874022335,0.0013466770962069,1.421795815552799e-05,0.002474636729132132,1.0,0.9998958092150959,False
diabetes_130,random_forest,100,47,10000,30,100,30,1,shapiq_tree_interventional,shapiq,interventional,1,marginal,10,41.5033,8.493918755847482e-10,4.018142310375345e-09,4.284166897969439e-11,7.372446164718235e-09,1.0,0.9822554188910015,False
diabetes_130,random_forest,100,47,10000,30,100,30,1,woodelf_path_dependent,woodelf,path_dependent,1,marginal,10,46.8309,5.729108113743108e-07,2.7215525690681443e-06,4.756088653985706e-06,0.0008277967691393794,1.0,0.9999652697383654,False
diabetes_130,random_forest,100,47,10000,30,100,30,1,woodelf_interventional,woodelf,interventional,1,marginal,10,36.7377,1.1039780201116402e-15,5.2224902543141716e-15,4.284166897969439e-11,7.372446164718235e-09,1.0,0.9822554188910015,False
diabetes_130,random_forest,100,47,10000,30,100,30,1,fasttreeshap_path_dependent,fasttreeshap,path_dependent,1,marginal,10,2.2303,5.709294148559252e-13,2.712140153247226e-12,4.745480913438951e-06,0.0008259514103933649,1.0,0.9999652697383654,False
diabetes_130,random_forest,100,47,10000,50,100,50,1,shap_tree_path_dependent,shap,path_dependent,1,marginal,10,0.8731,9.554615432172396e-12,4.3149363920587503e-11,11.78906124133414,0.6665633365576589,0.7857142857142857,0.6085745157057961,False
diabetes_130,random_forest,100,47,10000,50,100,50,1,shapiq_tree_path_dependent,shapiq,path_dependent,1,marginal,10,0.9475,1018.6552478679516,4600.323928461533,35.36718369982733,1.999685930834674,0.35714285714285715,-0.17427645288261173,False
diabetes_130,random_forest,100,47,10000,50,100,50,1,shapiq_tree_interventional,shapiq,interventional,1,marginal,10,43.5271,1.007420949439286e-09,4.5092427682102535e-09,4.402368607556325e-11,7.132885885151937e-09,1.0,0.9826349369101518,False
diabetes_130,random_forest,100,47,10000,50,100,50,1,woodelf_path_dependent,woodelf,path_dependent,1,marginal,10,49.3643,7.005035877208354e-07,3.163527035579608e-06,11.789061250412004,0.6665646958627747,0.7857142857142857,0.6085745157057961,False
diabetes_130,random_forest,100,47,10000,50,100,50,1,woodelf_interventional,woodelf,interventional,1,marginal,10,38.4667,9.985068327722502e-16,4.469342946652853e-15,4.402368607556325e-11,7.132885885151937e-09,1.0,0.9826349369101518,False
diabetes_130,random_forest,100,47,10000,50,100,50,1,fasttreeshap_path_dependent,fasttreeshap,path_dependent,1,marginal,10,2.2008,9.995788918804038e-13,4.514173666043465e-12,11.789061241334196,0.6665633365603817,0.7857142857142857,0.6085745157057961,False
diabetes_130,random_forest,100,47,10000,53,100,80,1,shap_tree_path_dependent,shap,path_dependent,1,marginal,10,0.8521,9.628681185702705e-12,4.368111767164858e-11,1.2169429857969937e-08,1.9959936316734042e-06,1.0,1.0,False
diabetes_130,random_forest,100,47,10000,53,100,80,1,shapiq_tree_path_dependent,shapiq,path_dependent,1,marginal,10,0.1027,,,,,,,True
diabetes_130,random_forest,100,47,10000,53,100,80,1,shapiq_tree_interventional,shapiq,interventional,1,marginal,10,42.941,9.946101345303935e-10,4.4721678710898995e-09,4.401288562041387e-11,7.1304572404105904e-09,1.0,0.9826349369101518,False
diabetes_130,random_forest,100,47,10000,53,100,80,1,woodelf_path_dependent,woodelf,path_dependent,1,marginal,10,49.399,6.921589374528358e-07,3.1400225442352795e-06,2.4338674664503302e-08,3.991956911750769e-06,1.0,1.0,False
diabetes_130,random_forest,100,47,10000,53,100,80,1,woodelf_interventional,woodelf,interventional,1,marginal,10,37.9659,9.547918011776346e-16,4.293128602417422e-15,4.401288562041387e-11,7.1304572404105904e-09,1.0,0.9826349369101518,False
diabetes_130,random_forest,100,47,10000,53,100,80,1,fasttreeshap_path_dependent,fasttreeshap,path_dependent,1,marginal,10,2.1752,1.0376095815889385e-12,4.707181114057077e-12,1.216944865790148e-08,1.9959967152078438e-06,1.0,1.0,False
covertype,xgboost,100,54,10000,4,100,4,1,shap_tree_path_dependent,shap,path_dependent,1,marginal,10,0.057,3.099441528320313e-07,2.1669530836905046e-07,6.808311710586454e-09,1.713417120553502e-07,1.0,1.0,False
covertype,xgboost,100,54,10000,4,100,4,1,shapiq_tree_path_dependent,shapiq,path_dependent,1,marginal,10,0.0799,2.492431123490846e-07,1.7425660111692202e-07,6.808311710586454e-09,1.713417120553502e-07,1.0,1.0,False
covertype,xgboost,100,54,10000,4,100,4,1,shapiq_tree_interventional,shapiq,interventional,1,marginal,10,2.5804,2.5395876566136624e-07,2.3403649444522657e-07,,,,,False
covertype,xgboost,100,54,10000,4,100,4,1,woodelf_path_dependent,woodelf,path_dependent,1,marginal,10,0.0001,,,,,,,True
covertype,xgboost,100,54,10000,4,100,4,1,woodelf_interventional,woodelf,interventional,1,marginal,10,0.0,,,,,,,True
covertype,xgboost,100,54,10000,4,100,4,1,fasttreeshap_path_dependent,fasttreeshap,path_dependent,1,marginal,10,0.0,,,,,,,True
covertype,xgboost,100,54,10000,8,100,8,1,shap_tree_path_dependent,shap,path_dependent,1,marginal,10,0.0965,5.707144737243652e-07,2.9034782569532146e-07,7.829840394777336e-09,1.5624388003243487e-07,1.0,1.0,False
covertype,xgboost,100,54,10000,8,100,8,1,shapiq_tree_path_dependent,shapiq,path_dependent,1,marginal,10,0.1247,2.957026241201533e-07,1.5043707521714457e-07,7.829840394777336e-09,1.5624388003243487e-07,1.0,1.0,False
covertype,xgboost,100,54,10000,8,100,8,1,shapiq_tree_interventional,shapiq,interventional,1,marginal,10,5.6427,3.004321663446774e-07,2.0282748002227905e-07,,,,,False
covertype,xgboost,100,54,10000,8,100,8,1,woodelf_path_dependent,woodelf,path_dependent,1,marginal,10,0.0002,,,,,,,True
covertype,xgboost,100,54,10000,8,100,8,1,woodelf_interventional,woodelf,interventional,1,marginal,10,0.0,,,,,,,True
covertype,xgboost,100,54,10000,8,100,8,1,fasttreeshap_path_dependent,fasttreeshap,path_dependent,1,marginal,10,0.0,,,,,,,True
covertype,xgboost,100,54,10000,12,100,12,1,shap_tree_path_dependent,shap,path_dependent,1,marginal,10,0.3336,6.16908073425293e-07,2.5244396459548765e-07,1.2402647421736403e-08,2.1461061638789278e-07,1.0,1.0,False
covertype,xgboost,100,54,10000,12,100,12,1,shapiq_tree_path_dependent,shapiq,path_dependent,1,marginal,10,0.1987,2.348083705694393e-07,9.608555598664525e-08,1.2402647421736403e-08,2.1461061638789278e-07,1.0,1.0,False
covertype,xgboost,100,54,10000,12,100,12,1,shapiq_tree_interventional,shapiq,interventional,1,marginal,10,9.2039,2.2794074108212218e-07,1.3743137375543378e-07,,,,,False
covertype,xgboost,100,54,10000,12,100,12,1,woodelf_path_dependent,woodelf,path_dependent,1,marginal,10,0.0002,,,,,,,True
covertype,xgboost,100,54,10000,12,100,12,1,woodelf_interventional,woodelf,interventional,1,marginal,10,0.0,,,,,,,True
covertype,xgboost,100,54,10000,12,100,12,1,fasttreeshap_path_dependent,fasttreeshap,path_dependent,1,marginal,10,0.0,,,,,,,True
covertype,xgboost,100,54,10000,15,100,15,1,shap_tree_path_dependent,shap,path_dependent,1,marginal,10,0.3747,6.243586540222168e-07,2.404911670834361e-07,7.298045988910388e-09,1.21632105126685e-07,1.0,1.0,False
covertype,xgboost,100,54,10000,15,100,15,1,shapiq_tree_path_dependent,shapiq,path_dependent,1,marginal,10,0.2738,4.204205113156334e-07,1.6193804699536068e-07,7.298045988910388e-09,1.21632105126685e-07,1.0,1.0,False
covertype,xgboost,100,54,10000,15,100,15,1,shapiq_tree_interventional,shapiq,interventional,1,marginal,10,12.4618,4.098071734071064e-07,2.2566854719989613e-07,,,,,False
covertype,xgboost,100,54,10000,15,100,15,1,woodelf_path_dependent,woodelf,path_dependent,1,marginal,10,0.0003,,,,,,,True
covertype,xgboost,100,54,10000,15,100,15,1,woodelf_interventional,woodelf,interventional,1,marginal,10,0.0,,,,,,,True
covertype,xgboost,100,54,10000,15,100,15,1,fasttreeshap_path_dependent,fasttreeshap,path_dependent,1,marginal,10,0.0,,,,,,,True
covertype,xgboost,100,54,10000,20,100,20,1,shap_tree_path_dependent,shap,path_dependent,1,marginal,10,0.4198,8.426606655120849e-07,3.10787478983165e-07,1.1101047702087734e-08,1.7271278943684826e-07,1.0,1.0,False
covertype,xgboost,100,54,10000,20,100,20,1,shapiq_tree_path_dependent,shapiq,path_dependent,1,marginal,10,0.5149,1.9296663087420284e-07,7.116935028839847e-08,1.1101047702087734e-08,1.7271278943684826e-07,1.0,1.0,False
covertype,xgboost,100,54,10000,20,100,20,1,shapiq_tree_interventional,shapiq,interventional,1,marginal,10,16.4308,1.939221468294506e-07,1.076521164222607e-07,,,,,False
covertype,xgboost,100,54,10000,20,100,20,1,woodelf_path_dependent,woodelf,path_dependent,1,marginal,10,0.0004,,,,,,,True
covertype,xgboost,100,54,10000,20,100,20,1,woodelf_interventional,woodelf,interventional,1,marginal,10,0.0,,,,,,,True
covertype,xgboost,100,54,10000,20,100,20,1,fasttreeshap_path_dependent,fasttreeshap,path_dependent,1,marginal,10,0.0,,,,,,,True
covertype,xgboost,100,54,10000,30,100,30,1,shap_tree_path_dependent,shap,path_dependent,1,marginal,10,0.6265,4.69014048576355e-07,1.5896203605512034e-07,2.225117271548571e-06,3.206603168339934e-05,1.0,1.0,False
covertype,xgboost,100,54,10000,30,100,30,1,shapiq_tree_path_dependent,shapiq,path_dependent,1,marginal,10,0.4357,3.794991984651386e-05,1.2862293744208236e-05,2.225117271548571e-06,3.206603168339934e-05,1.0,1.0,False
covertype,xgboost,100,54,10000,30,100,30,1,shapiq_tree_interventional,shapiq,interventional,1,marginal,10,17.9656,1.4630826118411376e-07,7.225110281161089e-08,,,,,False
covertype,xgboost,100,54,10000,30,100,30,1,woodelf_path_dependent,woodelf,path_dependent,1,marginal,10,0.0004,,,,,,,True
