dataset,model,library,backend,approximator,budget,method,is_reference,seed_count,runtime_median,runtime_q25,runtime_q75,relative_mae_median,rho_median
bike,random_forest,shap,shap_approx,permutation,2048.0,shap / permutation,False,10,11.716149999999999,11.5191,11.831199999999999,0.011830630838528788,0.9989510489510489
bike,random_forest,shapiq,shapiq_approx,kernel,128.0,shapiq / kernel,False,10,7.16065,7.0741,7.254575,0.16548402819203029,0.9010489510489512
bike,random_forest,shapiq,shapiq_approx,kernel,512.0,shapiq / kernel,False,10,8.58345,8.471275,8.65985,0.06344727941490486,0.9622377622377623
bike,random_forest,shapiq,shapiq_approx,kernel,2048.0,shapiq / kernel,False,10,13.97105,13.794725,14.04465,0.021635540770283068,0.9898601398601401
bike,random_forest,shapiq,shapiq_approx,permutation,128.0,shapiq / permutation,False,10,33.288250000000005,32.988375,33.832300000000004,0.1147394941877828,0.9706293706293707
bike,random_forest,shapiq,shapiq_approx,permutation,512.0,shapiq / permutation,False,10,80.0424,79.40565000000001,81.7082,0.05918873620947063,0.9923076923076923
bike,random_forest,shapiq,shapiq_approx,permutation,2048.0,shapiq / permutation,False,10,268.3299,266.211775,271.523075,0.026606400279100835,0.9954545454545456
covertype,decision_tree,dalex,dalex_approx,permutation,128.0,dalex / permutation,False,10,0.97435,0.9682499999999999,0.9856499999999999,0.4364620502129275,0.8816268090296869
covertype,decision_tree,dalex,dalex_approx,permutation,512.0,dalex / permutation,False,10,3.68405,3.678325,3.7015,0.20951203161082588,0.9545454545454546
covertype,decision_tree,dalex,dalex_approx,permutation,2048.0,dalex / permutation,False,10,14.577300000000001,14.49605,14.644275,0.10781322479753011,0.9849650349650351
covertype,decision_tree,lightshap,lightshap_approx,kernel,128.0,lightshap / kernel,False,10,1.99275,1.9618250000000002,2.014275,0.05874301132903972,0.9867132867132868
covertype,decision_tree,lightshap,lightshap_approx,kernel,512.0,lightshap / kernel,False,10,7.30705,7.05105,7.521075,0.03195074983794417,0.9944055944055944
covertype,decision_tree,lightshap,lightshap_approx,kernel,2048.0,lightshap / kernel,False,10,15.905650000000001,14.0483,16.4752,0.023724583573154226,0.9951048951048952
covertype,decision_tree,lightshap,lightshap_approx,permutation,128.0,lightshap / permutation,False,10,1.851,1.8043,1.8673250000000001,0.05268647726693943,0.9905594405594407
